            z         mean           se      std_dev
     0.500000   -22.898873     0.222846     0.668538
     1.500000   -22.850776     0.219879     0.659637
     2.500000   -22.725217     0.218554     0.655662
     3.500000   -22.533867     0.212115     0.636345
     4.500000   -22.294953     0.207801     0.623403
     5.500000   -22.016264     0.202359     0.607077
     6.500000   -21.809315     0.206232     0.618696
     7.500000   -21.706419     0.201179     0.603537
     8.500000   -21.733827     0.196120     0.588360
     9.500000   -21.803029     0.191119     0.573357
    10.500000   -21.735447     0.191960     0.575880
    11.500000   -21.400912     0.189319     0.567957
    12.500000   -20.755030     0.191995     0.575985
    13.500000   -19.724281     0.201273     0.603819
    14.500000   -18.365393     0.198544     0.595632
    15.500000   -16.619998     0.200756     0.602268
    16.500000   -14.477888     0.189753     0.569259
    17.500000   -12.117770     0.203209     0.609627
    18.500000    -9.503845     0.223992     0.671976
    19.500000    -7.004068     0.363545     1.090635
    20.500000    -3.757026     0.679033     2.037099
    21.500000    -1.461887     0.572862     1.718586
    22.500000    -0.477750     0.409956     1.229868
    23.500000    -0.351180     0.404624     1.213872
    24.500000     0.144933     0.162253     0.486759
    25.500000     0.309539     0.204876     0.614628
    26.500000     0.309539     0.204876     0.614628
    27.500000     0.309539     0.204876     0.614628
    28.500000     0.309539     0.204876     0.614628
    29.500000     0.309539     0.204876     0.614628
    30.500000     0.144939     0.150487     0.451461
    31.500000     0.309539     0.204876     0.614628
    32.500000     0.144939     0.150487     0.451461
    33.500000     0.215316     0.155818     0.467454
    34.500000     0.144939     0.150487     0.451461
    35.500000     0.309539     0.204876     0.614628
    36.500000     0.309539     0.204876     0.614628
    37.500000     0.215316     0.155818     0.467454
    38.500000     0.309539     0.204876     0.614628
    39.500000     0.309539     0.204876     0.614628
    40.500000     0.309539     0.204876     0.614628
    41.500000     0.309539     0.204876     0.614628
    42.500000     0.215316     0.155818     0.467454
    43.500000    -0.075863     0.070557     0.211671
    44.500000     0.041962     0.195215     0.585645
    45.500000    -0.236191     0.156981     0.470943
    46.500000    -0.062838     0.151222     0.453666
    47.500000    -0.189410     0.135066     0.405198
    48.500000    -0.236191     0.156981     0.470943
    49.500000    -0.075862     0.061003     0.183009
    50.500000    -0.075862     0.061003     0.183009
    51.500000    -0.415138     0.274763     0.824289
    52.500000    -0.314953     0.208815     0.626445
    53.500000     0.215312     0.162435     0.487305
    54.500000    -0.005483     0.087551     0.262653
    55.500000     0.050710     0.068947     0.206841
    56.500000     0.144939     0.150487     0.451461
    57.500000     0.144933     0.162253     0.486759
    58.500000     0.144939     0.150487     0.451461
    59.500000     0.050712     0.056390     0.169170
    60.500000    -0.052265     0.127344     0.382032
    61.500000     0.088744     0.168688     0.506064
    62.500000     0.041962     0.195215     0.585645
    63.500000    -0.033162     0.250537     0.751611
    64.500000    -0.218912     0.414969     1.244907
    65.500000     0.144939     0.150487     0.451461
    66.500000     0.144939     0.150487     0.451461
    67.500000     0.144939     0.150487     0.451461
