            z         mean           se      std_dev
     0.500000   -24.224787     0.128614     0.385842
     1.500000   -24.079522     0.127268     0.381804
     2.500000   -23.781630     0.123398     0.370194
     3.500000   -23.366042     0.122714     0.368142
     4.500000   -22.843673     0.131310     0.393930
     5.500000   -22.311698     0.129229     0.387687
     6.500000   -21.813951     0.125080     0.375240
     7.500000   -21.357935     0.130440     0.391320
     8.500000   -20.977697     0.122502     0.367506
     9.500000   -20.587227     0.119001     0.357003
    10.500000   -20.139679     0.121620     0.364860
    11.500000   -19.580950     0.130210     0.390630
    12.500000   -18.753503     0.141524     0.424572
    13.500000   -17.586121     0.141263     0.423789
    14.500000   -16.085407     0.120311     0.360933
    15.500000   -14.210073     0.099775     0.299325
    16.500000   -11.999963     0.115134     0.345402
    17.500000    -9.714032     0.180070     0.540210
    18.500000    -6.921901     0.410271     1.230813
    19.500000    -3.955101     0.601141     1.803423
    20.500000    -2.061753     0.561854     1.685562
    21.500000    -0.489967     0.392694     1.178082
    22.500000    -0.262874     0.422604     1.267812
    23.500000     0.125348     0.125348     0.376044
    24.500000     0.125348     0.125348     0.376044
    25.500000     0.125348     0.125348     0.376044
    26.500000    -0.172813     0.172813     0.518439
    27.500000     0.125348     0.125348     0.376044
    28.500000    -0.346911     0.346911     1.040733
    29.500000    -0.131249     0.131249     0.393747
    30.500000    -0.172813     0.172813     0.518439
    31.500000    -0.131249     0.131249     0.393747
    32.500000    -0.068760     0.068760     0.206280
    33.500000    -0.068760     0.068760     0.206280
    34.500000     0.125348     0.125348     0.376044
    35.500000     0.125348     0.125348     0.376044
    36.500000     0.011802     0.011802     0.035406
    37.500000     0.125348     0.125348     0.376044
    38.500000     0.125348     0.125348     0.376044
    39.500000    -0.068760     0.068760     0.206280
    40.500000     0.125348     0.125348     0.376044
    41.500000     0.125348     0.125348     0.376044
    42.500000    -0.131249     0.131249     0.393747
    43.500000     0.011802     0.011802     0.035406
    44.500000    -0.131249     0.131249     0.393747
    45.500000    -0.131249     0.131249     0.393747
    46.500000     0.125348     0.125348     0.376044
    47.500000     0.011802     0.011802     0.035406
    48.500000     0.125348     0.125348     0.376044
    49.500000    -0.131249     0.131249     0.393747
    50.500000    -0.131249     0.131249     0.393747
    51.500000     0.125348     0.125348     0.376044
    52.500000    -0.068760     0.068760     0.206280
    53.500000    -0.313927     0.313927     0.941781
