            z         mean           se      std_dev
   -72.500000     0.000000     0.000000     0.000000
   -71.500000     0.000001     0.000001     0.000003
   -70.500000     0.000003     0.000003     0.000009
   -69.500000     0.000004     0.000003     0.000009
   -68.500000     0.000018     0.000007     0.000021
   -67.500000     0.000066     0.000017     0.000051
   -66.500000     0.000185     0.000037     0.000111
   -65.500000     0.000471     0.000075     0.000225
   -64.500000     0.001016     0.000120     0.000360
   -63.500000     0.001858     0.000139     0.000417
   -62.500000     0.002941     0.000195     0.000585
   -61.500000     0.004083     0.000222     0.000666
   -60.500000     0.005158     0.000236     0.000708
   -59.500000     0.005838     0.000229     0.000687
   -58.500000     0.006209     0.000240     0.000720
   -57.500000     0.006414     0.000222     0.000666
   -56.500000     0.006445     0.000209     0.000627
   -55.500000     0.006423     0.000167     0.000501
   -54.500000     0.006574     0.000137     0.000411
   -53.500000     0.006484     0.000150     0.000450
   -52.500000     0.006502     0.000181     0.000543
   -51.500000     0.006496     0.000178     0.000534
   -50.500000     0.006505     0.000215     0.000645
   -49.500000     0.006429     0.000192     0.000576
   -48.500000     0.006386     0.000194     0.000582
   -47.500000     0.006462     0.000190     0.000570
   -46.500000     0.006450     0.000203     0.000609
   -45.500000     0.006353     0.000191     0.000573
   -44.500000     0.006316     0.000233     0.000699
   -43.500000     0.006337     0.000212     0.000636
   -42.500000     0.006256     0.000222     0.000666
   -41.500000     0.006201     0.000263     0.000789
   -40.500000     0.006067     0.000229     0.000687
   -39.500000     0.005955     0.000240     0.000720
   -38.500000     0.005869     0.000261     0.000783
   -37.500000     0.005669     0.000262     0.000786
   -36.500000     0.005549     0.000262     0.000786
   -35.500000     0.005483     0.000282     0.000846
   -34.500000     0.005190     0.000268     0.000804
   -33.500000     0.005007     0.000264     0.000792
   -32.500000     0.004847     0.000329     0.000987
   -31.500000     0.004566     0.000293     0.000879
   -30.500000     0.004171     0.000246     0.000738
   -29.500000     0.003777     0.000212     0.000636
   -28.500000     0.003279     0.000174     0.000522
   -27.500000     0.002904     0.000182     0.000546
   -26.500000     0.002671     0.000154     0.000462
   -25.500000     0.002581     0.000158     0.000474
   -24.500000     0.002648     0.000181     0.000543
   -23.500000     0.003150     0.000220     0.000660
   -22.500000     0.003855     0.000255     0.000765
   -21.500000     0.004984     0.000238     0.000714
   -20.500000     0.007552     0.000356     0.001068
   -19.500000     0.012344     0.000730     0.002190
   -18.500000     0.019854     0.000957     0.002871
   -17.500000     0.029971     0.001259     0.003777
   -16.500000     0.040410     0.001466     0.004398
   -15.500000     0.046174     0.001630     0.004890
   -14.500000     0.043379     0.001605     0.004815
   -13.500000     0.032331     0.001500     0.004500
   -12.500000     0.019366     0.001234     0.003702
   -11.500000     0.009137     0.000786     0.002358
   -10.500000     0.003152     0.000309     0.000927
    -9.500000     0.000839     0.000108     0.000324
    -8.500000     0.000167     0.000027     0.000081
    -7.500000     0.000024     0.000007     0.000021
    -6.500000     0.000006     0.000005     0.000015
    -5.500000     0.000002     0.000002     0.000006
    -4.500000     0.000000     0.000000     0.000000
    -3.500000     0.000000     0.000000     0.000000
    -2.500000     0.000000     0.000000     0.000000
    -1.500000     0.000000     0.000000     0.000000
    -0.500000     0.000000     0.000000     0.000000
     0.500000     0.000000     0.000000     0.000000
     1.500000     0.000000     0.000000     0.000000
     2.500000     0.000000     0.000000     0.000000
     3.500000     0.000000     0.000000     0.000000
     4.500000     0.000000     0.000000     0.000000
     5.500000     0.000000     0.000000     0.000000
     6.500000     0.000002     0.000002     0.000006
     7.500000     0.000024     0.000008     0.000024
     8.500000     0.000186     0.000044     0.000132
     9.500000     0.000811     0.000097     0.000291
    10.500000     0.002949     0.000195     0.000585
    11.500000     0.008103     0.000337     0.001011
    12.500000     0.017426     0.000609     0.001827
    13.500000     0.030426     0.000922     0.002766
    14.500000     0.042382     0.001132     0.003396
    15.500000     0.047149     0.001328     0.003984
    16.500000     0.042147     0.001154     0.003462
    17.500000     0.031335     0.000853     0.002559
    18.500000     0.020861     0.000749     0.002247
    19.500000     0.012943     0.000505     0.001515
    20.500000     0.007846     0.000305     0.000915
    21.500000     0.005105     0.000274     0.000822
    22.500000     0.003519     0.000196     0.000588
    23.500000     0.002796     0.000192     0.000576
    24.500000     0.002548     0.000143     0.000429
    25.500000     0.002467     0.000132     0.000396
    26.500000     0.002621     0.000132     0.000396
    27.500000     0.002896     0.000110     0.000330
    28.500000     0.003240     0.000137     0.000411
    29.500000     0.003586     0.000139     0.000417
    30.500000     0.003915     0.000158     0.000474
    31.500000     0.004289     0.000147     0.000441
    32.500000     0.004546     0.000164     0.000492
    33.500000     0.004904     0.000134     0.000402
    34.500000     0.004991     0.000107     0.000321
    35.500000     0.005292     0.000109     0.000327
    36.500000     0.005380     0.000100     0.000300
    37.500000     0.005472     0.000132     0.000396
    38.500000     0.005614     0.000151     0.000453
    39.500000     0.005682     0.000171     0.000513
    40.500000     0.005745     0.000176     0.000528
    41.500000     0.005746     0.000210     0.000630
    42.500000     0.005940     0.000220     0.000660
    43.500000     0.005981     0.000198     0.000594
    44.500000     0.005961     0.000175     0.000525
    45.500000     0.005992     0.000217     0.000651
    46.500000     0.006031     0.000228     0.000684
    47.500000     0.005999     0.000203     0.000609
    48.500000     0.006066     0.000152     0.000456
    49.500000     0.006048     0.000176     0.000528
    50.500000     0.006018     0.000163     0.000489
    51.500000     0.006117     0.000183     0.000549
    52.500000     0.006091     0.000178     0.000534
    53.500000     0.006105     0.000184     0.000552
    54.500000     0.006110     0.000192     0.000576
    55.500000     0.006187     0.000163     0.000489
    56.500000     0.006187     0.000140     0.000420
    57.500000     0.006261     0.000150     0.000450
    58.500000     0.006219     0.000124     0.000372
    59.500000     0.006321     0.000165     0.000495
    60.500000     0.006311     0.000156     0.000468
    61.500000     0.006278     0.000150     0.000450
    62.500000     0.006196     0.000152     0.000456
    63.500000     0.006047     0.000178     0.000534
    64.500000     0.005691     0.000180     0.000540
    65.500000     0.004994     0.000203     0.000609
    66.500000     0.003936     0.000205     0.000615
    67.500000     0.002775     0.000168     0.000504
    68.500000     0.001728     0.000139     0.000417
    69.500000     0.000928     0.000107     0.000321
    70.500000     0.000459     0.000073     0.000219
    71.500000     0.000179     0.000033     0.000099
    72.500000     0.000058     0.000016     0.000048
    73.500000     0.000020     0.000008     0.000024
    74.500000     0.000003     0.000003     0.000009
    75.500000     0.000002     0.000002     0.000006
    76.500000     0.000000     0.000000     0.000000
