            z         mean           se      std_dev
   -72.500000     0.000001     0.000001     0.000003
   -71.500000     0.000015     0.000008     0.000024
   -70.500000     0.000097     0.000028     0.000084
   -69.500000     0.000357     0.000053     0.000159
   -68.500000     0.000984     0.000106     0.000318
   -67.500000     0.002187     0.000167     0.000501
   -66.500000     0.004012     0.000284     0.000852
   -65.500000     0.006040     0.000344     0.001032
   -64.500000     0.007705     0.000356     0.001068
   -63.500000     0.009128     0.000401     0.001203
   -62.500000     0.009900     0.000388     0.001164
   -61.500000     0.010242     0.000317     0.000951
   -60.500000     0.010449     0.000312     0.000936
   -59.500000     0.010499     0.000304     0.000912
   -58.500000     0.010367     0.000292     0.000876
   -57.500000     0.010455     0.000298     0.000894
   -56.500000     0.010215     0.000312     0.000936
   -55.500000     0.010172     0.000325     0.000975
   -54.500000     0.010292     0.000273     0.000819
   -53.500000     0.010202     0.000326     0.000978
   -52.500000     0.010191     0.000270     0.000810
   -51.500000     0.010275     0.000263     0.000789
   -50.500000     0.010260     0.000269     0.000807
   -49.500000     0.010060     0.000240     0.000720
   -48.500000     0.010285     0.000299     0.000897
   -47.500000     0.010079     0.000348     0.001044
   -46.500000     0.010242     0.000307     0.000921
   -45.500000     0.010253     0.000370     0.001110
   -44.500000     0.010317     0.000392     0.001176
   -43.500000     0.010127     0.000368     0.001104
   -42.500000     0.009896     0.000367     0.001101
   -41.500000     0.010140     0.000370     0.001110
   -40.500000     0.009886     0.000365     0.001095
   -39.500000     0.009759     0.000453     0.001359
   -38.500000     0.009738     0.000414     0.001242
   -37.500000     0.009782     0.000463     0.001389
   -36.500000     0.009693     0.000483     0.001449
   -35.500000     0.009430     0.000493     0.001479
   -34.500000     0.009678     0.000426     0.001278
   -33.500000     0.009541     0.000445     0.001335
   -32.500000     0.009359     0.000438     0.001314
   -31.500000     0.009145     0.000483     0.001449
   -30.500000     0.009026     0.000524     0.001572
   -29.500000     0.008307     0.000515     0.001545
   -28.500000     0.007501     0.000376     0.001128
   -27.500000     0.006786     0.000364     0.001092
   -26.500000     0.005725     0.000382     0.001146
   -25.500000     0.004560     0.000243     0.000729
   -24.500000     0.003441     0.000199     0.000597
   -23.500000     0.002317     0.000156     0.000468
   -22.500000     0.001928     0.000172     0.000516
   -21.500000     0.001713     0.000169     0.000507
   -20.500000     0.001951     0.000367     0.001101
   -19.500000     0.002588     0.000416     0.001248
   -18.500000     0.003948     0.000705     0.002115
   -17.500000     0.005950     0.001165     0.003495
   -16.500000     0.008107     0.001672     0.005016
   -15.500000     0.010498     0.002377     0.007131
   -14.500000     0.012018     0.003113     0.009339
   -13.500000     0.012208     0.003270     0.009810
   -12.500000     0.010199     0.002818     0.008454
   -11.500000     0.007466     0.002124     0.006372
   -10.500000     0.004709     0.001443     0.004329
    -9.500000     0.002258     0.000733     0.002199
    -8.500000     0.000974     0.000310     0.000930
    -7.500000     0.000372     0.000121     0.000363
    -6.500000     0.000138     0.000056     0.000168
    -5.500000     0.000046     0.000022     0.000066
    -4.500000     0.000012     0.000008     0.000024
    -3.500000     0.000005     0.000004     0.000012
    -2.500000     0.000000     0.000000     0.000000
    -1.500000     0.000000     0.000000     0.000000
    -0.500000     0.000000     0.000000     0.000000
     0.500000     0.000000     0.000000     0.000000
     1.500000     0.000000     0.000000     0.000000
     2.500000     0.000003     0.000003     0.000009
     3.500000     0.000003     0.000003     0.000009
     4.500000     0.000006     0.000004     0.000012
     5.500000     0.000023     0.000011     0.000033
     6.500000     0.000079     0.000044     0.000132
     7.500000     0.000202     0.000083     0.000249
     8.500000     0.000501     0.000203     0.000609
     9.500000     0.001402     0.000469     0.001407
    10.500000     0.002394     0.000693     0.002079
    11.500000     0.003889     0.000978     0.002934
    12.500000     0.005419     0.001183     0.003549
    13.500000     0.007122     0.001528     0.004584
    14.500000     0.007282     0.001544     0.004632
    15.500000     0.006338     0.001330     0.003990
    16.500000     0.005099     0.001037     0.003111
    17.500000     0.003416     0.000650     0.001950
    18.500000     0.002215     0.000414     0.001242
    19.500000     0.001520     0.000330     0.000990
    20.500000     0.001299     0.000232     0.000696
    21.500000     0.001339     0.000171     0.000513
    22.500000     0.001835     0.000180     0.000540
    23.500000     0.002612     0.000153     0.000459
    24.500000     0.003849     0.000264     0.000792
    25.500000     0.005200     0.000203     0.000609
    26.500000     0.006659     0.000322     0.000966
    27.500000     0.007975     0.000294     0.000882
    28.500000     0.009036     0.000302     0.000906
    29.500000     0.010254     0.000339     0.001017
    30.500000     0.010647     0.000295     0.000885
    31.500000     0.010769     0.000247     0.000741
    32.500000     0.010949     0.000279     0.000837
    33.500000     0.011116     0.000272     0.000816
    34.500000     0.011156     0.000315     0.000945
    35.500000     0.010917     0.000399     0.001197
    36.500000     0.010959     0.000336     0.001008
    37.500000     0.010642     0.000300     0.000900
    38.500000     0.010947     0.000371     0.001113
    39.500000     0.010622     0.000386     0.001158
    40.500000     0.010436     0.000312     0.000936
    41.500000     0.010211     0.000321     0.000963
    42.500000     0.010407     0.000377     0.001131
    43.500000     0.010412     0.000368     0.001104
    44.500000     0.010075     0.000342     0.001026
    45.500000     0.010281     0.000416     0.001248
    46.500000     0.010243     0.000413     0.001239
    47.500000     0.010473     0.000431     0.001293
    48.500000     0.010412     0.000383     0.001149
    49.500000     0.010598     0.000438     0.001314
    50.500000     0.010688     0.000391     0.001173
    51.500000     0.010684     0.000413     0.001239
    52.500000     0.010608     0.000292     0.000876
    53.500000     0.010589     0.000316     0.000948
    54.500000     0.010271     0.000377     0.001131
    55.500000     0.010252     0.000315     0.000945
    56.500000     0.010221     0.000346     0.001038
    57.500000     0.010289     0.000404     0.001212
    58.500000     0.010423     0.000403     0.001209
    59.500000     0.010373     0.000512     0.001536
    60.500000     0.010497     0.000445     0.001335
    61.500000     0.010571     0.000516     0.001548
    62.500000     0.010598     0.000451     0.001353
    63.500000     0.010435     0.000391     0.001173
    64.500000     0.010595     0.000492     0.001476
    65.500000     0.010622     0.000445     0.001335
    66.500000     0.009917     0.000504     0.001512
    67.500000     0.008833     0.000397     0.001191
    68.500000     0.007008     0.000347     0.001041
    69.500000     0.005239     0.000328     0.000984
    70.500000     0.003282     0.000239     0.000717
    71.500000     0.001693     0.000140     0.000420
    72.500000     0.000606     0.000075     0.000225
    73.500000     0.000205     0.000024     0.000072
    74.500000     0.000045     0.000011     0.000033
    75.500000     0.000005     0.000004     0.000012
    76.500000     0.000001     0.000001     0.000003
