x	y1_raw	y2_raw	y3_raw
-34.500000	0.000000	0.000000	0.000000
-33.500000	0.000000	0.000000	0.000000
-32.500000	0.000000	0.000000	0.000000
-31.500000	0.000000	0.000000	0.000000
-30.500000	0.000000	0.000000	0.000000
-29.500000	0.000000	0.000000	0.000000
-28.500000	0.010000	0.010000	0.010000
-27.500000	0.020000	0.020000	0.020000
-26.500000	0.040000	0.040000	0.040000
-25.500000	0.080000	0.080000	0.080000
-24.500000	0.140000	0.140000	0.130000
-23.500000	0.200000	0.200000	0.200000
-22.500000	0.260000	0.260000	0.250000
-21.500000	0.290000	0.290000	0.290000
-20.500000	0.300000	0.300000	0.300000
-19.500000	0.280000	0.280000	0.280000
-18.500000	0.230000	0.230000	0.230000
-17.500000	0.170000	0.170000	0.170000
-16.500000	0.110000	0.110000	0.110000
-15.500000	0.060000	0.060000	0.060000
-14.500000	0.030000	0.030000	0.030000
-13.500000	0.010000	0.010000	0.010000
-12.500000	0.000000	0.000000	0.000000
-11.500000	0.000000	0.000000	0.000000
-10.500000	0.000000	0.000000	0.000000
-9.500000	0.000000	0.000000	0.000000
-8.500000	0.000000	0.000000	0.000000
-7.500000	0.000000	0.000000	0.000000
-6.500000	0.000000	0.000000	0.000000
-5.500000	0.000000	0.000000	0.000000
-4.500000	0.000000	0.000000	0.000000
-3.500000	0.000000	0.000000	0.000000
-2.500000	0.000000	0.000000	0.000000
-1.500000	0.000000	0.000000	0.000000
-0.500000	0.000000	0.000000	0.000000
0.500000	0.000000	0.000000	0.000000
1.500000	0.000000	0.000000	0.000000
2.500000	0.000000	0.000000	0.000000
3.500000	0.000000	0.000000	0.000000
4.500000	0.000000	0.000000	0.000000
5.500000	0.000000	0.000000	0.000000
6.500000	0.000000	0.000000	0.000000
7.500000	0.000000	0.000000	0.000000
8.500000	0.000000	0.000000	0.000000
9.500000	0.000000	0.000000	0.000000
10.500000	0.000000	0.000000	0.000000
11.500000	0.000000	0.000000	0.000000
12.500000	0.000000	0.000000	0.000000
13.500000	0.010000	0.010000	0.010000
14.500000	0.030000	0.030000	0.030000
15.500000	0.060000	0.060000	0.060000
16.500000	0.110000	0.110000	0.110000
17.500000	0.170000	0.170000	0.170000
18.500000	0.230000	0.230000	0.230000
19.500000	0.280000	0.280000	0.280000
20.500000	0.300000	0.300000	0.300000
21.500000	0.300000	0.290000	0.290000
22.500000	0.260000	0.260000	0.260000
23.500000	0.200000	0.200000	0.200000
24.500000	0.140000	0.140000	0.140000
25.500000	0.080000	0.080000	0.080000
26.500000	0.040000	0.040000	0.040000
27.500000	0.020000	0.020000	0.020000
28.500000	0.010000	0.010000	0.010000
29.500000	0.000000	0.000000	0.000000
30.500000	0.000000	0.000000	0.000000
31.500000	0.000000	0.000000	0.000000
32.500000	0.000000	0.000000	0.000000
33.500000	0.000000	0.000000	0.000000
34.500000	0.000000	0.000000	0.000000
35.500000	0.000000	0.000000	0.000000
