x	y1_raw	y1_raw	y1_raw
-30.500000	0.000000	0.000000	0.000000
-29.500000	0.000000	0.000000	0.000000
-28.500000	0.000000	0.000000	0.000000
-27.500000	0.000000	0.000000	0.000000
-26.500000	0.000000	0.000000	0.000000
-25.500000	0.010000	0.010000	0.010000
-24.500000	0.030000	0.030000	0.030000
-23.500000	0.080000	0.080000	0.080000
-22.500000	0.170000	0.170000	0.170000
-21.500000	0.290000	0.290000	0.280000
-20.500000	0.390000	0.400000	0.390000
-19.500000	0.430000	0.440000	0.430000
-18.500000	0.400000	0.400000	0.390000
-17.500000	0.300000	0.290000	0.300000
-16.500000	0.180000	0.180000	0.190000
-15.500000	0.090000	0.090000	0.100000
-14.500000	0.040000	0.040000	0.040000
-13.500000	0.010000	0.010000	0.010000
-12.500000	0.000000	0.000000	0.000000
-11.500000	0.000000	0.000000	0.000000
-10.500000	0.000000	0.000000	0.000000
-9.500000	0.000000	0.000000	0.000000
-8.500000	0.000000	0.000000	0.000000
-7.500000	0.000000	0.000000	0.000000
-6.500000	0.000000	0.000000	0.000000
-5.500000	0.000000	0.000000	0.000000
-4.500000	0.000000	0.000000	0.000000
-3.500000	0.000000	0.000000	0.000000
-2.500000	0.000000	0.000000	0.000000
-1.500000	0.000000	0.000000	0.000000
-0.500000	0.000000	0.000000	0.000000
0.500000	0.000000	0.000000	0.000000
1.500000	0.000000	0.000000	0.000000
2.500000	0.000000	0.000000	0.000000
3.500000	0.000000	0.000000	0.000000
4.500000	0.000000	0.000000	0.000000
5.500000	0.000000	0.000000	0.000000
6.500000	0.000000	0.000000	0.000000
7.500000	0.000000	0.000000	0.000000
8.500000	0.000000	0.000000	0.000000
9.500000	0.000000	0.000000	0.000000
10.500000	0.000000	0.000000	0.000000
11.500000	0.000000	0.000000	0.000000
12.500000	0.000000	0.000000	0.000000
13.500000	0.010000	0.010000	0.010000
14.500000	0.040000	0.040000	0.040000
15.500000	0.090000	0.090000	0.100000
16.500000	0.180000	0.180000	0.190000
17.500000	0.300000	0.290000	0.300000
18.500000	0.400000	0.390000	0.400000
19.500000	0.440000	0.440000	0.430000
20.500000	0.400000	0.390000	0.390000
21.500000	0.290000	0.290000	0.280000
22.500000	0.170000	0.170000	0.170000
23.500000	0.080000	0.090000	0.080000
24.500000	0.030000	0.030000	0.030000
25.500000	0.010000	0.010000	0.010000
26.500000	0.000000	0.000000	0.000000
27.500000	0.000000	0.000000	0.000000
28.500000	0.000000	0.000000	0.000000
29.500000	0.000000	0.000000	0.000000
30.500000	0.000000	0.000000	0.000000
