            z         mean           se      std_dev
   -71.500000     0.000004     0.000001     0.000003
   -70.500000     0.000030     0.000006     0.000018
   -69.500000     0.000116     0.000022     0.000066
   -68.500000     0.000399     0.000052     0.000156
   -67.500000     0.000935     0.000101     0.000303
   -66.500000     0.001916     0.000151     0.000453
   -65.500000     0.003244     0.000198     0.000594
   -64.500000     0.004509     0.000198     0.000594
   -63.500000     0.005741     0.000209     0.000627
   -62.500000     0.006551     0.000192     0.000576
   -61.500000     0.006961     0.000173     0.000519
   -60.500000     0.007136     0.000182     0.000546
   -59.500000     0.007230     0.000189     0.000567
   -58.500000     0.007301     0.000182     0.000546
   -57.500000     0.007338     0.000185     0.000555
   -56.500000     0.007382     0.000171     0.000513
   -55.500000     0.007357     0.000207     0.000621
   -54.500000     0.007379     0.000176     0.000528
   -53.500000     0.007400     0.000224     0.000672
   -52.500000     0.007444     0.000181     0.000543
   -51.500000     0.007421     0.000206     0.000618
   -50.500000     0.007479     0.000199     0.000597
   -49.500000     0.007529     0.000198     0.000594
   -48.500000     0.007464     0.000182     0.000546
   -47.500000     0.007487     0.000204     0.000612
   -46.500000     0.007390     0.000203     0.000609
   -45.500000     0.007524     0.000179     0.000537
   -44.500000     0.007525     0.000182     0.000546
   -43.500000     0.007446     0.000169     0.000507
   -42.500000     0.007432     0.000206     0.000618
   -41.500000     0.007448     0.000221     0.000663
   -40.500000     0.007474     0.000215     0.000645
   -39.500000     0.007480     0.000213     0.000639
   -38.500000     0.007468     0.000198     0.000594
   -37.500000     0.007603     0.000185     0.000555
   -36.500000     0.007529     0.000195     0.000585
   -35.500000     0.007599     0.000222     0.000666
   -34.500000     0.007530     0.000181     0.000543
   -33.500000     0.007519     0.000176     0.000528
   -32.500000     0.007514     0.000146     0.000438
   -31.500000     0.007456     0.000177     0.000531
   -30.500000     0.007470     0.000175     0.000525
   -29.500000     0.007479     0.000158     0.000474
   -28.500000     0.007413     0.000131     0.000393
   -27.500000     0.007367     0.000156     0.000468
   -26.500000     0.007192     0.000193     0.000579
   -25.500000     0.006921     0.000184     0.000552
   -24.500000     0.006224     0.000146     0.000438
   -23.500000     0.005474     0.000141     0.000423
   -22.500000     0.004717     0.000148     0.000444
