            z         mean           se      std_dev
     0.500000    19.011159     0.020761     0.062283
     1.500000    19.011159     0.020761     0.062283
     2.500000    19.011159     0.020761     0.062283
     3.500000    19.011159     0.020761     0.062283
     4.500000    19.011159     0.020761     0.062283
     5.500000    19.011159     0.020761     0.062283
     6.500000    19.011159     0.020761     0.062283
     7.500000    19.011159     0.020761     0.062283
     8.500000    19.011159     0.020761     0.062283
     9.500000    19.011159     0.020761     0.062283
    10.500000    18.960101     0.044925     0.134775
    11.500000    18.693381     0.157061     0.471183
    12.500000    18.087839     0.274625     0.823875
    13.500000    16.587149     0.495995     1.487985
    14.500000    13.848221     0.333123     0.999369
    15.500000    11.490703     0.385332     1.155996
    16.500000     9.376701     0.375009     1.125027
    17.500000     7.532133     0.273224     0.819672
    18.500000     6.043428     0.200835     0.602505
    19.500000     4.582629     0.119152     0.357456
    20.500000     3.081228     0.082172     0.246516
    21.500000     1.611757     0.056820     0.170460
    22.500000     0.317203     0.054861     0.164583
    23.500000    -0.625105     0.047292     0.141876
    24.500000    -1.250872     0.035956     0.107868
    25.500000    -1.578989     0.036603     0.109809
    26.500000    -1.610050     0.039331     0.117993
    27.500000    -1.460193     0.041757     0.125271
    28.500000    -1.181795     0.035956     0.107868
    29.500000    -0.896169     0.031542     0.094626
    30.500000    -0.620853     0.035291     0.105873
    31.500000    -0.432554     0.026669     0.080007
    32.500000    -0.284040     0.020666     0.061998
    33.500000    -0.201590     0.022645     0.067935
    34.500000    -0.131348     0.020068     0.060204
    35.500000    -0.099496     0.017503     0.052509
    36.500000    -0.073881     0.022187     0.066561
    37.500000    -0.051744     0.023243     0.069729
    38.500000    -0.029426     0.020305     0.060915
    39.500000    -0.027029     0.016832     0.050496
    40.500000    -0.012465     0.014646     0.043938
    41.500000     0.004261     0.010983     0.032949
    42.500000    -0.010637     0.010987     0.032961
    43.500000    -0.015979     0.009775     0.029325
    44.500000    -0.005553     0.007822     0.023466
    45.500000     0.002457     0.008587     0.025761
    46.500000    -0.000891     0.008713     0.026139
    47.500000     0.016307     0.005863     0.017589
    48.500000     0.000960     0.008957     0.026871
    49.500000     0.021540     0.011891     0.035673
    50.500000     0.021065     0.014903     0.044709
    51.500000     0.033199     0.016226     0.048678
    52.500000     0.041431     0.019414     0.058242
    53.500000     0.025604     0.024129     0.072387
    54.500000     0.007044     0.022620     0.067860
    55.500000     0.023779     0.025674     0.077022
    56.500000     0.019989     0.032525     0.097575
    57.500000     0.025796     0.026309     0.078927
    58.500000     0.014258     0.029709     0.089127
    59.500000     0.016920     0.029231     0.087693
    60.500000     0.023053     0.036584     0.109752
    61.500000     0.009577     0.034158     0.102474
    62.500000     0.026252     0.031794     0.095382
    63.500000     0.051231     0.032919     0.098757
    64.500000     0.105294     0.042094     0.126282
    65.500000     0.223330     0.043937     0.131811
    66.500000     0.469787     0.056772     0.170316
    67.500000     0.888893     0.072928     0.218784
    68.500000     1.588611     0.097256     0.291768
    69.500000     2.513816     0.124676     0.374028
    70.500000     3.827084     0.175353     0.526059
    71.500000     5.482609     0.182147     0.546441
    72.500000     7.508684     0.247490     0.742470
    73.500000     9.860954     0.301835     0.905505
    74.500000    12.493448     0.410494     1.231482
    75.500000    15.425148     0.439422     1.318266
    76.500000    17.132000     0.446393     1.339179
    77.500000    18.752331     0.184460     0.553380
    78.500000    18.846557     0.169605     0.508815
