traj/win00_s1.dat                   0.000    7.170
traj/win01_s1.dat                   1.000    7.170
traj/win02_s1.dat                   2.000    7.170
traj/win03_s1.dat                   3.000    7.170
traj/win04_s1.dat                   4.000    7.170
traj/win05_s1.dat                   5.000    7.170
traj/win06_s1.dat                   6.000    7.170
traj/win07_s1.dat                   7.000    7.170
traj/win08_s1.dat                   8.000    7.170
traj/win09_s1.dat                   9.000    7.170
traj/win10_s1.dat                  10.000    7.170
traj/win11_s1.dat                  11.000    7.170
traj/win12_s1.dat                  12.000    7.170
traj/win13_s1.dat                  13.000    7.170
traj/win14_s1.dat                  14.000    7.170
traj/win15_s1.dat                  15.000    7.170
traj/win16_s1.dat                  16.000    7.170
traj/win17_s1.dat                  17.000    7.170
traj/win18_s1.dat                  18.000    7.170
traj/win19_s1.dat                  19.000    7.170
traj/win20_s1.dat                  20.000    7.170
traj/win21_s1.dat                  21.000    7.170
