           z         mean           se
    0.500000   -20.428959     1.397764
    1.500000   -20.388967     1.394171
    2.500000   -20.285122     1.402386
    3.500000   -20.115253     1.403452
    4.500000   -19.916625     1.399722
    5.500000   -19.705823     1.398084
    6.500000   -19.607279     1.399941
    7.500000   -19.713667     1.405986
    8.500000   -19.967867     1.412114
    9.500000   -20.234661     1.412490
   10.500000   -20.320653     1.419084
   11.500000   -20.100093     1.420939
   12.500000   -19.493269     1.415907
   13.500000   -18.503260     1.401577
   14.500000   -17.161065     1.387433
   15.500000   -15.486758     1.396844
   16.500000   -13.470884     1.406803
   17.500000   -11.244995     1.445158
   18.500000    -8.813804     1.429073
   19.500000    -6.550219     1.269416
   20.500000    -4.656959     1.184495
   21.500000    -3.240311     1.207801
   22.500000    -1.700835     0.967990
   23.500000    -1.114567     0.491441
   24.500000    -0.811763     0.422389
   25.500000    -0.739127     0.430030
   26.500000    -0.786079     0.517329
   27.500000    -0.589407     0.371688
   28.500000    -0.995228     0.576933
   29.500000    -0.617046     0.385513
   30.500000    -0.537897     0.424972
   31.500000    -0.568174     0.502028
   32.500000    -0.485935     0.414524
   33.500000    -0.591382     0.561300
   34.500000    -0.334410     0.347316
   35.500000    -0.573266     0.482699
   36.500000    -0.337588     0.444642
   37.500000    -0.202503     0.310322
   38.500000    -0.222470     0.264078
   39.500000    -0.164128     0.205484
   40.500000    -0.097363     0.110215
   41.500000     0.184994     0.122234
   42.500000     0.297375     0.180355
   43.500000     0.095203     0.052715
   44.500000     0.080839     0.051853
   45.500000     0.031414     0.152906
   46.500000    -0.100938     0.075611
   47.500000    -0.146510     0.122197
   48.500000    -0.254109     0.182733
   49.500000    -0.090904     0.116550
   50.500000     0.102808     0.102311
   51.500000     0.159255     0.073283
   52.500000     0.267201     0.138979
   53.500000     0.449727     0.244777
   54.500000     0.248758     0.221515
   55.500000     0.372818     0.230073
   56.500000     0.273387     0.217601
   57.500000     0.441649     0.237220
   58.500000     0.344614     0.216170
   59.500000     0.457022     0.239505
   60.500000     0.391957     0.235556
   61.500000     0.533804     0.271798
   62.500000     0.436342     0.252537
   63.500000     0.480173     0.257483
   64.500000     0.559519     0.276564
   65.500000     0.631357     0.315027
   66.500000     0.609692     0.304485
   67.500000     0.919468     0.466777
   68.500000     0.999988     0.522962
   69.500000     0.958543     0.491115
   70.500000     1.111822     0.594202
   71.500000     1.022022     0.528950
   72.500000     1.536460     0.854753
   73.500000     1.701062     0.956153
   74.500000     2.118768     1.258385
