traj/win00_s1.dat                   0.000    7.170
traj/win01_s1.dat                   1.000    7.170
traj/win02_s1.dat                   2.000    7.170
traj/win03_s1.dat                   3.000    7.170
traj/win04_s1.dat                   4.000    7.170
traj/win05_s1.dat                   5.000    7.170
traj/win06_s1.dat                   6.000    7.170
traj/win07_s1.dat                   7.000    7.170
traj/win08_s1.dat                   8.000    7.170
traj/win09_s1.dat                   9.000    7.170
traj/win10_s1.dat                  10.000    7.170
traj/win11_s1.dat                  11.000    7.170
traj/win12_s1.dat                  12.000    7.170
traj/win13_s1.dat                  13.000    7.170
traj/win14_s1.dat                  14.000    7.170
traj/win15_s1.dat                  15.000    7.170
traj/win16_s1.dat                  16.000    7.170
traj/win17_s1.dat                  17.000    7.170
traj/win18_s1.dat                  18.000    7.170
traj/win19_s1.dat                  19.000    7.170
traj/win20_s1.dat                  20.000    7.170
traj/win21_s1.dat                  21.000    7.170
traj/win22_s1.dat                  22.000    7.170
traj/win23_s1.dat                  23.000    7.170
traj/win24_s1.dat                  24.000    7.170
traj/win25_s1.dat                  25.000    7.170
traj/win26_s1.dat                  26.000    7.170
traj/win27_s1.dat                  27.000    7.170
traj/win28_s1.dat                  28.000    7.170
traj/win29_s1.dat                  29.000    7.170
traj/win30_s1.dat                  30.000    7.170
traj/win31_s1.dat                  31.000    7.170
traj/win32_s1.dat                  32.000    7.170
traj/win33_s1.dat                  33.000    7.170
traj/win34_s1.dat                  34.000    7.170
traj/win35_s1.dat                  35.000    7.170
traj/win36_s1.dat                  36.000    7.170
traj/win37_s1.dat                  37.000    7.170
