            z         mean           se      std_dev
   -74.500000     0.000001     0.000001     0.000003
   -73.500000     0.000004     0.000001     0.000003
   -72.500000     0.000022     0.000007     0.000021
   -71.500000     0.000096     0.000018     0.000054
   -70.500000     0.000276     0.000039     0.000117
   -69.500000     0.000708     0.000071     0.000213
   -68.500000     0.001509     0.000123     0.000369
   -67.500000     0.002955     0.000187     0.000561
   -66.500000     0.004573     0.000249     0.000747
   -65.500000     0.006436     0.000254     0.000762
   -64.500000     0.007944     0.000243     0.000729
   -63.500000     0.009147     0.000220     0.000660
   -62.500000     0.009681     0.000213     0.000639
   -61.500000     0.010002     0.000171     0.000513
   -60.500000     0.010166     0.000203     0.000609
   -59.500000     0.010195     0.000155     0.000465
   -58.500000     0.010203     0.000175     0.000525
   -57.500000     0.010317     0.000167     0.000501
   -56.500000     0.010306     0.000116     0.000348
   -55.500000     0.010284     0.000147     0.000441
   -54.500000     0.010261     0.000135     0.000405
   -53.500000     0.010177     0.000104     0.000312
   -52.500000     0.010242     0.000120     0.000360
   -51.500000     0.010175     0.000144     0.000432
   -50.500000     0.010226     0.000108     0.000324
   -49.500000     0.010110     0.000141     0.000423
   -48.500000     0.010252     0.000121     0.000363
   -47.500000     0.010238     0.000164     0.000492
   -46.500000     0.010241     0.000143     0.000429
   -45.500000     0.010339     0.000137     0.000411
   -44.500000     0.010361     0.000173     0.000519
   -43.500000     0.010321     0.000151     0.000453
   -42.500000     0.010416     0.000148     0.000444
   -41.500000     0.010414     0.000128     0.000384
   -40.500000     0.010525     0.000195     0.000585
   -39.500000     0.010432     0.000192     0.000576
   -38.500000     0.010462     0.000202     0.000606
   -37.500000     0.010575     0.000195     0.000585
   -36.500000     0.010534     0.000186     0.000558
   -35.500000     0.010605     0.000196     0.000588
   -34.500000     0.010596     0.000193     0.000579
   -33.500000     0.010733     0.000211     0.000633
   -32.500000     0.010745     0.000230     0.000690
   -31.500000     0.010744     0.000270     0.000810
   -30.500000     0.010749     0.000249     0.000747
   -29.500000     0.010596     0.000281     0.000843
   -28.500000     0.010503     0.000270     0.000810
   -27.500000     0.010059     0.000331     0.000993
   -26.500000     0.009410     0.000263     0.000789
   -25.500000     0.008378     0.000260     0.000780
   -24.500000     0.007163     0.000220     0.000660
   -23.500000     0.005693     0.000186     0.000558
   -22.500000     0.004423     0.000143     0.000429
   -21.500000     0.003469     0.000131     0.000393
   -20.500000     0.003130     0.000152     0.000456
   -19.500000     0.003337     0.000195     0.000585
   -18.500000     0.004148     0.000261     0.000783
   -17.500000     0.005304     0.000372     0.001116
   -16.500000     0.006286     0.000529     0.001587
   -15.500000     0.006540     0.000579     0.001737
   -14.500000     0.006221     0.000569     0.001707
   -13.500000     0.004906     0.000491     0.001473
   -12.500000     0.003207     0.000375     0.001125
   -11.500000     0.001790     0.000279     0.000837
   -10.500000     0.000829     0.000169     0.000507
    -9.500000     0.000314     0.000075     0.000225
    -8.500000     0.000101     0.000032     0.000096
    -7.500000     0.000033     0.000015     0.000045
    -6.500000     0.000011     0.000004     0.000012
    -5.500000     0.000002     0.000002     0.000006
    -4.500000     0.000001     0.000001     0.000003
    -3.500000     0.000000     0.000000     0.000000
    -2.500000     0.000000     0.000000     0.000000
    -1.500000     0.000000     0.000000     0.000000
    -0.500000     0.000000     0.000000     0.000000
     0.500000     0.000000     0.000000     0.000000
     1.500000     0.000000     0.000000     0.000000
     2.500000     0.000000     0.000000     0.000000
     3.500000     0.000000     0.000000     0.000000
     4.500000     0.000000     0.000000     0.000000
     5.500000     0.000000     0.000000     0.000000
     6.500000     0.000006     0.000002     0.000006
     7.500000     0.000023     0.000004     0.000012
     8.500000     0.000107     0.000019     0.000057
     9.500000     0.000361     0.000058     0.000174
    10.500000     0.000992     0.000113     0.000339
    11.500000     0.002081     0.000163     0.000489
    12.500000     0.003727     0.000290     0.000870
    13.500000     0.005175     0.000328     0.000984
    14.500000     0.006236     0.000328     0.000984
    15.500000     0.006490     0.000290     0.000870
    16.500000     0.006006     0.000217     0.000651
    17.500000     0.004991     0.000177     0.000531
    18.500000     0.003890     0.000135     0.000405
    19.500000     0.003107     0.000118     0.000354
    20.500000     0.003068     0.000114     0.000342
    21.500000     0.003275     0.000143     0.000429
    22.500000     0.004129     0.000172     0.000516
    23.500000     0.005279     0.000227     0.000681
    24.500000     0.006558     0.000235     0.000705
    25.500000     0.007734     0.000267     0.000801
    26.500000     0.008774     0.000290     0.000870
    27.500000     0.009313     0.000279     0.000837
    28.500000     0.009736     0.000274     0.000822
    29.500000     0.009944     0.000277     0.000831
    30.500000     0.009914     0.000265     0.000795
    31.500000     0.009955     0.000307     0.000921
    32.500000     0.009939     0.000282     0.000846
    33.500000     0.009909     0.000314     0.000942
    34.500000     0.009962     0.000264     0.000792
    35.500000     0.009851     0.000277     0.000831
    36.500000     0.009905     0.000216     0.000648
