x	y1_raw	y1_norm	PMF_y1	y2_raw	y2_norm	PMF_y2	y3_raw	y3_norm	PMF_y3	y4_raw	y4_norm	PMF_y4	y5_raw	y5_norm	PMF_y5	y6_raw	y6_norm	PMF_y6
0.500000	0.000000	0.000000	19.722670	0.000000	0.000000	19.512790	0.000000	0.000000	19.696589	0.000000	0.000000	19.455824	0.000000	0.000000	19.804310	0.000000	0.000000	19.534575
1.500000	0.000000	0.000000	19.722670	0.000000	0.000000	19.512790	0.000000	0.000000	19.696589	0.000000	0.000000	19.455824	0.000000	0.000000	19.804310	0.000000	0.000000	19.534575
2.500000	0.000000	0.000000	19.722670	0.000000	0.000000	19.512790	0.000000	0.000000	19.696589	0.000000	0.000000	19.455824	0.000000	0.000000	19.804310	0.000000	0.000000	19.534575
3.500000	0.000000	0.000000	19.722670	0.000000	0.000000	19.512790	0.000000	0.000000	19.696589	0.000000	0.000000	19.455824	0.000000	0.000000	19.804310	0.000000	0.000000	19.534575
4.500000	0.000000	0.000000	19.722670	0.000000	0.000000	19.512790	0.000000	0.000000	19.696589	0.000000	0.000000	19.455824	0.000000	0.000000	19.804310	0.000000	0.000000	19.534575
5.500000	0.000000	0.000000	19.722670	0.000000	0.000000	19.512790	0.000000	0.000000	19.696589	0.000000	0.000000	19.455824	0.000000	0.000000	19.804310	0.000000	0.000000	19.534575
6.500000	0.000000	0.000000	19.722670	0.000000	0.000000	19.512790	0.000000	0.000000	19.696589	0.000000	0.000000	19.455824	0.000000	0.000000	19.804310	0.000000	0.000000	19.534575
7.500000	0.000000	0.000000	19.722670	0.000000	0.000000	19.512790	0.000000	0.000000	19.696589	0.000000	0.000000	19.455824	0.000000	0.000000	19.804310	0.000010	0.000008	17.969060
8.500000	0.000000	0.000000	19.722670	0.000010	0.000008	17.938825	0.000010	0.000009	17.982561	0.000030	0.000025	16.203034	0.000010	0.000010	18.059051	0.000030	0.000025	16.300600
9.500000	0.000040	0.000038	15.669682	0.000030	0.000025	16.265558	0.000060	0.000057	14.806790	0.000070	0.000059	14.474010	0.000030	0.000029	16.293434	0.000100	0.000084	13.771376
10.500000	0.000200	0.000191	11.989496	0.000120	0.000101	13.309158	0.000170	0.000161	12.385720	0.000210	0.000177	11.904009	0.000120	0.000116	13.270179	0.000210	0.000175	12.007631
11.500000	0.000480	0.000458	9.809041	0.000320	0.000269	10.930587	0.000480	0.000453	9.809952	0.000510	0.000431	9.699373	0.000310	0.000300	10.952397	0.000540	0.000451	9.659774
12.500000	0.001170	0.001117	7.545367	0.000730	0.000614	8.857341	0.000980	0.000926	7.998867	0.001080	0.000912	7.796642	0.000640	0.000620	9.127300	0.000950	0.000794	8.228081
13.500000	0.002140	0.002043	5.999550	0.001410	0.001187	7.180659	0.001820	0.001719	6.416137	0.002170	0.001832	6.012344	0.001130	0.001094	7.679880	0.001700	0.001421	6.742454
14.500000	0.003490	0.003332	4.743844	0.002510	0.002113	5.703780	0.002820	0.002664	5.292810	0.003370	0.002845	4.882824	0.001700	0.001646	6.635106	0.002590	0.002164	5.663516
15.500000	0.005000	0.004774	3.819527	0.003800	0.003198	4.639035	0.004040	0.003816	4.369149	0.004770	0.004027	3.990020	0.002480	0.002401	5.666723	0.003500	0.002925	4.890549
16.500000	0.006400	0.006110	3.184464	0.005140	0.004326	3.862639	0.005100	0.004817	3.770040	0.006030	0.005091	3.387224	0.003060	0.002963	5.127106	0.004420	0.003694	4.290887
17.500000	0.007480	0.007141	2.783175	0.006250	0.005261	3.359752	0.005850	0.005526	3.417111	0.006890	0.005817	3.044233	0.003820	0.003699	4.557086	0.005080	0.004245	3.933099
18.500000	0.007860	0.007504	2.655632	0.006880	0.005791	3.112679	0.006540	0.006177	3.130240	0.007490	0.006323	2.829386	0.004390	0.004251	4.199535	0.005660	0.004730	3.655076
19.500000	0.007960	0.007600	2.623091	0.007430	0.006254	2.914792	0.006970	0.006584	2.966377	0.007850	0.006627	2.708580	0.005250	0.005083	3.739443	0.006120	0.005114	3.454096
20.500000	0.008230	0.007857	2.537230	0.007990	0.006725	2.727798	0.007770	0.007339	2.686739	0.008450	0.007134	2.519027	0.006500	0.006294	3.189963	0.007180	0.006000	3.043142
21.500000	0.009370	0.008946	2.203278	0.009770	0.008223	2.210126	0.009520	0.008992	2.163862	0.009850	0.008316	2.124421	0.008570	0.008298	2.478405	0.008800	0.007354	2.519565
22.500000	0.011820	0.011285	1.605210	0.012760	0.010740	1.522713	0.012270	0.011590	1.510472	0.012290	0.010376	1.554633	0.011360	0.011000	1.752793	0.011810	0.009869	1.762217
23.500000	0.015930	0.015209	0.836692	0.017410	0.014654	0.722498	0.016100	0.015207	0.810835	0.015720	0.013272	0.920768	0.015350	0.014863	0.977579	0.016140	0.013488	0.957875
24.500000	0.020860	0.019916	0.142166	0.022650	0.019065	0.044768	0.020700	0.019552	0.163489	0.020580	0.017375	0.226927	0.019890	0.019259	0.310181	0.021360	0.017850	0.236121
25.500000	0.025790	0.024622	-0.404378	0.027740	0.023349	-0.477451	0.025430	0.024020	-0.366672	0.025230	0.021300	-0.297840	0.024180	0.023413	-0.192958	0.026600	0.022229	-0.329041
26.500000	0.028620	0.027324	-0.672625	0.031010	0.026101	-0.764539	0.028410	0.026835	-0.652159	0.028330	0.023917	-0.596390	0.027270	0.026405	-0.502788	0.030410	0.025413	-0.673899
27.500000	0.030020	0.028661	-0.795670	0.032320	0.027204	-0.871140	0.030270	0.028592	-0.815544	0.029970	0.025302	-0.741372	0.028400	0.027499	-0.607394	0.031470	0.026299	-0.762173
28.500000	0.030230	0.028861	-0.813630	0.032270	0.027162	-0.867151	0.030280	0.028601	-0.816395	0.030430	0.025690	-0.780615	0.028220	0.027325	-0.591013	0.031650	0.026449	-0.776867
29.500000	0.029310	0.027983	-0.734003	0.031890	0.026842	-0.836633	0.029000	0.027392	-0.705115	0.029900	0.025243	-0.735347	0.027420	0.026550	-0.516921	0.031210	0.026082	-0.740799
30.500000	0.027980	0.026713	-0.614358	0.030250	0.025462	-0.700611	0.028090	0.026533	-0.622975	0.028490	0.024053	-0.610899	0.025980	0.025156	-0.377938	0.029560	0.024703	-0.600862
31.500000	0.026740	0.025529	-0.497573	0.028850	0.024283	-0.578530	0.025980	0.024540	-0.421798	0.027620	0.023318	-0.531001	0.025200	0.024400	-0.299405	0.028190	0.023558	-0.478606
32.500000	0.025820	0.024651	-0.407373	0.027450	0.023105	-0.450377	0.024970	0.023586	-0.319644	0.026870	0.022685	-0.460079	0.024360	0.023587	-0.212065	0.027260	0.022781	-0.392181
33.500000	0.024540	0.023429	-0.276383	0.026150	0.022011	-0.325388	0.024630	0.023265	-0.284324	0.025740	0.021731	-0.349395	0.023770	0.023016	-0.148901	0.026070	0.021786	-0.277193
34.500000	0.023500	0.022436	-0.164823	0.025290	0.021287	-0.239241	0.024050	0.022717	-0.222932	0.025020	0.021123	-0.276308	0.023720	0.022967	-0.143476	0.025700	0.021477	-0.240369
35.500000	0.022400	0.021386	-0.041323	0.024740	0.020824	-0.182598	0.023230	0.021942	-0.133563	0.024410	0.020608	-0.212723	0.023330	0.022590	-0.100766	0.025650	0.021435	-0.235352
36.500000	0.022250	0.021243	-0.024014	0.024420	0.020555	-0.149060	0.022630	0.021375	-0.066150	0.023870	0.020152	-0.155095	0.023170	0.022435	-0.083038	0.025580	0.021377	-0.228312
37.500000	0.022040	0.021042	0.000416	0.024070	0.020260	-0.111871	0.022510	0.021262	-0.052453	0.023400	0.019755	-0.103867	0.022730	0.022009	-0.033645	0.024890	0.020800	-0.157869
38.500000	0.021880	0.020889	0.019185	0.023720	0.019965	-0.074138	0.022270	0.021035	-0.024839	0.023270	0.019646	-0.089516	0.022510	0.021796	-0.008590	0.024790	0.020717	-0.147498
39.500000	0.022040	0.021042	0.000416	0.023280	0.019595	-0.025904	0.022120	0.020894	-0.007429	0.022750	0.019207	-0.031298	0.022170	0.021467	0.030618	0.024220	0.020240	-0.087574
40.500000	0.021400	0.020431	0.076328	0.023250	0.019570	-0.022583	0.022020	0.020799	0.004243	0.022450	0.018953	0.002897	0.022360	0.021651	0.008635	0.023880	0.019956	-0.051155
41.500000	0.021680	0.020698	0.042841	0.023450	0.019738	-0.044647	0.022460	0.021215	-0.046725	0.021920	0.018506	0.064439	0.021990	0.021292	0.051620	0.023690	0.019797	-0.030577
