x	y1_raw	y1_norm	PMF_y1	y2_raw	y2_norm	PMF_y2	y3_raw	y3_norm	PMF_y3	y4_raw	y4_norm	PMF_y4	y5_raw	y5_norm	PMF_y5	y6_raw	y6_norm	PMF_y6
0.500000	0.079080	0.086537	-16.112302	0.078770	0.084278	-17.714416	0.078430	0.085250	-14.238923	0.078330	0.084511	-14.793401	0.077260	0.085285	-15.432472	0.077250	0.082545	-14.357977
1.500000	0.077480	0.084786	-16.059627	0.076480	0.081828	-17.638386	0.076250	0.082880	-14.166279	0.076770	0.082828	-14.741560	0.075640	0.083497	-15.377861	0.075000	0.080141	-14.281803
2.500000	0.073440	0.080365	-15.921625	0.072830	0.077923	-17.512367	0.072000	0.078261	-14.018483	0.073010	0.078771	-14.612148	0.071770	0.079225	-15.242519	0.071470	0.076369	-14.157565
3.500000	0.067960	0.074368	-15.721779	0.067550	0.072274	-17.318422	0.066580	0.072370	-13.816803	0.067640	0.072978	-14.415273	0.066380	0.073275	-15.041331	0.066140	0.070674	-13.957838
4.500000	0.062400	0.068284	-15.501824	0.061630	0.065940	-17.082065	0.060870	0.066163	-13.585742	0.061350	0.066191	-14.163750	0.060450	0.066729	-14.800180	0.060690	0.064850	-13.736233
5.500000	0.057660	0.063097	-15.298241	0.057300	0.061307	-16.894340	0.056160	0.061043	-13.378207	0.055990	0.060408	-13.928161	0.055830	0.061629	-14.595300	0.056210	0.060063	-13.538623
6.500000	0.055020	0.060208	-15.177468	0.054820	0.058654	-16.780323	0.054030	0.058728	-13.278570	0.053340	0.057549	-13.803216	0.053680	0.059256	-14.494102	0.054350	0.058076	-13.451910
7.500000	0.055240	0.060449	-15.187752	0.055400	0.059274	-16.807443	0.054500	0.059239	-13.300889	0.054280	0.058563	-13.848233	0.054340	0.059985	-14.525592	0.055700	0.059518	-13.515136
8.500000	0.057950	0.063414	-15.311169	0.058340	0.062420	-16.940692	0.057310	0.062293	-13.430442	0.057790	0.062350	-14.009702	0.057580	0.063561	-14.674834	0.060180	0.064305	-13.714486
9.500000	0.060920	0.066664	-15.439967	0.062310	0.066667	-17.110342	0.060800	0.066087	-13.582777	0.062040	0.066936	-14.192571	0.061390	0.067767	-14.839943	0.064730	0.069167	-13.902307
10.500000	0.061760	0.067584	-15.475257	0.064490	0.069000	-17.198959	0.062020	0.067413	-13.633973	0.063900	0.068942	-14.268695	0.062690	0.069202	-14.893944	0.066290	0.070834	-13.963676
11.500000	0.058070	0.063546	-15.316500	0.062390	0.066753	-17.113648	0.058870	0.063989	-13.499649	0.061030	0.065846	-14.150273	0.059600	0.065791	-14.763688	0.062600	0.066891	-13.816083
12.500000	0.049660	0.054343	-14.913345	0.054480	0.058290	-16.764291	0.050730	0.055141	-13.116169	0.052460	0.056600	-13.760348	0.050810	0.056088	-14.352509	0.053270	0.056922	-13.400188
13.500000	0.037680	0.041233	-14.201969	0.042430	0.045397	-16.120138	0.038920	0.042304	-12.433292	0.039920	0.043070	-13.056430	0.038100	0.042058	-13.610700	0.040710	0.043501	-12.707283
14.500000	0.025510	0.027915	-13.196952	0.028980	0.031007	-15.137791	0.026660	0.028978	-11.458451	0.026870	0.028990	-12.036437	0.025310	0.027939	-12.556840	0.027460	0.029342	-11.692758
15.500000	0.015120	0.016546	-11.849503	0.017210	0.018414	-13.795268	0.016310	0.017728	-10.192547	0.016100	0.017370	-10.716941	0.014740	0.016271	-11.164102	0.016480	0.017610	-10.377397
