x	y1_raw	y1_norm	PMF_y1	y2_raw	y2_norm	PMF_y2	y3_raw	y3_norm	PMF_y3	y4_raw	y4_norm	PMF_y4	y5_raw	y5_norm	PMF_y5	y6_raw	y6_norm	PMF_y6
0.500000	0.000000	0.000000	19.847515	0.000000	0.000000	19.621079	0.000000	0.000000	19.896703	0.000000	0.000000	19.738662	0.000000	0.000000	19.843463	0.000000	0.000000	19.694120
1.500000	0.000000	0.000000	19.847515	0.000000	0.000000	19.621079	0.000000	0.000000	19.896703	0.000000	0.000000	19.738662	0.000000	0.000000	19.843463	0.000000	0.000000	19.694120
2.500000	0.000000	0.000000	19.847515	0.000000	0.000000	19.621079	0.000000	0.000000	19.896703	0.000000	0.000000	19.738662	0.000000	0.000000	19.843463	0.000000	0.000000	19.694120
3.500000	0.000000	0.000000	19.847515	0.000000	0.000000	19.621079	0.000000	0.000000	19.896703	0.000000	0.000000	19.738662	0.000000	0.000000	19.843463	0.000000	0.000000	19.694120
4.500000	0.000000	0.000000	19.847515	0.000000	0.000000	19.621079	0.000000	0.000000	19.896703	0.000000	0.000000	19.738662	0.000000	0.000000	19.843463	0.000000	0.000000	19.694120
5.500000	0.000000	0.000000	19.847515	0.000000	0.000000	19.621079	0.000000	0.000000	19.896703	0.000000	0.000000	19.738662	0.000000	0.000000	19.843463	0.000000	0.000000	19.694120
6.500000	0.000000	0.000000	19.847515	0.000000	0.000000	19.621079	0.000000	0.000000	19.896703	0.000000	0.000000	19.738662	0.000000	0.000000	19.843463	0.000000	0.000000	19.694120
7.500000	0.000000	0.000000	19.847515	0.000000	0.000000	19.621079	0.000000	0.000000	19.896703	0.000000	0.000000	19.738662	0.000000	0.000000	19.843463	0.000000	0.000000	19.694120
8.500000	0.000000	0.000000	19.847515	0.000000	0.000000	19.621079	0.000000	0.000000	19.896703	0.000000	0.000000	19.738662	0.000000	0.000000	19.843463	0.000000	0.000000	19.694120
9.500000	0.000000	0.000000	19.847515	0.000000	0.000000	19.621079	0.000000	0.000000	19.896703	0.000000	0.000000	19.738662	0.000000	0.000000	19.843463	0.000000	0.000000	19.694120
10.500000	0.000000	0.000000	19.847515	0.000000	0.000000	19.621079	0.000000	0.000000	19.896703	0.000000	0.000000	19.738662	0.000000	0.000000	19.843463	0.000000	0.000000	19.694120
11.500000	0.000000	0.000000	19.847515	0.000000	0.000000	19.621079	0.000000	0.000000	19.896703	0.000000	0.000000	19.738662	0.000000	0.000000	19.843463	0.000000	0.000000	19.694120
12.500000	0.000000	0.000000	19.847515	0.000010	0.000013	17.503765	0.000020	0.000027	16.532230	0.000010	0.000013	17.643973	0.000000	0.000000	19.843463	0.000000	0.000000	19.694120
13.500000	0.000020	0.000026	16.510967	0.000030	0.000038	15.566542	0.000040	0.000054	15.121118	0.000030	0.000038	15.716193	0.000010	0.000014	17.617997	0.000020	0.000024	16.504276
14.500000	0.000060	0.000079	14.199373	0.000110	0.000140	12.639233	0.000080	0.000108	13.545038	0.000070	0.000088	13.861868	0.000020	0.000027	16.441824	0.000050	0.000061	14.635491
15.500000	0.000140	0.000185	12.185675	0.000230	0.000293	10.829350	0.000150	0.000202	12.029290	0.000120	0.000150	12.584922	0.000060	0.000082	14.115903	0.000110	0.000135	12.808826
16.500000	0.000260	0.000344	10.651789	0.000390	0.000497	9.503476	0.000250	0.000336	10.761885	0.000200	0.000251	11.333403	0.000120	0.000165	12.472996	0.000220	0.000269	11.113039
17.500000	0.000430	0.000570	9.384031	0.000600	0.000764	8.411061	0.000390	0.000524	9.642646	0.000310	0.000389	10.239177	0.000220	0.000302	10.978777	0.000370	0.000453	9.810838
18.500000	0.000600	0.000795	8.538034	0.000800	0.001019	7.677941	0.000580	0.000780	8.635596	0.000450	0.000564	9.298853	0.000360	0.000494	9.741856	0.000570	0.000698	8.716698
19.500000	0.000860	0.001139	7.619884	0.001040	0.001325	7.007525	0.000860	0.001156	7.631016	0.000670	0.000840	8.287772	0.000580	0.000795	8.532142	0.000820	0.001003	7.790532
20.500000	0.001340	0.001775	6.484899	0.001450	0.001847	6.156430	0.001340	0.001802	6.495913	0.001100	0.001379	7.021835	0.001110	0.001522	6.874549	0.001320	0.001615	6.573156
21.500000	0.002230	0.002954	5.177946	0.002310	0.002943	4.961375	0.002190	0.002945	5.235369	0.001960	0.002458	5.541227	0.002100	0.002880	5.239237	0.002260	0.002766	5.193839
