x	y1_raw	y1_norm	PMF_y1	y2_raw	y2_norm	PMF_y2	y3_raw	y3_norm	PMF_y3	y4_raw	y4_norm	PMF_y4	y5_raw	y5_norm	PMF_y5	y6_raw	y6_norm	PMF_y6
0.500000	0.000000	0.000000	19.716567	0.000000	0.000000	19.601742	0.000000	0.000000	19.813701	0.000000	0.000000	19.579857	0.000000	0.000000	19.756770	0.000000	0.000000	19.591317
1.500000	0.000000	0.000000	19.716567	0.000000	0.000000	19.601742	0.000000	0.000000	19.813701	0.000000	0.000000	19.579857	0.000000	0.000000	19.756770	0.000000	0.000000	19.591317
2.500000	0.000000	0.000000	19.716567	0.000000	0.000000	19.601742	0.000000	0.000000	19.813701	0.000000	0.000000	19.579857	0.000000	0.000000	19.756770	0.000000	0.000000	19.591317
3.500000	0.000000	0.000000	19.716567	0.000000	0.000000	19.601742	0.000000	0.000000	19.813701	0.000000	0.000000	19.579857	0.000000	0.000000	19.756770	0.000000	0.000000	19.591317
4.500000	0.000000	0.000000	19.716567	0.000000	0.000000	19.601742	0.000000	0.000000	19.813701	0.000000	0.000000	19.579857	0.000000	0.000000	19.756770	0.000000	0.000000	19.591317
5.500000	0.000010	0.000012	17.692954	0.000010	0.000012	17.624684	0.000000	0.000000	19.813701	0.000000	0.000000	19.579857	0.000010	0.000011	17.786977	0.000010	0.000012	17.561733
6.500000	0.000050	0.000060	14.714680	0.000020	0.000023	16.519144	0.000010	0.000012	17.746656	0.000020	0.000022	16.561655	0.000030	0.000034	15.913511	0.000030	0.000036	15.661794
7.500000	0.000140	0.000167	12.310636	0.000080	0.000092	13.609103	0.000040	0.000049	15.230302	0.000100	0.000111	13.148288	0.000090	0.000103	13.501100	0.000120	0.000144	12.548275
8.500000	0.000400	0.000477	9.701326	0.000260	0.000300	10.751947	0.000130	0.000160	12.513040	0.000310	0.000345	10.380429	0.000260	0.000298	10.920116	0.000360	0.000431	9.831035
9.500000	0.001000	0.001193	7.371677	0.000740	0.000854	8.110648	0.000410	0.000504	9.658385	0.000840	0.000935	7.857489	0.000670	0.000769	8.532082	0.000900	0.001078	7.504731
10.500000	0.002090	0.002493	5.482955	0.001690	0.001949	5.999025	0.001080	0.001328	7.193357	0.001880	0.002092	5.796256	0.001450	0.001664	6.560134	0.002030	0.002432	5.421552
11.500000	0.003790	0.004521	3.953540	0.003220	0.003714	4.343793	0.002380	0.002927	5.167439	0.003560	0.003961	4.156446	0.002910	0.003339	4.772523	0.003770	0.004516	3.830954
12.500000	0.005940	0.007085	2.797490	0.005170	0.005964	3.126057	0.004330	0.005326	3.628940	0.005760	0.006409	2.918770	0.005080	0.005829	3.339827	0.006050	0.007247	2.614062
13.500000	0.008080	0.009637	2.005450	0.007310	0.008432	2.234605	0.006550	0.008057	2.563823	0.007790	0.008668	2.141709	0.007580	0.008698	2.309826	0.008140	0.009750	1.850195
14.500000	0.009550	0.011391	1.575060	0.008760	0.010105	1.768734	0.008230	0.010123	1.976014	0.009190	0.010226	1.716191	0.009620	0.011038	1.696194	0.009670	0.011583	1.406697
15.500000	0.010110	0.012059	1.428319	0.009220	0.010635	1.636955	0.008580	0.010554	1.868777	0.009650	0.010737	1.590429	0.010700	0.012278	1.422202	0.009940	0.011906	1.335781
16.500000	0.009480	0.011307	1.594005	0.008770	0.010116	1.765797	0.008000	0.009840	2.048995	0.009220	0.010259	1.707800	0.010610	0.012174	1.443954	0.008840	0.010589	1.637783
17.500000	0.008160	0.009733	1.980083	0.007620	0.008790	2.127685	0.006840	0.008413	2.452301	0.007970	0.008868	2.082900	0.009540	0.010947	1.717697	0.007120	0.008529	2.194878
