x	y1_raw	y1_norm	PMF_y1	y2_raw	y2_norm	PMF_y2	y3_raw	y3_norm	PMF_y3	y4_raw	y4_norm	PMF_y4	y5_raw	y5_norm	PMF_y5	y6_raw	y6_norm	PMF_y6
0.500000	0.000000	0.000000	19.763122	0.000000	0.000000	19.674134	0.000000	0.000000	19.862606	0.000000	0.000000	19.676172	0.000000	0.000000	19.774893	0.000000	0.000000	19.719871
1.500000	0.000000	0.000000	19.763122	0.000000	0.000000	19.674134	0.000000	0.000000	19.862606	0.000000	0.000000	19.676172	0.000000	0.000000	19.774893	0.000000	0.000000	19.719871
2.500000	0.000000	0.000000	19.763122	0.000000	0.000000	19.674134	0.000000	0.000000	19.862606	0.000000	0.000000	19.676172	0.000000	0.000000	19.774893	0.000000	0.000000	19.719871
3.500000	0.000000	0.000000	19.763122	0.000000	0.000000	19.674134	0.000000	0.000000	19.862606	0.000000	0.000000	19.676172	0.000000	0.000000	19.774893	0.000000	0.000000	19.719871
4.500000	0.000000	0.000000	19.763122	0.000000	0.000000	19.674134	0.000000	0.000000	19.862606	0.000000	0.000000	19.676172	0.000000	0.000000	19.774893	0.000000	0.000000	19.719871
5.500000	0.000000	0.000000	19.763122	0.000000	0.000000	19.674134	0.000000	0.000000	19.862606	0.000000	0.000000	19.676172	0.000000	0.000000	19.774893	0.000000	0.000000	19.719871
6.500000	0.000000	0.000000	19.763122	0.000000	0.000000	19.674134	0.000000	0.000000	19.862606	0.000000	0.000000	19.676172	0.000000	0.000000	19.774893	0.000000	0.000000	19.719871
7.500000	0.000000	0.000000	19.763122	0.000000	0.000000	19.674134	0.000000	0.000000	19.862606	0.000000	0.000000	19.676172	0.000000	0.000000	19.774893	0.000000	0.000000	19.719871
8.500000	0.000000	0.000000	19.763122	0.000000	0.000000	19.674134	0.000000	0.000000	19.862606	0.000000	0.000000	19.676172	0.000000	0.000000	19.774893	0.000000	0.000000	19.719871
9.500000	0.000000	0.000000	19.763122	0.000000	0.000000	19.674134	0.000000	0.000000	19.862606	0.000000	0.000000	19.676172	0.000000	0.000000	19.774893	0.000000	0.000000	19.719871
10.500000	0.000000	0.000000	19.763122	0.000000	0.000000	19.674134	0.000000	0.000000	19.862606	0.000000	0.000000	19.676172	0.000000	0.000000	19.774893	0.000000	0.000000	19.719871
11.500000	0.000000	0.000000	19.763122	0.000000	0.000000	19.674134	0.000000	0.000000	19.862606	0.000000	0.000000	19.676172	0.000000	0.000000	19.774893	0.000000	0.000000	19.719871
12.500000	0.000000	0.000000	19.763122	0.000010	0.000016	17.214117	0.000000	0.000000	19.862606	0.000000	0.000000	19.676172	0.000000	0.000000	19.774893	0.000000	0.000000	19.719871
13.500000	0.000000	0.000000	19.763122	0.000010	0.000016	17.214117	0.000000	0.000000	19.862606	0.000010	0.000016	17.227642	0.000000	0.000000	19.774893	0.000000	0.000000	19.719871
14.500000	0.000010	0.000016	17.296936	0.000020	0.000032	15.978728	0.000020	0.000033	16.126971	0.000020	0.000032	15.994999	0.000000	0.000000	19.774893	0.000000	0.000000	19.719871
15.500000	0.000020	0.000032	16.060079	0.000040	0.000064	14.519380	0.000050	0.000082	14.156572	0.000040	0.000063	14.537584	0.000010	0.000017	17.226597	0.000020	0.000031	16.095070
16.500000	0.000040	0.000064	14.599699	0.000070	0.000112	13.231054	0.000110	0.000179	12.282833	0.000080	0.000127	12.932863	0.000030	0.000051	15.129802	0.000050	0.000077	14.143301
17.500000	0.000080	0.000128	12.993174	0.000120	0.000192	11.931580	0.000190	0.000310	10.932168	0.000140	0.000222	11.572541	0.000080	0.000135	12.882246	0.000120	0.000185	12.065728
18.500000	0.000150	0.000241	11.461515	0.000230	0.000367	10.316650	0.000320	0.000522	9.621563	0.000250	0.000396	10.127500	0.000190	0.000321	10.757852	0.000260	0.000401	10.145171
19.500000	0.000340	0.000545	9.410591	0.000450	0.000719	8.620428	0.000540	0.000880	8.292799	0.000470	0.000745	8.530353	0.000400	0.000675	8.880422	0.000500	0.000770	8.490090
20.500000	0.000840	0.001347	7.107280	0.000910	0.001454	6.823412	0.000960	0.001565	6.822585	0.000930	0.001475	6.788376	0.000900	0.001519	6.811364	0.000990	0.001525	6.745917
21.500000	0.001830	0.002934	5.110680	0.001820	0.002907	5.045756	0.001800	0.002935	5.210095	0.001850	0.002934	5.024441	0.001880	0.003173	4.921614	0.001880	0.002896	5.100972
22.500000	0.003590	0.005757	3.378270	0.003230	0.005159	3.571136	0.003280	0.005347	3.667497	0.003470	0.005503	3.407465	0.003590	0.006059	3.258242	0.003510	0.005408	3.495946
23.500000	0.006050	0.009701	2.034959	0.005430	0.008673	2.234339	0.005590	0.009113	2.295413	0.005850	0.009277	2.063256	0.006090	0.010279	1.897873	0.006140	0.009460	2.056713
24.500000	0.009330	0.014961	0.919448	0.008220	0.013130	1.166702	0.008560	0.013955	1.198135	0.008820	0.013986	1.005986	0.009070	0.015309	0.872079	0.009450	0.014559	0.946344
25.500000	0.012640	0.020269	0.137338	0.011220	0.017922	0.365344	0.011650	0.018993	0.404273	0.011950	0.018950	0.223706	0.012110	0.020440	0.127497	0.012930	0.019921	0.138732
26.500000	0.015440	0.024759	-0.378145	0.013870	0.022155	-0.180855	0.014210	0.023167	-0.107445	0.014330	0.022724	-0.244175	0.014780	0.024946	-0.385793	0.015550	0.023957	-0.336596
27.500000	0.017240	0.027645	-0.662242	0.015550	0.024838	-0.475403	0.016130	0.026297	-0.433951	0.016050	0.025452	-0.536204	0.016450	0.027765	-0.661594	0.017160	0.026437	-0.590416
28.500000	0.018040	0.028928	-0.779106	0.016400	0.026196	-0.612517	0.017130	0.027927	-0.588922	0.016780	0.026609	-0.650797	0.017190	0.029014	-0.774963	0.017790	0.027408	-0.683308
29.500000	0.018040	0.028928	-0.779106	0.016340	0.026100	-0.603074	0.017080	0.027846	-0.581391	0.016880	0.026768	-0.666105	0.017360	0.029301	-0.800317	0.017670	0.027223	-0.665871
30.500000	0.017560	0.028158	-0.709625	0.016060	0.025653	-0.558544	0.016570	0.027014	-0.503289	0.016420	0.026038	-0.594922	0.016800	0.028355	-0.715836	0.017080	0.026314	-0.578377
31.500000	0.016870	0.027052	-0.606346	0.015580	0.024886	-0.480369	0.015990	0.026069	-0.411492	0.015790	0.025039	-0.494127	0.016310	0.027528	-0.639573	0.016420	0.025297	-0.476848
32.500000	0.016130	0.025865	-0.490780	0.015020	0.023992	-0.386063	0.015530	0.025319	-0.336289	0.015270	0.024215	-0.407856	0.015680	0.026465	-0.538083	0.015740	0.024250	-0.367884
33.500000	0.015550	0.024935	-0.396435	0.014610	0.023337	-0.314761	0.015100	0.024618	-0.263950	0.014710	0.023327	-0.311600	0.015160	0.025587	-0.451194	0.015300	0.023572	-0.294840
34.500000	0.015020	0.024085	-0.307094	0.014110	0.022538	-0.225051	0.014740	0.024031	-0.201784	0.014270	0.022629	-0.233365	0.014830	0.025030	-0.394494	0.015000	0.023110	-0.243824
35.500000	0.014750	0.023652	-0.260362	0.013690	0.021867	-0.147204	0.014510	0.023656	-0.161268	0.013860	0.021979	-0.158263	0.014350	0.024220	-0.309728	0.014730	0.022694	-0.197030
36.500000	0.014450	0.023171	-0.207423	0.013430	0.021452	-0.097807	0.014340	0.023379	-0.130906	0.013530	0.021455	-0.096184	0.014130	0.023849	-0.269925	0.014460	0.022278	-0.149370
37.500000	0.014160	0.022706	-0.155195	0.013240	0.021148	-0.061101	0.014190	0.023134	-0.103816	0.013230	0.020980	-0.038421	0.013930	0.023511	-0.233200	0.014210	0.021893	-0.104441
38.500000	0.014040	0.022514	-0.133270	0.013110	0.020941	-0.035682	0.014160	0.023085	-0.098364	0.013210	0.020948	-0.034524	0.013690	0.023106	-0.188427	0.014040	0.021631	-0.073436
39.500000	0.013800	0.022129	-0.088852	0.013190	0.021069	-0.051354	0.014010	0.022841	-0.070928	0.013010	0.020631	0.004777	0.013420	0.022651	-0.137110	0.014040	0.021631	-0.073436
40.500000	0.013800	0.022129	-0.088852	0.013060	0.020861	-0.025838	0.013770	0.022449	-0.026414	0.012830	0.020345	0.040667	0.013160	0.022212	-0.086709	0.013840	0.021322	-0.036475
41.500000	0.013660	0.021904	-0.062583	0.012950	0.020685	-0.004049	0.013710	0.022352	-0.015164	0.012850	0.020377	0.036654	0.012910	0.021790	-0.037299	0.013860	0.021353	-0.040195
42.500000	0.013480	0.021616	-0.028411	0.013090	0.020909	-0.031749	0.013820	0.022531	-0.035751	0.012880	0.020425	0.030647	0.012760	0.021537	-0.007191	0.013630	0.020999	0.002913
43.500000	0.013320	0.021359	0.002349	0.013000	0.020765	-0.013976	0.013880	0.022629	-0.046911	0.012910	0.020472	0.024654	0.012740	0.021503	-0.003150	0.013650	0.021030	-0.000864
44.500000	0.013170	0.021119	0.031524	0.012900	0.020605	0.005917	0.013850	0.022580	-0.041337	0.013020	0.020647	0.002797	0.012740	0.021503	-0.003150	0.013720	0.021138	-0.014041
45.500000	0.013150	0.021087	0.035439	0.012790	0.020430	0.027978	0.013640	0.022237	-0.001977	0.013160	0.020869	-0.024755	0.012720	0.021469	0.000897	0.013640	0.021014	0.001024
46.500000	0.013260	0.021263	0.013980	0.012800	0.020446	0.025964	0.013540	0.022074	0.016980	0.013130	0.020821	-0.018875	0.012710	0.021452	0.002923	0.013610	0.020968	0.006696
47.500000	0.013190	0.021151	0.027615	0.012900	0.020605	0.005917	0.013440	0.021911	0.036077	0.013160	0.020869	-0.024755	0.012600	0.021267	0.025315	0.013540	0.020860	0.019980
48.500000	0.013190	0.021151	0.027615	0.012900	0.020605	0.005917	0.013340	0.021748	0.055316	0.013140	0.020837	-0.020837	0.012560	0.021199	0.033507	0.013440	0.020706	0.039077
49.500000	0.013120	0.021038	0.041323	0.012910	0.020621	0.003921	0.013320	0.021716	0.059181	0.013270	0.021043	-0.046198	0.012360	0.020861	0.074858	0.013530	0.020845	0.021883
50.500000	0.013110	0.021022	0.043287	0.012980	0.020733	-0.010010	0.013340	0.021748	0.055316	0.013340	0.021154	-0.059752	0.012410	0.020946	0.064458	0.013650	0.021030	-0.000864
51.500000	0.013090	0.020990	0.047220	0.013020	0.020797	-0.017936	0.013400	0.021846	0.043755	0.013190	0.020916	-0.030621	0.012450	0.021013	0.056168	0.013570	0.020907	0.014279
52.500000	0.013130	0.021054	0.039360	0.013000	0.020765	-0.013976	0.013420	0.021879	0.039913	0.013250	0.021011	-0.042313	0.012510	0.021115	0.043782	0.013430	0.020691	0.040994
53.500000	0.013140	0.021071	0.037399	0.012850	0.020526	0.015921	0.013370	0.021797	0.049529	0.013200	0.020932	-0.032573	0.012450	0.021013	0.056168	0.013270	0.020444	0.071869
54.500000	0.013290	0.021311	0.008158	0.012780	0.020414	0.029992	0.013350	0.021765	0.053386	0.013110	0.020789	-0.014949	0.012510	0.021115	0.043782	0.013290	0.020475	0.067989
55.500000	0.013270	0.021279	0.012038	0.012940	0.020669	-0.002059	0.013360	0.021781	0.051457	0.013050	0.020694	-0.003132	0.012610	0.021283	0.023272	0.013330	0.020537	0.060247
56.500000	0.013350	0.021407	-0.003446	0.012850	0.020526	0.015921	0.013230	0.021569	0.076647	0.013020	0.020647	0.002797	0.012640	0.021334	0.017150	0.013290	0.020475	0.067989
57.500000	0.013250	0.021247	0.015923	0.012830	0.020494	0.019934	0.013240	0.021585	0.074700	0.013070	0.020726	-0.007077	0.012710	0.021452	0.002923	0.013340	0.020552	0.058316
58.500000	0.013220	0.021199	0.021762	0.012780	0.020414	0.029992	0.013280	0.021651	0.066929	0.013080	0.020742	-0.009047	0.012740	0.021503	-0.003150	0.013190	0.020321	0.087446
59.500000	0.013320	0.021359	0.002349	0.012800	0.020446	0.025964	0.013370	0.021797	0.049529	0.013100	0.020774	-0.012983	0.012690	0.021418	0.006980	0.013040	0.020090	0.116910
60.500000	0.013380	0.021455	-0.009229	0.012850	0.020526	0.015921	0.013290	0.021667	0.064990	0.012990	0.020599	0.008740	0.012560	0.021199	0.033507	0.012990	0.020013	0.126806
61.500000	0.013430	0.021536	-0.018838	0.012820	0.020478	0.021942	0.013240	0.021585	0.074700	0.013040	0.020678	-0.001157	0.012590	0.021250	0.027361	0.012900	0.019874	0.144716
62.500000	0.013250	0.021247	0.015923	0.012920	0.020637	0.001926	0.013080	0.021324	0.106022	0.012970	0.020567	0.012709	0.012400	0.020929	0.066534	0.012840	0.019782	0.156726
63.500000	0.013060	0.020942	0.053131	0.013010	0.020781	-0.015957	0.012810	0.020884	0.159755	0.012920	0.020488	0.022659	0.011960	0.020186	0.159605	0.012800	0.019720	0.164763
64.500000	0.012620	0.020237	0.141417	0.013060	0.020861	-0.025838	0.012090	0.019710	0.308774	0.012860	0.020393	0.034650	0.011270	0.019022	0.312681	0.012630	0.019458	0.199205
65.500000	0.011420	0.018312	0.398802	0.013050	0.020845	-0.023865	0.010830	0.017656	0.592280	0.012790	0.020282	0.048711	0.009910	0.016726	0.643941	0.012430	0.019150	0.240324
66.500000	0.009420	0.015105	0.894722	0.012670	0.020238	0.052261	0.008780	0.014314	1.132778	0.012430	0.019711	0.122259	0.008000	0.013503	1.195389	0.011760	0.018118	0.383055
67.500000	0.006920	0.011097	1.689007	0.011690	0.018673	0.259639	0.006220	0.010141	2.020464	0.011330	0.017967	0.360945	0.005710	0.009637	2.063762	0.010760	0.016577	0.611967
68.500000	0.004400	0.007056	2.854727	0.010150	0.016213	0.623505	0.003810	0.006211	3.282117	0.009650	0.015303	0.774349	0.003560	0.006009	3.279835	0.009110	0.014035	1.040717
