x	y1_raw	y1_norm	PMF_y1	y2_raw	y2_norm	PMF_y2	y3_raw	y3_norm	PMF_y3	y4_raw	y4_norm	PMF_y4	y5_raw	y5_norm	PMF_y5	y6_raw	y6_norm	PMF_y6
0.500000	0.000000	0.000000	19.853076	0.000000	0.000000	19.630604	0.000000	0.000000	19.861050	0.000000	0.000000	19.663425	0.000000	0.000000	19.854130	0.000000	0.000000	19.485243
1.500000	0.000000	0.000000	19.853076	0.000000	0.000000	19.630604	0.000000	0.000000	19.861050	0.000000	0.000000	19.663425	0.000000	0.000000	19.854130	0.000000	0.000000	19.485243
2.500000	0.000000	0.000000	19.853076	0.000000	0.000000	19.630604	0.000000	0.000000	19.861050	0.000000	0.000000	19.663425	0.000010	0.000008	18.399034	0.000000	0.000000	19.485243
3.500000	0.000000	0.000000	19.853076	0.000000	0.000000	19.630604	0.000000	0.000000	19.861050	0.000000	0.000000	19.663425	0.000040	0.000030	16.258861	0.000010	0.000007	18.078214
4.500000	0.000000	0.000000	19.853076	0.000000	0.000000	19.630604	0.000010	0.000008	18.347607	0.000000	0.000000	19.663425	0.000100	0.000076	14.312217	0.000030	0.000022	16.504700
5.500000	0.000010	0.000008	18.360229	0.000010	0.000007	18.269168	0.000050	0.000040	15.715651	0.000010	0.000007	18.301282	0.000210	0.000159	12.562211	0.000080	0.000058	14.541044
6.500000	0.000040	0.000031	16.192342	0.000030	0.000021	16.724760	0.000120	0.000096	13.779350	0.000070	0.000049	15.099807	0.000390	0.000296	11.037963	0.000210	0.000153	12.299346
7.500000	0.000160	0.000126	13.134707	0.000110	0.000077	14.068272	0.000270	0.000216	11.828223	0.000230	0.000160	12.358671	0.000680	0.000516	9.641287	0.000490	0.000356	10.207833
8.500000	0.000370	0.000290	11.084295	0.000330	0.000230	11.443355	0.000490	0.000391	10.343954	0.000550	0.000383	10.201307	0.001160	0.000880	8.285133	0.000940	0.000683	8.562711
9.500000	0.000880	0.000690	8.901461	0.000800	0.000557	9.225040	0.000910	0.000727	8.778279	0.001080	0.000752	8.494507	0.001920	0.001457	6.997886	0.001790	0.001300	6.920400
10.500000	0.001740	0.001365	7.162691	0.001620	0.001127	7.429669	0.001810	0.001446	7.023450	0.001820	0.001267	7.163244	0.003080	0.002337	5.786450	0.003190	0.002317	5.439849
11.500000	0.003150	0.002472	5.641397	0.002910	0.002025	5.930116	0.003540	0.002828	5.303235	0.002830	0.001971	6.032713	0.004670	0.003543	4.717427	0.005310	0.003856	4.130938
12.500000	0.005080	0.003986	4.413612	0.004750	0.003306	4.672152	0.006130	0.004898	3.891939	0.004340	0.003022	4.935179	0.006460	0.004901	3.883168	0.007740	0.005621	3.161865
13.500000	0.007340	0.005759	3.467067	0.006910	0.004809	3.708531	0.009040	0.007223	2.892425	0.006310	0.004394	3.973236	0.008530	0.006472	3.168044	0.010290	0.007473	2.429048
14.500000	0.009660	0.007580	2.760261	0.009100	0.006333	3.000265	0.011950	0.009548	2.174030	0.008450	0.005885	3.222056	0.010640	0.008073	2.599160	0.012910	0.009375	1.845130
15.500000	0.011710	0.009188	2.264848	0.010700	0.007446	2.583422	0.014040	0.011217	1.759018	0.010270	0.007152	2.720093	0.012220	0.009271	2.242731	0.014800	0.010748	1.493352
16.500000	0.012990	0.010193	1.997759	0.011540	0.008031	2.388890	0.014880	0.011889	1.609384	0.011600	0.008078	2.406642	0.012640	0.009590	2.155729	0.015750	0.011438	1.333152
17.500000	0.013570	0.010648	1.885285	0.011660	0.008115	2.362261	0.015110	0.012072	1.569884	0.012080	0.008412	2.302268	0.012890	0.009780	2.105303	0.015340	0.011140	1.401073
18.500000	0.013400	0.010514	1.917746	0.010940	0.007614	2.526328	0.014730	0.011769	1.635475	0.011990	0.008350	2.321519	0.012740	0.009666	2.135440	0.013950	0.010130	1.645650
19.500000	0.012670	0.009941	2.061982	0.010080	0.007015	2.737053	0.013720	0.010962	1.818387	0.011830	0.008238	2.356102	0.012260	0.009302	2.234317	0.012400	0.009005	1.948899
20.500000	0.011870	0.009314	2.229908	0.009620	0.006695	2.857262	0.012930	0.010331	1.971091	0.011770	0.008197	2.369191	0.012070	0.009157	2.274529	0.011140	0.008090	2.224748
21.500000	0.011740	0.009212	2.258260	0.009630	0.006702	2.854588	0.012800	0.010227	1.997110	0.012180	0.008482	2.281045	0.012720	0.009651	2.139485	0.010700	0.007770	2.328480
22.500000	0.012440	0.009761	2.109150	0.010840	0.007544	2.549964	0.013300	0.010626	1.898444	0.013680	0.009527	1.982047	0.014220	0.010789	1.852460	0.011470	0.008330	2.149600
23.500000	0.014170	0.011118	1.773877	0.012850	0.008943	2.112090	0.014770	0.011801	1.628492	0.016260	0.011323	1.537180	0.016640	0.012625	1.447753	0.013420	0.009746	1.745378
24.500000	0.016610	0.013033	1.364735	0.015490	0.010780	1.631002	0.016950	0.013542	1.273951	0.019190	0.013364	1.110511	0.019760	0.014992	1.005158	0.016260	0.011808	1.251088
25.500000	0.019220	0.015081	0.988850	0.018160	0.012638	1.221488	0.019490	0.015572	0.914315	0.022050	0.015356	0.752708	0.022770	0.017276	0.639959	0.019180	0.013929	0.825747
26.500000	0.021940	0.017215	0.647925	0.020640	0.014364	0.891808	0.021920	0.017513	0.611666	0.024390	0.016985	0.492917	0.025370	0.019248	0.361441	0.021790	0.015824	0.497144
27.500000	0.023940	0.018784	0.423204	0.022840	0.015895	0.630942	0.023920	0.019111	0.386748	0.026180	0.018232	0.310487	0.027280	0.020697	0.174455	0.023950	0.017393	0.253688
28.500000	0.025580	0.020071	0.252517	0.024420	0.016995	0.458651	0.025170	0.020110	0.255530	0.027450	0.019116	0.188463	0.028430	0.021570	0.068084	0.025520	0.018533	0.090133
29.500000	0.026620	0.020887	0.149855	0.025460	0.017718	0.351222	0.026130	0.020877	0.159104	0.028390	0.019771	0.101726	0.029360	0.022275	-0.014838	0.026490	0.019237	-0.005964
30.500000	0.026830	0.021052	0.129613	0.026170	0.018213	0.280371	0.026590	0.021244	0.114148	0.028740	0.020014	0.070162	0.029870	0.022662	-0.059204	0.026880	0.019520	-0.043613
31.500000	0.026870	0.021083	0.125775	0.026870	0.018700	0.212375	0.027150	0.021692	0.060457	0.029060	0.020237	0.041638	0.029940	0.022715	-0.065234	0.027160	0.019724	-0.070307
32.500000	0.026920	0.021123	0.120986	0.027130	0.018881	0.187569	0.027570	0.022027	0.020910	0.029140	0.020293	0.034556	0.029910	0.022693	-0.062652	0.027000	0.019607	-0.055087
