x	y1_raw	y1_norm	PMF_y1	y2_raw	y2_norm	PMF_y2	y3_raw	y3_norm	PMF_y3	y4_raw	y4_norm	PMF_y4	y5_raw	y5_norm	PMF_y5	y6_raw	y6_norm	PMF_y6
0.500000	0.075830	0.127527	-21.195283	0.075840	0.129221	-24.399096	0.077520	0.130760	-21.882297	0.077350	0.131079	-24.435890	0.075920	0.128870	-17.420339	0.075960	0.128918	-17.101005
1.500000	0.072130	0.121304	-21.066365	0.072620	0.123735	-24.287286	0.073650	0.124233	-21.750317	0.073500	0.124555	-24.304314	0.072380	0.122861	-17.297280	0.072430	0.122927	-16.978368
2.500000	0.065420	0.110020	-20.814730	0.066120	0.112660	-24.045631	0.066940	0.112914	-21.504131	0.066450	0.112608	-24.044448	0.065800	0.111692	-17.051654	0.065740	0.111573	-16.728612
3.500000	0.057140	0.096095	-20.465989	0.057760	0.098415	-23.697273	0.057960	0.097767	-21.132917	0.057960	0.098221	-23.692168	0.057380	0.097400	-16.698789	0.057520	0.097622	-16.384377
4.500000	0.048810	0.082086	-20.059925	0.049040	0.083558	-23.275512	0.048980	0.082619	-20.699094	0.048970	0.082986	-23.257818	0.048690	0.082649	-16.275579	0.048630	0.082534	-15.951710
5.500000	0.041510	0.069809	-19.642449	0.041410	0.070557	-22.839704	0.041280	0.069631	-20.258339	0.041390	0.070141	-22.824447	0.041170	0.069884	-15.843252	0.041150	0.069839	-15.521308
6.500000	0.036200	0.060879	-19.289730	0.035680	0.060794	-22.455914	0.035550	0.059966	-19.873246	0.035720	0.060532	-22.444790	0.035680	0.060565	-15.474441	0.035590	0.060403	-15.147241
7.500000	0.032870	0.055279	-19.041062	0.031910	0.054370	-22.168151	0.032010	0.053994	-19.602952	0.031970	0.054177	-22.158980	0.032220	0.054692	-15.211590	0.032170	0.054599	-14.886897
8.500000	0.031020	0.052168	-18.891789	0.029680	0.050571	-21.981468	0.029950	0.050520	-19.431543	0.029870	0.050619	-21.983900	0.030160	0.051195	-15.041336	0.030310	0.051442	-14.733428
9.500000	0.029670	0.049897	-18.777131	0.028140	0.047947	-21.844172	0.028320	0.047770	-19.287341	0.028330	0.048009	-21.847500	0.028270	0.047987	-14.874576	0.028650	0.048624	-14.588291
