x	y1_raw	y1_norm	PMF_y1	y2_raw	y2_norm	PMF_y2	y3_raw	y3_norm	PMF_y3	y4_raw	y4_norm	PMF_y4	y5_raw	y5_norm	PMF_y5	y6_raw	y6_norm	PMF_y6
0.500000	0.000000	0.000000	20.060246	0.000000	0.000000	19.754188	0.000000	0.000000	19.900563	0.000000	0.000000	19.757644	0.000000	0.000000	19.955576	0.000000	0.000000	19.721991
1.500000	0.000000	0.000000	20.060246	0.000000	0.000000	19.754188	0.000000	0.000000	19.900563	0.000000	0.000000	19.757644	0.000000	0.000000	19.955576	0.000000	0.000000	19.721991
2.500000	0.000000	0.000000	20.060246	0.000000	0.000000	19.754188	0.000000	0.000000	19.900563	0.000000	0.000000	19.757644	0.000000	0.000000	19.955576	0.000000	0.000000	19.721991
3.500000	0.000000	0.000000	20.060246	0.000000	0.000000	19.754188	0.000000	0.000000	19.900563	0.000000	0.000000	19.757644	0.000000	0.000000	19.955576	0.000000	0.000000	19.721991
4.500000	0.000000	0.000000	20.060246	0.000000	0.000000	19.754188	0.000000	0.000000	19.900563	0.000000	0.000000	19.757644	0.000000	0.000000	19.955576	0.000000	0.000000	19.721991
5.500000	0.000000	0.000000	20.060246	0.000000	0.000000	19.754188	0.000000	0.000000	19.900563	0.000000	0.000000	19.757644	0.000000	0.000000	19.955576	0.000000	0.000000	19.721991
6.500000	0.000000	0.000000	20.060246	0.000000	0.000000	19.754188	0.000000	0.000000	19.900563	0.000000	0.000000	19.757644	0.000000	0.000000	19.955576	0.000000	0.000000	19.721991
7.500000	0.000000	0.000000	20.060246	0.000000	0.000000	19.754188	0.000000	0.000000	19.900563	0.000000	0.000000	19.757644	0.000000	0.000000	19.955576	0.000000	0.000000	19.721991
8.500000	0.000010	0.000012	18.021057	0.000000	0.000000	19.754188	0.000020	0.000024	16.748085	0.000000	0.000000	19.757644	0.000000	0.000000	19.955576	0.000000	0.000000	19.721991
9.500000	0.000040	0.000048	15.518935	0.000030	0.000033	15.989041	0.000070	0.000084	14.127527	0.000030	0.000033	16.007212	0.000020	0.000024	16.802902	0.000020	0.000022	16.727230
10.500000	0.000150	0.000181	12.459165	0.000150	0.000165	12.370199	0.000260	0.000312	10.954331	0.000130	0.000142	12.737901	0.000110	0.000132	13.119128	0.000100	0.000110	13.321642
11.500000	0.000440	0.000531	9.776142	0.000440	0.000485	9.695288	0.000750	0.000899	8.276797	0.000400	0.000438	9.957945	0.000400	0.000480	9.926990	0.000350	0.000384	10.251274
12.500000	0.001030	0.001242	7.611465	0.001130	0.001247	7.296309	0.001670	0.002002	6.229285	0.001070	0.001172	7.458248	0.001130	0.001355	7.284633	0.000990	0.001087	7.614031
13.500000	0.002100	0.002533	5.785931	0.002410	0.002659	5.355124	0.003240	0.003885	4.527368	0.002160	0.002365	5.658827	0.002500	0.002998	5.248405	0.002230	0.002449	5.534193
