            z         mean           se      std_dev
     0.500000    19.189159     0.012160     0.036480
     1.500000    19.189159     0.012160     0.036480
     2.500000    19.189159     0.012160     0.036480
     3.500000    19.189159     0.012160     0.036480
     4.500000    19.189159     0.012160     0.036480
     5.500000    19.189159     0.012160     0.036480
     6.500000    19.189159     0.012160     0.036480
     7.500000    19.189159     0.012160     0.036480
     8.500000    18.619443     0.302997     0.908991
     9.500000    17.468497     0.633441     1.900323
    10.500000    15.409727     0.515064     1.545192
    11.500000    12.360580     0.441664     1.324992
    12.500000     9.562481     0.397539     1.192617
    13.500000     7.570255     0.372736     1.118208
    14.500000     5.932623     0.347618     1.042854
    15.500000     4.691470     0.261077     0.783231
    16.500000     3.819778     0.220734     0.662202
    17.500000     3.192520     0.191896     0.575688
    18.500000     2.896679     0.174446     0.523338
    19.500000     2.775656     0.147093     0.441279
    20.500000     2.610839     0.095305     0.285915
    21.500000     2.219578     0.063115     0.189345
    22.500000     1.593571     0.056304     0.168912
    23.500000     0.827670     0.053200     0.159600
    24.500000     0.081097     0.045053     0.135159
    25.500000    -0.452316     0.030385     0.091155
    26.500000    -0.770250     0.020585     0.061755
    27.500000    -0.867993     0.015828     0.047484
    28.500000    -0.818942     0.016879     0.050637
    29.500000    -0.683551     0.019543     0.058629
    30.500000    -0.528732     0.018104     0.054312
    31.500000    -0.398439     0.017782     0.053346
    32.500000    -0.294551     0.024823     0.074469
    33.500000    -0.201856     0.028340     0.085020
    34.500000    -0.165291     0.030969     0.092907
    35.500000    -0.119958     0.024354     0.073062
    36.500000    -0.086575     0.026849     0.080547
    37.500000    -0.075035     0.019539     0.058617
    38.500000    -0.058525     0.020807     0.062421
    39.500000    -0.032189     0.019903     0.059709
    40.500000    -0.005726     0.016499     0.049497
    41.500000     0.007080     0.012283     0.036849
    42.500000     0.001810     0.015538     0.046614
    43.500000     0.006521     0.008702     0.026106
    44.500000    -0.009592     0.010649     0.031947
    45.500000     0.011569     0.010034     0.030102
    46.500000    -0.003310     0.008399     0.025197
    47.500000    -0.009824     0.016594     0.049782
    48.500000     0.005085     0.016323     0.048969
    49.500000    -0.003614     0.012287     0.036861
    50.500000    -0.000879     0.013818     0.041454
    51.500000     0.001683     0.015818     0.047454
    52.500000     0.016085     0.016761     0.050283
    53.500000     0.034229     0.013703     0.041109
    54.500000     0.031116     0.015358     0.046074
    55.500000     0.027562     0.021088     0.063264
    56.500000     0.034820     0.015276     0.045828
    57.500000     0.056170     0.021941     0.065823
    58.500000     0.052642     0.021344     0.064032
    59.500000     0.069933     0.015801     0.047403
    60.500000     0.072977     0.019092     0.057276
    61.500000     0.106480     0.022479     0.067437
    62.500000     0.164047     0.021030     0.063090
    63.500000     0.291299     0.030476     0.091428
    64.500000     0.509841     0.047987     0.143961
    65.500000     0.843618     0.044801     0.134403
    66.500000     1.238073     0.059307     0.177921
    67.500000     1.693538     0.056415     0.169245
    68.500000     2.293006     0.084979     0.254937
    69.500000     3.097481     0.109941     0.329823
    70.500000     4.234239     0.141853     0.425559
    71.500000     5.718977     0.214907     0.644721
    72.500000     7.617767     0.266600     0.799800
    73.500000     9.718219     0.305382     0.916146
    74.500000    10.442124     0.320235     0.960705
    75.500000    14.004456     0.598248     1.794744
    76.500000    16.637616     0.640678     1.922034
    77.500000    17.885102     0.482943     1.448829
