            z         mean           se      std_dev
   -68.500000     0.000000     0.000000     0.000000
   -67.500000     0.000000     0.000000     0.000000
   -66.500000     0.000001     0.000001     0.000003
   -65.500000     0.000008     0.000004     0.000012
   -64.500000     0.000015     0.000004     0.000012
   -63.500000     0.000048     0.000011     0.000033
   -62.500000     0.000100     0.000019     0.000057
   -61.500000     0.000177     0.000036     0.000108
   -60.500000     0.000254     0.000055     0.000165
   -59.500000     0.000276     0.000062     0.000186
   -58.500000     0.000334     0.000075     0.000225
   -57.500000     0.000361     0.000083     0.000249
   -56.500000     0.000371     0.000092     0.000276
   -55.500000     0.000344     0.000077     0.000231
   -54.500000     0.000353     0.000088     0.000264
   -53.500000     0.000320     0.000083     0.000249
   -52.500000     0.000343     0.000071     0.000213
   -51.500000     0.000345     0.000082     0.000246
   -50.500000     0.000351     0.000076     0.000228
   -49.500000     0.000375     0.000078     0.000234
   -48.500000     0.000351     0.000076     0.000228
   -47.500000     0.000353     0.000077     0.000231
   -46.500000     0.000377     0.000087     0.000261
   -45.500000     0.000386     0.000094     0.000282
   -44.500000     0.000377     0.000096     0.000288
   -43.500000     0.000385     0.000094     0.000282
   -42.500000     0.000382     0.000094     0.000282
   -41.500000     0.000373     0.000098     0.000294
   -40.500000     0.000383     0.000094     0.000282
   -39.500000     0.000384     0.000096     0.000288
   -38.500000     0.000386     0.000090     0.000270
   -37.500000     0.000379     0.000095     0.000285
   -36.500000     0.000370     0.000086     0.000258
   -35.500000     0.000337     0.000080     0.000240
   -34.500000     0.000384     0.000084     0.000252
   -33.500000     0.000383     0.000076     0.000228
   -32.500000     0.000401     0.000090     0.000270
   -31.500000     0.000410     0.000078     0.000234
   -30.500000     0.000420     0.000074     0.000222
   -29.500000     0.000439     0.000076     0.000228
   -28.500000     0.000431     0.000082     0.000246
   -27.500000     0.000430     0.000073     0.000219
   -26.500000     0.000482     0.000086     0.000258
   -25.500000     0.000533     0.000100     0.000300
   -24.500000     0.000460     0.000100     0.000300
   -23.500000     0.000419     0.000090     0.000270
   -22.500000     0.000399     0.000083     0.000249
   -21.500000     0.000443     0.000076     0.000228
   -20.500000     0.000686     0.000102     0.000306
   -19.500000     0.001390     0.000184     0.000552
   -18.500000     0.003143     0.000279     0.000837
   -17.500000     0.006684     0.000446     0.001338
   -16.500000     0.013549     0.000619     0.001857
   -15.500000     0.024844     0.000767     0.002301
   -14.500000     0.040025     0.001145     0.003435
   -13.500000     0.057141     0.001307     0.003921
   -12.500000     0.069947     0.001345     0.004035
   -11.500000     0.073784     0.001059     0.003177
   -10.500000     0.065527     0.000988     0.002964
    -9.500000     0.049450     0.000843     0.002529
    -8.500000     0.031737     0.000736     0.002208
    -7.500000     0.017545     0.000464     0.001392
    -6.500000     0.008336     0.000371     0.001113
    -5.500000     0.003691     0.000312     0.000936
    -4.500000     0.001557     0.000165     0.000495
    -3.500000     0.000679     0.000073     0.000219
    -2.500000     0.000387     0.000050     0.000150
    -1.500000     0.000341     0.000047     0.000141
    -0.500000     0.000357     0.000069     0.000207
     0.500000     0.000419     0.000061     0.000183
     1.500000     0.000451     0.000051     0.000153
     2.500000     0.000480     0.000050     0.000150
     3.500000     0.000703     0.000074     0.000222
     4.500000     0.001592     0.000128     0.000384
     5.500000     0.003961     0.000214     0.000642
     6.500000     0.009355     0.000323     0.000969
     7.500000     0.019148     0.000656     0.001968
     8.500000     0.033557     0.000928     0.002784
     9.500000     0.051463     0.001203     0.003609
    10.500000     0.068013     0.001235     0.003705
    11.500000     0.077278     0.001438     0.004314
    12.500000     0.073789     0.001340     0.004020
    13.500000     0.060286     0.001187     0.003561
    14.500000     0.042220     0.000634     0.001902
    15.500000     0.026254     0.000529     0.001587
    16.500000     0.014995     0.000437     0.001311
    17.500000     0.007764     0.000396     0.001188
    18.500000     0.003854     0.000207     0.000621
    19.500000     0.002043     0.000153     0.000459
    20.500000     0.001078     0.000119     0.000357
    21.500000     0.000657     0.000093     0.000279
    22.500000     0.000426     0.000059     0.000177
    23.500000     0.000436     0.000068     0.000204
    24.500000     0.000409     0.000070     0.000210
    25.500000     0.000402     0.000080     0.000240
    26.500000     0.000372     0.000078     0.000234
    27.500000     0.000383     0.000082     0.000246
    28.500000     0.000331     0.000069     0.000207
    29.500000     0.000325     0.000076     0.000228
    30.500000     0.000299     0.000069     0.000207
    31.500000     0.000281     0.000056     0.000168
    32.500000     0.000279     0.000065     0.000195
    33.500000     0.000297     0.000071     0.000213
    34.500000     0.000306     0.000077     0.000231
    35.500000     0.000295     0.000060     0.000180
    36.500000     0.000324     0.000069     0.000207
    37.500000     0.000295     0.000059     0.000177
    38.500000     0.000322     0.000068     0.000204
    39.500000     0.000317     0.000063     0.000189
    40.500000     0.000306     0.000062     0.000186
    41.500000     0.000281     0.000063     0.000189
    42.500000     0.000299     0.000069     0.000207
    43.500000     0.000310     0.000056     0.000168
    44.500000     0.000299     0.000060     0.000180
    45.500000     0.000302     0.000063     0.000189
    46.500000     0.000270     0.000048     0.000144
    47.500000     0.000295     0.000068     0.000204
    48.500000     0.000293     0.000063     0.000189
    49.500000     0.000273     0.000063     0.000189
    50.500000     0.000259     0.000060     0.000180
    51.500000     0.000287     0.000070     0.000210
    52.500000     0.000305     0.000070     0.000210
    53.500000     0.000322     0.000073     0.000219
    54.500000     0.000303     0.000067     0.000201
    55.500000     0.000306     0.000061     0.000183
    56.500000     0.000322     0.000071     0.000213
    57.500000     0.000325     0.000069     0.000207
    58.500000     0.000303     0.000063     0.000189
    59.500000     0.000309     0.000062     0.000186
    60.500000     0.000369     0.000077     0.000231
    61.500000     0.000344     0.000068     0.000204
    62.500000     0.000337     0.000066     0.000198
    63.500000     0.000312     0.000065     0.000195
    64.500000     0.000284     0.000060     0.000180
    65.500000     0.000222     0.000044     0.000132
    66.500000     0.000136     0.000028     0.000084
    67.500000     0.000090     0.000019     0.000057
    68.500000     0.000025     0.000009     0.000027
    69.500000     0.000010     0.000005     0.000015
    70.500000     0.000005     0.000003     0.000009
    71.500000     0.000001     0.000001     0.000003
