            z         mean           se      std_dev
   -70.500000     0.000002     0.000001     0.000003
   -69.500000     0.000006     0.000003     0.000009
   -68.500000     0.000014     0.000007     0.000021
   -67.500000     0.000053     0.000016     0.000048
   -66.500000     0.000142     0.000045     0.000135
   -65.500000     0.000344     0.000075     0.000225
   -64.500000     0.000661     0.000117     0.000351
   -63.500000     0.001104     0.000166     0.000498
   -62.500000     0.001474     0.000186     0.000558
   -61.500000     0.001807     0.000187     0.000561
   -60.500000     0.002030     0.000190     0.000570
   -59.500000     0.002087     0.000190     0.000570
   -58.500000     0.002127     0.000195     0.000585
   -57.500000     0.002104     0.000194     0.000582
   -56.500000     0.002133     0.000173     0.000519
   -55.500000     0.002147     0.000170     0.000510
   -54.500000     0.002104     0.000157     0.000471
   -53.500000     0.002182     0.000179     0.000537
   -52.500000     0.002168     0.000160     0.000480
   -51.500000     0.002242     0.000168     0.000504
   -50.500000     0.002218     0.000178     0.000534
   -49.500000     0.002201     0.000185     0.000555
   -48.500000     0.002241     0.000176     0.000528
   -47.500000     0.002208     0.000184     0.000552
   -46.500000     0.002243     0.000200     0.000600
   -45.500000     0.002239     0.000193     0.000579
   -44.500000     0.002253     0.000204     0.000612
   -43.500000     0.002199     0.000201     0.000603
   -42.500000     0.002205     0.000215     0.000645
   -41.500000     0.002251     0.000244     0.000732
   -40.500000     0.002199     0.000240     0.000720
   -39.500000     0.002242     0.000246     0.000738
   -38.500000     0.002221     0.000269     0.000807
   -37.500000     0.002195     0.000257     0.000771
   -36.500000     0.002134     0.000263     0.000789
   -35.500000     0.002093     0.000280     0.000840
   -34.500000     0.002130     0.000304     0.000912
   -33.500000     0.002174     0.000314     0.000942
   -32.500000     0.002122     0.000286     0.000858
   -31.500000     0.002165     0.000288     0.000864
   -30.500000     0.002141     0.000322     0.000966
   -29.500000     0.002230     0.000317     0.000951
   -28.500000     0.002349     0.000333     0.000999
   -27.500000     0.002349     0.000339     0.001017
   -26.500000     0.002242     0.000383     0.001149
   -25.500000     0.002049     0.000308     0.000924
   -24.500000     0.001885     0.000330     0.000990
   -23.500000     0.001517     0.000258     0.000774
   -22.500000     0.001430     0.000189     0.000567
   -21.500000     0.001666     0.000149     0.000447
   -20.500000     0.002499     0.000193     0.000579
   -19.500000     0.004708     0.000343     0.001029
   -18.500000     0.009281     0.000720     0.002160
   -17.500000     0.017893     0.001369     0.004107
   -16.500000     0.031006     0.002031     0.006093
   -15.500000     0.047022     0.002948     0.008844
   -14.500000     0.060747     0.003200     0.009600
   -13.500000     0.066552     0.003117     0.009351
   -12.500000     0.061253     0.002582     0.007746
   -11.500000     0.045352     0.001891     0.005673
   -10.500000     0.027729     0.001393     0.004179
    -9.500000     0.014096     0.000911     0.002733
    -8.500000     0.006253     0.000576     0.001728
    -7.500000     0.002357     0.000295     0.000885
    -6.500000     0.000743     0.000117     0.000351
    -5.500000     0.000191     0.000041     0.000123
    -4.500000     0.000057     0.000020     0.000060
    -3.500000     0.000007     0.000004     0.000012
    -2.500000     0.000002     0.000001     0.000003
    -1.500000     0.000000     0.000000     0.000000
    -0.500000     0.000001     0.000001     0.000003
     0.500000     0.000002     0.000002     0.000006
     1.500000     0.000003     0.000003     0.000009
     2.500000     0.000009     0.000006     0.000018
     3.500000     0.000012     0.000006     0.000018
     4.500000     0.000051     0.000013     0.000039
     5.500000     0.000214     0.000025     0.000075
     6.500000     0.000715     0.000039     0.000117
     7.500000     0.002326     0.000117     0.000351
     8.500000     0.006389     0.000436     0.001308
     9.500000     0.014811     0.001015     0.003045
    10.500000     0.028640     0.001889     0.005667
    11.500000     0.046388     0.002612     0.007836
    12.500000     0.062035     0.003375     0.010125
    13.500000     0.069172     0.003480     0.010440
    14.500000     0.063699     0.002893     0.008679
    15.500000     0.049244     0.001995     0.005985
    16.500000     0.032405     0.001466     0.004398
    17.500000     0.018419     0.000844     0.002532
    18.500000     0.009425     0.000394     0.001182
    19.500000     0.004628     0.000254     0.000762
    20.500000     0.002460     0.000187     0.000561
    21.500000     0.001709     0.000173     0.000519
    22.500000     0.001488     0.000136     0.000408
    23.500000     0.001678     0.000132     0.000396
    24.500000     0.001880     0.000177     0.000531
    25.500000     0.002064     0.000218     0.000654
    26.500000     0.002190     0.000249     0.000747
    27.500000     0.002204     0.000241     0.000723
    28.500000     0.002244     0.000212     0.000636
    29.500000     0.002090     0.000250     0.000750
    30.500000     0.002031     0.000227     0.000681
    31.500000     0.001964     0.000220     0.000660
    32.500000     0.002032     0.000228     0.000684
    33.500000     0.002025     0.000210     0.000630
    34.500000     0.001954     0.000201     0.000603
    35.500000     0.002031     0.000193     0.000579
    36.500000     0.001997     0.000195     0.000585
    37.500000     0.001962     0.000188     0.000564
    38.500000     0.002017     0.000198     0.000594
    39.500000     0.002048     0.000216     0.000648
    40.500000     0.002075     0.000232     0.000696
    41.500000     0.002075     0.000236     0.000708
    42.500000     0.002168     0.000258     0.000774
    43.500000     0.002160     0.000232     0.000696
    44.500000     0.002222     0.000213     0.000639
    45.500000     0.002227     0.000252     0.000756
    46.500000     0.002152     0.000235     0.000705
    47.500000     0.002276     0.000213     0.000639
    48.500000     0.002186     0.000229     0.000687
    49.500000     0.002330     0.000261     0.000783
    50.500000     0.002330     0.000261     0.000783
    51.500000     0.002389     0.000274     0.000822
    52.500000     0.002357     0.000247     0.000741
    53.500000     0.002325     0.000238     0.000714
    54.500000     0.002314     0.000223     0.000669
    55.500000     0.002309     0.000258     0.000774
    56.500000     0.002232     0.000233     0.000699
    57.500000     0.002262     0.000234     0.000702
    58.500000     0.002332     0.000237     0.000711
    59.500000     0.002217     0.000233     0.000699
    60.500000     0.002291     0.000212     0.000636
    61.500000     0.002170     0.000233     0.000699
    62.500000     0.002082     0.000209     0.000627
    63.500000     0.002115     0.000197     0.000591
    64.500000     0.002107     0.000232     0.000696
    65.500000     0.001980     0.000222     0.000666
    66.500000     0.001736     0.000194     0.000582
    67.500000     0.001395     0.000199     0.000597
    68.500000     0.001008     0.000144     0.000432
    69.500000     0.000578     0.000115     0.000345
    70.500000     0.000306     0.000075     0.000225
    71.500000     0.000123     0.000038     0.000114
    72.500000     0.000040     0.000012     0.000036
    73.500000     0.000005     0.000002     0.000006
    74.500000     0.000001     0.000001     0.000003
    75.500000     0.000000     0.000000     0.000000
    76.500000     0.000001     0.000001     0.000003
