x	PMF_mean	std_dev	std_error
0.500000	17.901406	1.955210	0.798211
1.500000	17.654147	2.271314	0.927260
2.500000	17.661522	2.275545	0.928988
3.500000	18.264848	2.250514	0.918769
4.500000	17.893056	1.949021	0.795684
5.500000	17.654753	2.264933	0.924655
6.500000	15.228092	0.987999	0.403349
7.500000	13.418025	0.967700	0.395062
8.500000	10.917003	0.751298	0.306716
9.500000	8.530213	0.653140	0.266643
10.500000	6.579254	0.643548	0.262727
11.500000	4.997367	0.406610	0.165998
12.500000	3.838572	0.246477	0.100624
13.500000	3.074248	0.184804	0.075446
14.500000	2.662247	0.099768	0.040730
15.500000	2.531900	0.099603	0.040663
16.500000	2.643878	0.131312	0.053608
17.500000	2.877642	0.156831	0.064026
18.500000	3.108110	0.172798	0.070544
19.500000	3.168530	0.164103	0.066995
20.500000	3.007779	0.115252	0.047052
21.500000	2.576875	0.112869	0.046078
22.500000	2.018614	0.111986	0.045718
23.500000	1.449754	0.106337	0.043412
24.500000	0.999349	0.103475	0.042244
25.500000	0.635642	0.085149	0.034762
26.500000	0.380158	0.071169	0.029055
27.500000	0.210918	0.072740	0.029696
28.500000	0.090248	0.040631	0.016588
29.500000	0.031845	0.033207	0.013557
30.500000	0.005612	0.032420	0.013235
31.500000	-0.020083	0.033157	0.013536
32.500000	-0.022326	0.043323	0.017686
33.500000	-0.012192	0.033007	0.013475
34.500000	-0.018350	0.027391	0.011182
35.500000	-0.019205	0.024777	0.010115
36.500000	-0.018624	0.038410	0.015681
37.500000	-0.015167	0.033397	0.013634
38.500000	-0.009918	0.039366	0.016071
39.500000	-0.009081	0.038929	0.015893
40.500000	0.009340	0.023873	0.009746
41.500000	-0.004812	0.028374	0.011584
42.500000	-0.007254	0.015374	0.006276
43.500000	0.004535	0.022872	0.009338
44.500000	0.005129	0.007415	0.003027
45.500000	-0.004566	0.024711	0.010088
46.500000	-0.004916	0.017672	0.007214
47.500000	-0.011169	0.012564	0.005129
48.500000	0.008172	0.017112	0.006986
49.500000	0.005542	0.024990	0.010202
50.500000	0.018767	0.018139	0.007405
51.500000	0.007343	0.019780	0.008075
52.500000	0.000386	0.027402	0.011187
53.500000	-0.003922	0.034973	0.014278
54.500000	0.004077	0.048048	0.019615
55.500000	0.000867	0.037732	0.015404
56.500000	-0.002862	0.042389	0.017305
57.500000	-0.004710	0.038630	0.015771
58.500000	0.005825	0.048724	0.019891
59.500000	0.001432	0.056941	0.023246
60.500000	-0.004772	0.073000	0.029802
61.500000	0.005283	0.087527	0.035733
62.500000	0.018401	0.077295	0.031555
63.500000	0.038097	0.063887	0.026082
64.500000	0.091603	0.056197	0.022942
65.500000	0.231335	0.130524	0.053286
66.500000	0.492962	0.336803	0.137499
67.500000	0.986809	0.616754	0.251789
68.500000	1.765106	0.978982	0.399668
69.500000	2.872533	1.389053	0.567079
70.500000	4.371022	1.843232	0.752496
71.500000	6.262639	2.320759	0.947446
72.500000	8.551627	2.788153	1.138259
73.500000	11.317102	3.320123	1.355434
74.500000	14.237904	3.610006	1.473779
75.500000	17.047554	2.928589	1.195592
76.500000	18.503757	1.831520	0.747715
77.500000	19.670231	0.038609	0.015762
78.500000	19.670231	0.038609	0.015762
