x	PMF_mean	std_dev	std_error
0.500000	19.858368	0.135338	0.055252
1.500000	19.858368	0.135338	0.055252
2.500000	19.858368	0.135338	0.055252
3.500000	19.858368	0.135338	0.055252
4.500000	19.858368	0.135338	0.055252
5.500000	19.858368	0.135338	0.055252
6.500000	19.858368	0.135338	0.055252
7.500000	19.858368	0.135338	0.055252
8.500000	18.993090	1.311974	0.535611
9.500000	15.862141	0.979514	0.399885
10.500000	12.493728	0.839331	0.342655
11.500000	9.647406	0.698097	0.284997
12.500000	7.248995	0.519950	0.212269
13.500000	5.351641	0.448641	0.183157
14.500000	3.931496	0.460259	0.187900
15.500000	2.891695	0.384843	0.157112
16.500000	2.286610	0.332669	0.135812
17.500000	2.055091	0.281010	0.114722
18.500000	2.146573	0.282102	0.115168
19.500000	2.411499	0.300991	0.122879
20.500000	2.645172	0.264783	0.108097
21.500000	2.735488	0.228589	0.093321
22.500000	2.624745	0.164544	0.067175
23.500000	2.384483	0.138405	0.056504
24.500000	2.090918	0.126553	0.051665
25.500000	1.782624	0.113545	0.046355
26.500000	1.482035	0.120876	0.049347
27.500000	1.179140	0.106436	0.043452
28.500000	0.915365	0.099345	0.040558
29.500000	0.692053	0.084683	0.034572
30.500000	0.523486	0.082516	0.033687
31.500000	0.409654	0.077648	0.031700
32.500000	0.334238	0.070901	0.028945
33.500000	0.266107	0.069091	0.028206
34.500000	0.224971	0.066390	0.027104
35.500000	0.177200	0.070759	0.028887
36.500000	0.140254	0.068782	0.028080
37.500000	0.097701	0.061607	0.025151
38.500000	0.074377	0.052169	0.021298
39.500000	0.052671	0.031542	0.012877
40.500000	0.041149	0.024948	0.010185
41.500000	0.024993	0.016979	0.006932
42.500000	0.017565	0.024383	0.009954
43.500000	0.011188	0.025440	0.010386
44.500000	0.003516	0.020347	0.008307
45.500000	-0.004982	0.015285	0.006240
46.500000	-0.013146	0.012545	0.005121
47.500000	-0.020611	0.022574	0.009216
48.500000	-0.028386	0.031489	0.012855
49.500000	-0.031287	0.037059	0.015129
50.500000	-0.022893	0.052090	0.021266
51.500000	-0.024483	0.045714	0.018663
52.500000	-0.018732	0.049158	0.020069
53.500000	-0.020442	0.057537	0.023489
54.500000	-0.023628	0.059914	0.024460
55.500000	-0.021665	0.069231	0.028264
56.500000	-0.029899	0.073659	0.030071
57.500000	-0.025206	0.073639	0.030063
58.500000	-0.024042	0.068649	0.028026
59.500000	-0.022592	0.062029	0.025323
60.500000	-0.020897	0.067371	0.027504
61.500000	-0.014313	0.072937	0.029777
62.500000	0.019960	0.095949	0.039171
63.500000	0.102184	0.172683	0.070498
64.500000	0.272453	0.332118	0.135586
65.500000	0.559483	0.605788	0.247312
66.500000	1.024028	1.028991	0.420084
67.500000	1.725185	1.589981	0.649107
68.500000	2.692534	2.267504	0.925705
69.500000	3.997758	3.059894	1.249197
70.500000	5.655934	3.904440	1.593981
71.500000	7.710358	4.771885	1.948114
72.500000	10.220860	5.775897	2.358000
73.500000	12.424839	6.044717	2.467745
74.500000	14.611071	5.879584	2.400330
75.500000	15.957574	4.404322	1.798057
76.500000	17.527117	2.684609	1.095987
77.500000	18.903000	1.172364	0.478615
78.500000	19.858368	0.135338	0.055252
79.500000	19.858368	0.135338	0.055252
80.500000	19.858368	0.135338	0.055252
