x	PMF_mean	std_dev	std_error
0.500000	-8.368916	0.524752	0.214229
1.500000	-8.317743	0.520770	0.212604
2.500000	-8.185756	0.524460	0.214110
3.500000	-7.991222	0.517989	0.211468
4.500000	-7.760200	0.509108	0.207843
5.500000	-7.557298	0.515363	0.210396
6.500000	-7.473418	0.524365	0.214071
7.500000	-7.538831	0.528959	0.215946
8.500000	-7.757687	0.519371	0.212032
9.500000	-8.066582	0.522395	0.213267
10.500000	-8.359120	0.517886	0.211426
11.500000	-8.510580	0.508318	0.207520
12.500000	-8.407646	0.487852	0.199165
13.500000	-8.025164	0.472291	0.192812
14.500000	-7.312556	0.459342	0.187525
15.500000	-6.295149	0.440250	0.179731
16.500000	-4.972930	0.424741	0.173400
17.500000	-3.428050	0.393170	0.160511
18.500000	-1.798433	0.393779	0.160760
19.500000	-0.278622	0.374971	0.153081
20.500000	0.839757	0.331750	0.135436
21.500000	1.325877	0.267457	0.109189
22.500000	1.226344	0.283152	0.115596
23.500000	0.836179	0.226036	0.092279
24.500000	0.413169	0.216566	0.088413
25.500000	0.124418	0.166980	0.068169
26.500000	-0.045103	0.204873	0.083639
27.500000	-0.114806	0.196857	0.080367
28.500000	-0.068885	0.228363	0.093229
29.500000	-0.021341	0.254388	0.103853
30.500000	-0.016614	0.217924	0.088967
31.500000	0.050036	0.214358	0.087511
32.500000	0.065816	0.187599	0.076587
33.500000	0.036496	0.199995	0.081648
34.500000	0.020876	0.181450	0.074076
35.500000	0.018940	0.157188	0.064172
36.500000	0.036300	0.115850	0.047296
37.500000	-0.025183	0.096856	0.039541
38.500000	0.002206	0.059135	0.024142
39.500000	-0.004600	0.070273	0.028689
40.500000	0.055104	0.123099	0.050255
41.500000	0.011881	0.051077	0.020852
42.500000	0.013236	0.044967	0.018358
43.500000	0.000374	0.053069	0.021665
44.500000	-0.009472	0.030746	0.012552
45.500000	0.004766	0.034295	0.014001
46.500000	-0.008060	0.025835	0.010547
47.500000	-0.038074	0.084036	0.034307
48.500000	-0.016367	0.052503	0.021434
49.500000	-0.013387	0.066311	0.027071
50.500000	0.023063	0.086596	0.035352
51.500000	0.004363	0.080101	0.032701
52.500000	-0.012527	0.116190	0.047434
53.500000	-0.031620	0.112401	0.045887
54.500000	-0.023683	0.100299	0.040947
55.500000	-0.068795	0.096355	0.039337
56.500000	-0.041658	0.132353	0.054033
57.500000	-0.093015	0.140325	0.057288
58.500000	-0.088107	0.134274	0.054817
59.500000	-0.060137	0.145929	0.059575
60.500000	-0.053700	0.124216	0.050711
61.500000	-0.094984	0.145799	0.059522
62.500000	-0.012839	0.118366	0.048323
63.500000	0.044370	0.168731	0.068884
64.500000	0.260647	0.295483	0.120631
65.500000	0.676833	0.626358	0.255709
66.500000	1.374980	0.983755	0.401616
67.500000	2.427111	1.522335	0.621491
68.500000	3.922864	2.087542	0.852236
69.500000	5.880697	2.732009	1.115338
70.500000	8.165490	3.076530	1.255988
71.500000	10.537971	3.332757	1.360592
72.500000	12.111611	2.406054	0.982267
73.500000	13.716780	1.438293	0.587181
74.500000	14.190305	0.447268	0.182597
75.500000	14.190305	0.447268	0.182597
76.500000	14.190305	0.447268	0.182597
