x	PMF_mean	std_dev	std_error
0.500000	12.678062	1.178273	0.481028
1.500000	12.689034	1.082431	0.441901
2.500000	12.141381	0.836560	0.341524
3.500000	10.774184	1.008545	0.411737
4.500000	8.799491	0.899349	0.367158
5.500000	6.546835	0.763287	0.311611
6.500000	4.391072	0.660988	0.269847
7.500000	2.398790	0.596240	0.243414
8.500000	0.636227	0.547674	0.223587
9.500000	-0.815989	0.519987	0.212284
10.500000	-1.942454	0.487841	0.199160
11.500000	-2.723428	0.465482	0.190032
12.500000	-3.153594	0.442359	0.180592
13.500000	-3.244992	0.420840	0.171807
14.500000	-3.015064	0.419408	0.171223
15.500000	-2.473001	0.442530	0.180662
16.500000	-1.687216	0.435154	0.177651
17.500000	-0.732166	0.435673	0.177863
18.500000	0.269200	0.402083	0.164150
19.500000	1.136783	0.350348	0.143029
20.500000	1.580368	0.246190	0.100507
21.500000	1.558973	0.182289	0.074419
22.500000	1.222282	0.154371	0.063022
23.500000	0.847871	0.141176	0.057635
24.500000	0.506483	0.162249	0.066238
25.500000	0.262769	0.155053	0.063300
26.500000	0.106421	0.137287	0.056047
27.500000	0.025803	0.111817	0.045649
28.500000	-0.012891	0.112105	0.045767
29.500000	-0.028481	0.102518	0.041853
30.500000	-0.027583	0.092198	0.037639
31.500000	-0.017837	0.068790	0.028083
32.500000	-0.013766	0.055221	0.022544
33.500000	-0.018737	0.054645	0.022309
34.500000	-0.015454	0.051562	0.021050
35.500000	-0.018354	0.055830	0.022793
36.500000	-0.005382	0.048018	0.019603
37.500000	-0.014148	0.044477	0.018158
38.500000	-0.011404	0.053027	0.021648
39.500000	-0.009807	0.041766	0.017051
40.500000	-0.000459	0.030889	0.012611
41.500000	0.001513	0.014894	0.006081
42.500000	0.006300	0.023064	0.009416
43.500000	0.003956	0.023252	0.009493
44.500000	-0.002658	0.028031	0.011444
45.500000	0.000814	0.011637	0.004751
46.500000	0.000689	0.013123	0.005357
47.500000	-0.002108	0.020111	0.008210
48.500000	-0.001775	0.029341	0.011978
49.500000	-0.006271	0.037784	0.015425
50.500000	0.005437	0.051406	0.020986
51.500000	0.002134	0.053112	0.021683
52.500000	-0.003051	0.050985	0.020814
53.500000	0.017253	0.068097	0.027800
54.500000	0.022386	0.064868	0.026482
55.500000	0.025218	0.068792	0.028084
56.500000	0.028598	0.071244	0.029085
57.500000	0.035749	0.072429	0.029569
58.500000	0.037299	0.073927	0.030181
59.500000	0.063095	0.085262	0.034808
60.500000	0.077154	0.093638	0.038228
61.500000	0.112275	0.135570	0.055346
62.500000	0.204734	0.216668	0.088454
63.500000	0.381996	0.380373	0.155287
64.500000	0.715895	0.634379	0.258984
65.500000	1.235631	0.980877	0.400441
66.500000	2.028129	1.419981	0.579705
67.500000	3.146361	1.965515	0.802418
68.500000	4.657646	2.589811	1.057286
69.500000	6.579097	3.268669	1.334428
70.500000	9.119608	4.208798	1.718234
71.500000	11.860577	4.825920	1.970174
72.500000	14.444134	4.748833	1.938703
73.500000	16.027822	3.015003	1.230870
74.500000	17.466410	1.444608	0.589759
75.500000	18.715369	0.173220	0.070717
76.500000	18.715369	0.173220	0.070717
