x	PMF_mean	std_dev	std_error
0.500000	-20.045011	3.579602	1.461367
1.500000	-19.913104	3.583039	1.462770
2.500000	-19.648822	3.580151	1.461590
3.500000	-19.263023	3.586757	1.464287
4.500000	-18.796780	3.589530	1.465419
5.500000	-18.317221	3.590475	1.465805
6.500000	-17.903000	3.589788	1.465525
7.500000	-17.588167	3.601363	1.470250
8.500000	-17.384424	3.604082	1.471360
9.500000	-17.216075	3.588453	1.464980
10.500000	-17.000288	3.578183	1.460787
11.500000	-16.643441	3.592220	1.466518
12.500000	-16.067344	3.605247	1.471836
13.500000	-15.216186	3.620982	1.478260
14.500000	-14.051867	3.641356	1.486577
15.500000	-12.540645	3.634326	1.483707
16.500000	-10.678513	3.624953	1.479881
17.500000	-8.488313	3.629313	1.481661
18.500000	-6.119333	3.685162	1.504461
19.500000	-3.723190	3.788428	1.546619
20.500000	-1.559576	3.775187	1.541214
21.500000	0.251248	3.219329	1.314285
22.500000	1.229912	2.997305	1.223644
23.500000	1.766746	1.406281	0.574112
24.500000	1.365407	1.175849	0.480038
25.500000	0.852112	0.710010	0.289860
26.500000	0.427985	0.419551	0.171281
27.500000	0.260994	0.388461	0.158589
28.500000	0.268404	0.496994	0.202897
29.500000	0.160043	0.609121	0.248672
30.500000	0.160043	0.609121	0.248672
31.500000	0.282528	0.764824	0.312238
32.500000	0.143488	0.822424	0.335753
33.500000	0.081775	0.432546	0.176586
34.500000	0.081775	0.432546	0.176586
35.500000	0.003446	0.475267	0.194027
36.500000	0.064157	0.475669	0.194191
37.500000	-0.041278	0.291382	0.118956
38.500000	-0.016138	0.242331	0.098931
39.500000	-0.016138	0.242331	0.098931
40.500000	-0.008282	0.257671	0.105194
41.500000	-0.104997	0.341433	0.139390
42.500000	-0.015052	0.178895	0.073034
43.500000	-0.015052	0.178895	0.073034
44.500000	-0.022575	0.153282	0.062577
45.500000	0.031517	0.142566	0.058202
46.500000	0.003043	0.176572	0.072085
47.500000	0.031517	0.142566	0.058202
48.500000	0.092235	0.240494	0.098181
49.500000	0.007646	0.260722	0.106439
50.500000	0.007646	0.260722	0.106439
51.500000	-0.091469	0.382922	0.156327
52.500000	-0.073917	0.556981	0.227387
53.500000	-0.205299	0.519775	0.212197
54.500000	-0.279321	0.561875	0.229384
55.500000	-0.460932	0.615274	0.251185
56.500000	-0.347080	0.618337	0.252435
57.500000	-0.421426	0.586190	0.239311
58.500000	-0.360709	0.668681	0.272988
59.500000	-0.421426	0.586190	0.239311
60.500000	-0.396337	0.598163	0.244199
61.500000	-0.429175	0.668836	0.273051
62.500000	-0.362344	0.812892	0.331862
63.500000	-0.241141	0.949917	0.387802
64.500000	0.028494	1.198809	0.489412
65.500000	0.408233	1.495868	0.610686
66.500000	1.142490	2.161538	0.882444
67.500000	1.553612	2.408366	0.983211
68.500000	2.608756	3.502028	1.429697
69.500000	2.965312	3.313440	1.352706
70.500000	3.421266	3.222398	1.315539
71.500000	4.058598	3.449284	1.408164
72.500000	4.485691	3.579876	1.461478
73.500000	4.485691	3.579876	1.461478
74.500000	4.485691	3.579876	1.461478
