x	PMF_mean	std_dev	std_error
0.500000	19.621126	0.138647	0.056602
1.500000	19.621126	0.138647	0.056602
2.500000	19.621126	0.138647	0.056602
3.500000	19.621126	0.138647	0.056602
4.500000	19.621126	0.138647	0.056602
5.500000	19.621126	0.138647	0.056602
6.500000	19.621126	0.138647	0.056602
7.500000	19.360207	0.694186	0.283400
8.500000	17.701124	1.308145	0.534048
9.500000	15.213475	1.026953	0.419252
10.500000	12.477699	0.650575	0.265596
11.500000	10.143520	0.620995	0.253520
12.500000	8.258933	0.617030	0.251901
13.500000	6.671838	0.668180	0.272783
14.500000	5.486980	0.685758	0.279959
15.500000	4.562501	0.670807	0.273856
16.500000	3.937060	0.699079	0.285398
17.500000	3.515743	0.640565	0.261510
18.500000	3.263758	0.570606	0.232949
19.500000	3.067730	0.438368	0.178963
20.500000	2.783983	0.274111	0.111905
21.500000	2.283276	0.170384	0.069559
22.500000	1.618006	0.112950	0.046112
23.500000	0.871041	0.098217	0.040097
24.500000	0.187275	0.091622	0.037405
25.500000	-0.344723	0.097091	0.039637
26.500000	-0.643733	0.087769	0.035831
27.500000	-0.765549	0.089627	0.036590
28.500000	-0.774279	0.095479	0.038979
29.500000	-0.711470	0.105350	0.043009
30.500000	-0.587940	0.109009	0.044503
31.500000	-0.467819	0.097705	0.039888
32.500000	-0.373620	0.093663	0.038238
33.500000	-0.276931	0.069348	0.028311
34.500000	-0.214525	0.050368	0.020563
35.500000	-0.151054	0.073185	0.029878
36.500000	-0.117611	0.073828	0.030140
37.500000	-0.076548	0.058227	0.023771
38.500000	-0.054233	0.061118	0.024951
39.500000	-0.020195	0.039663	0.016192
40.500000	0.003061	0.042421	0.017318
41.500000	0.006158	0.052031	0.021242
42.500000	0.001139	0.042629	0.017403
43.500000	-0.002880	0.024455	0.009984
44.500000	-0.002883	0.021341	0.008713
45.500000	-0.013922	0.033391	0.013632
46.500000	-0.009324	0.031561	0.012885
47.500000	-0.001590	0.040272	0.016441
48.500000	0.017463	0.058793	0.024002
49.500000	0.002778	0.070162	0.028644
50.500000	-0.009163	0.080873	0.033016
51.500000	0.016199	0.063327	0.025853
52.500000	-0.001339	0.055397	0.022616
53.500000	-0.002177	0.033457	0.013659
54.500000	-0.018443	0.046445	0.018961
55.500000	-0.013019	0.065103	0.026578
56.500000	-0.003364	0.065059	0.026560
57.500000	-0.002567	0.082855	0.033825
58.500000	0.004133	0.072063	0.029420
59.500000	0.012450	0.067004	0.027354
60.500000	0.036811	0.046496	0.018982
61.500000	0.089747	0.064139	0.026185
62.500000	0.177763	0.123939	0.050598
63.500000	0.318896	0.277443	0.113265
64.500000	0.547912	0.534203	0.218088
65.500000	0.942746	0.899329	0.367150
66.500000	1.498628	1.348056	0.550342
67.500000	2.313293	1.966752	0.802923
68.500000	3.367756	2.680460	1.094293
69.500000	4.802215	3.516709	1.435691
70.500000	6.548356	4.529307	1.849082
71.500000	8.711115	5.668871	2.314307
72.500000	11.350795	6.967818	2.844600
73.500000	13.383790	6.975922	2.847908
74.500000	14.428637	5.841339	2.384716
75.500000	15.645829	4.527605	1.848387
76.500000	17.241377	2.800947	1.143482
77.500000	18.673057	1.231512	0.502763
78.500000	19.358208	0.733681	0.299524
79.500000	19.621126	0.138647	0.056602
