            z         mean           se      std_dev
     0.500000    19.189530     0.016536     0.049608
     1.500000    19.189530     0.016536     0.049608
     2.500000    19.189530     0.016536     0.049608
     3.500000    19.189530     0.016536     0.049608
     4.500000    19.189530     0.016536     0.049608
     5.500000    18.468542     0.209802     0.629406
     6.500000    15.968175     0.548408     1.645224
     7.500000    13.360786     0.681636     2.044908
     8.500000    11.005853     0.571643     1.714929
     9.500000     8.945215     0.515114     1.545342
    10.500000     6.906452     0.307469     0.922407
    11.500000     5.252701     0.263434     0.790302
    12.500000     3.813308     0.277851     0.833553
    13.500000     2.663424     0.223109     0.669327
    14.500000     1.782968     0.183847     0.551541
    15.500000     1.327898     0.206870     0.620610
    16.500000     1.098637     0.199058     0.597174
    17.500000     1.098446     0.206243     0.618729
    18.500000     1.225427     0.203237     0.609711
    19.500000     1.496810     0.170624     0.511872
    20.500000     1.813499     0.114469     0.343407
    21.500000     1.955174     0.073817     0.221451
    22.500000     1.790854     0.063434     0.190302
    23.500000     1.402726     0.057345     0.172035
    24.500000     0.949710     0.057735     0.173205
    25.500000     0.533250     0.047313     0.141939
    26.500000     0.266938     0.042938     0.128814
    27.500000     0.077493     0.035262     0.105786
    28.500000    -0.011176     0.026838     0.080514
    29.500000    -0.012733     0.027090     0.081270
    30.500000    -0.037725     0.038830     0.116490
    31.500000    -0.031323     0.030660     0.091980
    32.500000    -0.010889     0.026610     0.079830
    33.500000     0.001528     0.035007     0.105021
    34.500000     0.020316     0.036184     0.108552
    35.500000     0.028746     0.029711     0.089133
    36.500000     0.034201     0.033531     0.100593
    37.500000     0.066619     0.027797     0.083391
    38.500000     0.037786     0.035754     0.107262
    39.500000     0.037817     0.028064     0.084192
    40.500000     0.039808     0.017616     0.052848
    41.500000     0.030787     0.014278     0.042834
    42.500000     0.019936     0.008645     0.025935
    43.500000    -0.017166     0.010519     0.031557
    44.500000    -0.002314     0.011257     0.033771
    45.500000    -0.026446     0.008078     0.024234
    46.500000    -0.009239     0.010426     0.031278
    47.500000    -0.017379     0.006782     0.020346
    48.500000    -0.020485     0.013483     0.040449
    49.500000     0.002498     0.012938     0.038814
    50.500000     0.013526     0.010219     0.030657
    51.500000     0.019212     0.018179     0.054537
    52.500000     0.036776     0.018830     0.056490
    53.500000     0.017945     0.023005     0.069015
    54.500000     0.015451     0.023434     0.070302
    55.500000     0.017393     0.022515     0.067545
    56.500000    -0.012293     0.027404     0.082212
    57.500000     0.013604     0.025672     0.077016
    58.500000     0.007639     0.033670     0.101010
    59.500000    -0.022231     0.031962     0.095886
    60.500000     0.014925     0.024416     0.073248
    61.500000     0.074994     0.034914     0.104742
    62.500000     0.195012     0.040587     0.121761
    63.500000     0.363989     0.041142     0.123426
    64.500000     0.605150     0.060973     0.182919
    65.500000     0.957322     0.067239     0.201717
    66.500000     1.317540     0.076647     0.229941
    67.500000     1.721241     0.070036     0.210108
    68.500000     2.233244     0.089413     0.268239
    69.500000     2.868633     0.119790     0.359370
    70.500000     3.743369     0.173879     0.521637
    71.500000     4.975148     0.212785     0.638355
    72.500000     6.606402     0.248791     0.746373
    73.500000     6.848468     0.298382     0.895146
    74.500000     9.394020     0.312300     0.936900
    75.500000    12.743389     0.421655     1.264965
    76.500000    16.329912     0.529194     1.587582
    77.500000    18.837489     0.237521     0.712563
    78.500000    18.968858     0.213456     0.640368
