            z         mean           se      std_dev
     0.500000    10.258206     0.412495     1.237485
     1.500000     9.980071     0.432914     1.298742
     2.500000     8.602800     0.656613     1.969839
     3.500000     5.488872     0.643921     1.931763
     4.500000     1.481424     0.627445     1.882335
     5.500000    -1.978155     0.533135     1.599405
     6.500000    -5.018128     0.488636     1.465908
     7.500000    -7.646488     0.475777     1.427331
     8.500000    -9.831190     0.454000     1.362000
     9.500000   -11.557801     0.437528     1.312584
    10.500000   -12.836826     0.423770     1.271310
    11.500000   -13.648108     0.420400     1.261200
    12.500000   -14.046211     0.422212     1.266636
    13.500000   -14.028922     0.419916     1.259748
    14.500000   -13.570597     0.422349     1.267047
    15.500000   -12.707221     0.423878     1.271634
    16.500000   -11.519003     0.420766     1.262298
    17.500000   -10.031382     0.427724     1.283172
    18.500000    -8.298372     0.418682     1.256046
    19.500000    -6.432643     0.397250     1.191750
    20.500000    -4.375134     0.410729     1.232187
    21.500000    -2.520759     0.395663     1.186989
    22.500000    -0.956131     0.399499     1.198497
    23.500000    -0.000718     0.329863     0.989589
    24.500000     0.266016     0.398828     1.196484
    25.500000     0.156689     0.308260     0.924780
    26.500000     0.128593     0.268000     0.804000
    27.500000     0.225844     0.260309     0.780927
    28.500000     0.140966     0.277119     0.831357
    29.500000     0.119983     0.256830     0.770490
    30.500000     0.249444     0.264402     0.793206
    31.500000     0.279220     0.292904     0.878712
    32.500000     0.239860     0.326251     0.978753
    33.500000     0.101960     0.265033     0.795099
    34.500000     0.177588     0.191918     0.575754
    35.500000     0.270907     0.267523     0.802569
    36.500000     0.130252     0.194271     0.582813
    37.500000     0.045122     0.152159     0.456477
    38.500000    -0.005154     0.192041     0.576123
    39.500000     0.022982     0.173146     0.519438
    40.500000     0.128192     0.116698     0.350094
    41.500000    -0.063243     0.113377     0.340131
    42.500000    -0.054938     0.041767     0.125301
    43.500000     0.009820     0.063443     0.190329
    44.500000    -0.050656     0.049225     0.147675
    45.500000    -0.057002     0.057795     0.173385
    46.500000     0.060446     0.085186     0.255558
    47.500000    -0.108214     0.089932     0.269796
    48.500000     0.044909     0.135191     0.405573
    49.500000     0.090685     0.101509     0.304527
    50.500000    -0.070384     0.086258     0.258774
    51.500000    -0.142931     0.121474     0.364422
    52.500000    -0.157104     0.147517     0.442551
    53.500000    -0.098570     0.149095     0.447285
    54.500000    -0.082985     0.157263     0.471789
    55.500000    -0.074166     0.154748     0.464244
    56.500000    -0.042441     0.185176     0.555528
    57.500000     0.082748     0.190911     0.572733
    58.500000     0.348655     0.196693     0.590079
    59.500000     0.806910     0.293907     0.881721
    60.500000     1.422096     0.273036     0.819108
    61.500000     1.738135     0.303733     0.911199
    62.500000     2.252314     0.270999     0.812997
    63.500000     2.632077     0.370989     1.112967
    64.500000     3.696039     0.332527     0.997581
    65.500000     5.447592     0.549989     1.649967
    66.500000     5.027506     0.560377     1.681131
    67.500000     7.704209     0.456427     1.369281
    68.500000     9.303554     0.645219     1.935657
    69.500000    10.064114     0.345339     1.036017
