            z         mean           se      std_dev
   -69.500000     0.000004     0.000002     0.000006
   -68.500000     0.000012     0.000004     0.000012
   -67.500000     0.000051     0.000009     0.000027
   -66.500000     0.000189     0.000031     0.000093
   -65.500000     0.000530     0.000068     0.000204
   -64.500000     0.001170     0.000120     0.000360
   -63.500000     0.002093     0.000176     0.000528
   -62.500000     0.003195     0.000206     0.000618
   -61.500000     0.004131     0.000211     0.000633
   -60.500000     0.004820     0.000225     0.000675
   -59.500000     0.005260     0.000163     0.000489
   -58.500000     0.005392     0.000180     0.000540
   -57.500000     0.005487     0.000174     0.000522
   -56.500000     0.005511     0.000177     0.000531
   -55.500000     0.005414     0.000150     0.000450
   -54.500000     0.005407     0.000159     0.000477
   -53.500000     0.005420     0.000172     0.000516
   -52.500000     0.005449     0.000154     0.000462
   -51.500000     0.005413     0.000193     0.000579
   -50.500000     0.005462     0.000122     0.000366
   -49.500000     0.005420     0.000121     0.000363
   -48.500000     0.005391     0.000158     0.000474
   -47.500000     0.005401     0.000164     0.000492
   -46.500000     0.005329     0.000157     0.000471
   -45.500000     0.005387     0.000157     0.000471
   -44.500000     0.005451     0.000174     0.000522
   -43.500000     0.005427     0.000177     0.000531
   -42.500000     0.005384     0.000163     0.000489
   -41.500000     0.005371     0.000180     0.000540
   -40.500000     0.005321     0.000200     0.000600
   -39.500000     0.005340     0.000209     0.000627
   -38.500000     0.005307     0.000208     0.000624
   -37.500000     0.005424     0.000214     0.000642
   -36.500000     0.005422     0.000198     0.000594
   -35.500000     0.005372     0.000209     0.000627
   -34.500000     0.005355     0.000167     0.000501
   -33.500000     0.005401     0.000164     0.000492
   -32.500000     0.005368     0.000159     0.000477
   -31.500000     0.005447     0.000154     0.000462
   -30.500000     0.005559     0.000124     0.000372
   -29.500000     0.005526     0.000147     0.000441
   -28.500000     0.005555     0.000139     0.000417
   -27.500000     0.005455     0.000139     0.000417
   -26.500000     0.005351     0.000151     0.000453
   -25.500000     0.005048     0.000131     0.000393
   -24.500000     0.004582     0.000140     0.000420
   -23.500000     0.003872     0.000121     0.000363
   -22.500000     0.003281     0.000132     0.000396
   -21.500000     0.002861     0.000152     0.000456
   -20.500000     0.002927     0.000175     0.000525
   -19.500000     0.003828     0.000232     0.000696
   -18.500000     0.005808     0.000257     0.000771
   -17.500000     0.009770     0.000420     0.001260
   -16.500000     0.016004     0.000648     0.001944
   -15.500000     0.023822     0.000875     0.002625
   -14.500000     0.031984     0.000999     0.002997
   -13.500000     0.038225     0.001235     0.003705
   -12.500000     0.040487     0.001487     0.004461
   -11.500000     0.037018     0.001424     0.004272
   -10.500000     0.028978     0.001036     0.003108
    -9.500000     0.019878     0.000739     0.002217
    -8.500000     0.012385     0.000460     0.001380
    -7.500000     0.006858     0.000307     0.000921
    -6.500000     0.003311     0.000173     0.000519
    -5.500000     0.001345     0.000077     0.000231
    -4.500000     0.000530     0.000034     0.000102
    -3.500000     0.000192     0.000018     0.000054
    -2.500000     0.000119     0.000014     0.000042
    -1.500000     0.000106     0.000012     0.000036
    -0.500000     0.000107     0.000016     0.000048
     0.500000     0.000103     0.000021     0.000063
     1.500000     0.000107     0.000025     0.000075
     2.500000     0.000140     0.000022     0.000066
     3.500000     0.000243     0.000031     0.000093
     4.500000     0.000535     0.000052     0.000156
     5.500000     0.001256     0.000075     0.000225
     6.500000     0.002925     0.000120     0.000360
     7.500000     0.006263     0.000240     0.000720
     8.500000     0.011910     0.000493     0.001479
     9.500000     0.019284     0.000793     0.002379
    10.500000     0.027860     0.001029     0.003087
    11.500000     0.035365     0.001083     0.003249
    12.500000     0.038492     0.001014     0.003042
    13.500000     0.035904     0.000961     0.002883
    14.500000     0.029076     0.000930     0.002790
    15.500000     0.020717     0.000607     0.001821
    16.500000     0.013240     0.000489     0.001467
    17.500000     0.008010     0.000341     0.001023
    18.500000     0.004976     0.000252     0.000756
    19.500000     0.003220     0.000197     0.000591
    20.500000     0.002395     0.000149     0.000447
    21.500000     0.002505     0.000142     0.000426
    22.500000     0.003032     0.000121     0.000363
    23.500000     0.003730     0.000089     0.000267
    24.500000     0.004356     0.000106     0.000318
