            z         mean           se      std_dev
     0.500000   -23.182724     0.717633     2.152899
     1.500000   -23.092199     0.719702     2.159106
     2.500000   -22.875251     0.720099     2.160297
     3.500000   -22.514564     0.717386     2.152158
     4.500000   -22.062234     0.707060     2.121180
     5.500000   -21.608363     0.702230     2.106690
     6.500000   -21.232822     0.698197     2.094591
     7.500000   -20.958512     0.692781     2.078343
     8.500000   -20.807729     0.685991     2.057973
     9.500000   -20.712917     0.683953     2.051859
    10.500000   -20.554486     0.692215     2.076645
    11.500000   -20.213690     0.681789     2.045367
    12.500000   -19.535173     0.681425     2.044275
    13.500000   -18.493908     0.680174     2.040522
    14.500000   -17.142916     0.667779     2.003337
    15.500000   -15.429341     0.649422     1.948266
    16.500000   -13.323259     0.583510     1.750530
    17.500000   -10.865051     0.566435     1.699305
    18.500000    -8.117654     0.648667     1.946001
    19.500000    -5.357176     0.779666     2.338998
    20.500000    -2.603997     0.800223     2.400669
    21.500000    -0.685011     0.514154     1.542462
    22.500000    -0.408124     0.605681     1.817043
    23.500000    -0.490078     0.576453     1.729359
    24.500000    -0.191980     0.388048     1.164144
    25.500000     0.076958     0.408141     1.224423
    26.500000     0.098295     0.327155     0.981465
    27.500000     0.445577     0.445577     1.336731
    28.500000     0.240485     0.240485     0.721455
    29.500000     0.083770     0.083770     0.251310
    30.500000     0.071723     0.071723     0.215169
    31.500000     0.149354     0.149354     0.448062
    32.500000     0.096358     0.096358     0.289074
    33.500000     0.287267     0.287267     0.861801
    34.500000     0.060173     0.060173     0.180519
    35.500000     0.013391     0.013391     0.040173
    36.500000    -0.054315     0.054315     0.162945
    37.500000    -0.059898     0.059898     0.179694
    38.500000    -0.038861     0.038861     0.116583
    39.500000    -0.038861     0.038861     0.116583
    40.500000    -0.074262     0.074262     0.222786
    41.500000    -0.038861     0.038861     0.116583
    42.500000    -0.038861     0.038861     0.116583
    43.500000     0.011008     0.011008     0.033024
    44.500000    -0.030802     0.030802     0.092406
    45.500000     0.023133     0.023133     0.069399
    46.500000    -0.013952     0.013952     0.041856
    47.500000     0.003977     0.003977     0.011931
    48.500000     0.049081     0.049081     0.147243
    49.500000     0.109539     0.109539     0.328617
    50.500000     0.071723     0.071723     0.215169
    51.500000     0.083770     0.083770     0.251310
    52.500000     0.030668     0.030668     0.092004
    53.500000     0.051813     0.051813     0.155439
    54.500000     0.137922     0.137922     0.413766
    55.500000     0.086864     0.086864     0.260592
    56.500000     0.096358     0.096358     0.289074
    57.500000    -0.005131     0.005131     0.015393
    58.500000    -0.081177     0.081177     0.243531
    59.500000    -0.022503     0.022503     0.067509
    60.500000    -0.087925     0.087925     0.263775
    61.500000     0.001672     0.001672     0.005016
    62.500000     0.001672     0.001672     0.005016
    63.500000     0.011008     0.011008     0.033024
    64.500000     0.134213     0.134213     0.402639
    65.500000     0.149354     0.149354     0.448062
    66.500000     0.214775     0.214775     0.644325
    67.500000     0.200411     0.200411     0.601233
    68.500000     0.307043     0.307043     0.921129
    69.500000     0.434594     0.434594     1.303782
    70.500000     0.481375     0.481375     1.444125
    71.500000     0.359470     0.359470     1.078410
    72.500000     0.262900     0.262900     0.788700
    73.500000     0.359470     0.359470     1.078410
