z_center	theta_center	count	angle_type
-67.015882	1.822217	0	theta2
-67.015882	5.415517	0	theta2
-67.015882	9.008817	0	theta2
-67.015882	12.602118	0	theta2
-67.015882	16.195418	0	theta2
-67.015882	19.788718	0	theta2
-67.015882	23.382019	0	theta2
-67.015882	26.975319	0	theta2
-67.015882	30.568619	0	theta2
-67.015882	34.161920	0	theta2
-67.015882	37.755220	0	theta2
-67.015882	41.348521	0	theta2
-67.015882	44.941821	0	theta2
-67.015882	48.535121	0	theta2
-67.015882	52.128422	0	theta2
-67.015882	55.721722	0	theta2
-67.015882	59.315022	0	theta2
-67.015882	62.908323	0	theta2
-67.015882	66.501623	0	theta2
-67.015882	70.094923	0	theta2
-67.015882	73.688224	2	theta2
-67.015882	77.281524	0	theta2
-67.015882	80.874825	3	theta2
-67.015882	84.468125	0	theta2
-67.015882	88.061425	0	theta2
-67.015882	91.654726	0	theta2
-67.015882	95.248026	2	theta2
-67.015882	98.841326	0	theta2
-67.015882	102.434627	1	theta2
-67.015882	106.027927	0	theta2
-67.015882	109.621227	0	theta2
-67.015882	113.214528	0	theta2
-67.015882	116.807828	1	theta2
-67.015882	120.401129	0	theta2
-67.015882	123.994429	0	theta2
-67.015882	127.587729	0	theta2
-67.015882	131.181030	0	theta2
-67.015882	134.774330	0	theta2
-67.015882	138.367630	0	theta2
-67.015882	141.960931	0	theta2
-67.015882	145.554231	0	theta2
-67.015882	149.147531	0	theta2
-67.015882	152.740832	0	theta2
-67.015882	156.334132	0	theta2
-67.015882	159.927432	0	theta2
-67.015882	163.520733	0	theta2
-67.015882	167.114033	0	theta2
-67.015882	170.707334	0	theta2
-67.015882	174.300634	0	theta2
-67.015882	177.893934	0	theta2
-64.215387	1.822217	0	theta2
-64.215387	5.415517	0	theta2
-64.215387	9.008817	0	theta2
-64.215387	12.602118	0	theta2
-64.215387	16.195418	0	theta2
-64.215387	19.788718	1	theta2
-64.215387	23.382019	0	theta2
-64.215387	26.975319	1	theta2
-64.215387	30.568619	1	theta2
-64.215387	34.161920	3	theta2
-64.215387	37.755220	1	theta2
-64.215387	41.348521	1	theta2
-64.215387	44.941821	1	theta2
-64.215387	48.535121	8	theta2
-64.215387	52.128422	3	theta2
-64.215387	55.721722	5	theta2
-64.215387	59.315022	3	theta2
-64.215387	62.908323	4	theta2
-64.215387	66.501623	6	theta2
-64.215387	70.094923	4	theta2
-64.215387	73.688224	6	theta2
-64.215387	77.281524	5	theta2
-64.215387	80.874825	10	theta2
-64.215387	84.468125	9	theta2
-64.215387	88.061425	11	theta2
-64.215387	91.654726	13	theta2
-64.215387	95.248026	11	theta2
-64.215387	98.841326	9	theta2
-64.215387	102.434627	9	theta2
-64.215387	106.027927	5	theta2
-64.215387	109.621227	6	theta2
-64.215387	113.214528	3	theta2
-64.215387	116.807828	8	theta2
-64.215387	120.401129	3	theta2
-64.215387	123.994429	3	theta2
-64.215387	127.587729	1	theta2
-64.215387	131.181030	2	theta2
-64.215387	134.774330	2	theta2
-64.215387	138.367630	1	theta2
-64.215387	141.960931	0	theta2
-64.215387	145.554231	1	theta2
-64.215387	149.147531	2	theta2
-64.215387	152.740832	1	theta2
-64.215387	156.334132	0	theta2
-64.215387	159.927432	0	theta2
-64.215387	163.520733	0	theta2
-64.215387	167.114033	0	theta2
-64.215387	170.707334	1	theta2
-64.215387	174.300634	0	theta2
-64.215387	177.893934	0	theta2
-61.414891	1.822217	1	theta2
-61.414891	5.415517	1	theta2
-61.414891	9.008817	3	theta2
-61.414891	12.602118	1	theta2
-61.414891	16.195418	7	theta2
-61.414891	19.788718	5	theta2
-61.414891	23.382019	5	theta2
-61.414891	26.975319	20	theta2
-61.414891	30.568619	18	theta2
-61.414891	34.161920	16	theta2
-61.414891	37.755220	23	theta2
-61.414891	41.348521	21	theta2
-61.414891	44.941821	21	theta2
-61.414891	48.535121	27	theta2
-61.414891	52.128422	27	theta2
-61.414891	55.721722	35	theta2
-61.414891	59.315022	28	theta2
-61.414891	62.908323	28	theta2
-61.414891	66.501623	35	theta2
-61.414891	70.094923	37	theta2
-61.414891	73.688224	33	theta2
-61.414891	77.281524	41	theta2
-61.414891	80.874825	44	theta2
-61.414891	84.468125	27	theta2
-61.414891	88.061425	35	theta2
-61.414891	91.654726	34	theta2
-61.414891	95.248026	25	theta2
-61.414891	98.841326	34	theta2
-61.414891	102.434627	26	theta2
-61.414891	106.027927	28	theta2
-61.414891	109.621227	38	theta2
-61.414891	113.214528	24	theta2
-61.414891	116.807828	20	theta2
-61.414891	120.401129	21	theta2
-61.414891	123.994429	26	theta2
-61.414891	127.587729	16	theta2
-61.414891	131.181030	15	theta2
-61.414891	134.774330	16	theta2
-61.414891	138.367630	11	theta2
-61.414891	141.960931	9	theta2
-61.414891	145.554231	5	theta2
-61.414891	149.147531	5	theta2
-61.414891	152.740832	9	theta2
-61.414891	156.334132	3	theta2
-61.414891	159.927432	7	theta2
-61.414891	163.520733	4	theta2
-61.414891	167.114033	5	theta2
-61.414891	170.707334	4	theta2
-61.414891	174.300634	3	theta2
-61.414891	177.893934	0	theta2
-58.614395	1.822217	5	theta2
-58.614395	5.415517	6	theta2
-58.614395	9.008817	6	theta2
-58.614395	12.602118	3	theta2
-58.614395	16.195418	14	theta2
-58.614395	19.788718	9	theta2
-58.614395	23.382019	22	theta2
-58.614395	26.975319	32	theta2
-58.614395	30.568619	19	theta2
-58.614395	34.161920	34	theta2
-58.614395	37.755220	36	theta2
-58.614395	41.348521	43	theta2
-58.614395	44.941821	34	theta2
-58.614395	48.535121	36	theta2
-58.614395	52.128422	39	theta2
-58.614395	55.721722	42	theta2
-58.614395	59.315022	36	theta2
-58.614395	62.908323	41	theta2
-58.614395	66.501623	55	theta2
-58.614395	70.094923	47	theta2
-58.614395	73.688224	57	theta2
-58.614395	77.281524	46	theta2
-58.614395	80.874825	60	theta2
-58.614395	84.468125	48	theta2
-58.614395	88.061425	45	theta2
-58.614395	91.654726	47	theta2
-58.614395	95.248026	53	theta2
-58.614395	98.841326	54	theta2
-58.614395	102.434627	56	theta2
-58.614395	106.027927	50	theta2
-58.614395	109.621227	49	theta2
-58.614395	113.214528	46	theta2
-58.614395	116.807828	44	theta2
-58.614395	120.401129	39	theta2
-58.614395	123.994429	41	theta2
-58.614395	127.587729	38	theta2
-58.614395	131.181030	36	theta2
-58.614395	134.774330	38	theta2
-58.614395	138.367630	31	theta2
-58.614395	141.960931	34	theta2
-58.614395	145.554231	31	theta2
-58.614395	149.147531	14	theta2
-58.614395	152.740832	18	theta2
-58.614395	156.334132	17	theta2
-58.614395	159.927432	17	theta2
-58.614395	163.520733	11	theta2
-58.614395	167.114033	6	theta2
-58.614395	170.707334	5	theta2
-58.614395	174.300634	7	theta2
-58.614395	177.893934	1	theta2
-55.813900	1.822217	6	theta2
-55.813900	5.415517	5	theta2
-55.813900	9.008817	8	theta2
-55.813900	12.602118	10	theta2
