z_center	theta_center	count	angle_type
-62.709853	1.820974	0	theta2
-62.709853	5.416161	0	theta2
-62.709853	9.011348	0	theta2
-62.709853	12.606536	0	theta2
-62.709853	16.201723	0	theta2
-62.709853	19.796910	0	theta2
-62.709853	23.392097	0	theta2
-62.709853	26.987285	0	theta2
-62.709853	30.582472	0	theta2
-62.709853	34.177659	0	theta2
-62.709853	37.772846	1	theta2
-62.709853	41.368034	1	theta2
-62.709853	44.963221	0	theta2
-62.709853	48.558408	0	theta2
-62.709853	52.153596	0	theta2
-62.709853	55.748783	0	theta2
-62.709853	59.343970	4	theta2
-62.709853	62.939157	0	theta2
-62.709853	66.534345	1	theta2
-62.709853	70.129532	2	theta2
-62.709853	73.724719	0	theta2
-62.709853	77.319906	3	theta2
-62.709853	80.915094	1	theta2
-62.709853	84.510281	1	theta2
-62.709853	88.105468	0	theta2
-62.709853	91.700655	2	theta2
-62.709853	95.295843	1	theta2
-62.709853	98.891030	1	theta2
-62.709853	102.486217	3	theta2
-62.709853	106.081404	4	theta2
-62.709853	109.676592	3	theta2
-62.709853	113.271779	3	theta2
-62.709853	116.866966	2	theta2
-62.709853	120.462153	1	theta2
-62.709853	124.057341	0	theta2
-62.709853	127.652528	2	theta2
-62.709853	131.247715	0	theta2
-62.709853	134.842903	0	theta2
-62.709853	138.438090	2	theta2
-62.709853	142.033277	1	theta2
-62.709853	145.628464	0	theta2
-62.709853	149.223652	1	theta2
-62.709853	152.818839	1	theta2
-62.709853	156.414026	0	theta2
-62.709853	160.009213	0	theta2
-62.709853	163.604401	1	theta2
-62.709853	167.199588	0	theta2
-62.709853	170.794775	0	theta2
-62.709853	174.389962	0	theta2
-62.709853	177.985150	0	theta2
-60.038173	1.820974	0	theta2
-60.038173	5.416161	3	theta2
-60.038173	9.011348	0	theta2
-60.038173	12.606536	3	theta2
-60.038173	16.201723	1	theta2
-60.038173	19.796910	1	theta2
-60.038173	23.392097	6	theta2
-60.038173	26.987285	0	theta2
-60.038173	30.582472	5	theta2
-60.038173	34.177659	4	theta2
-60.038173	37.772846	8	theta2
-60.038173	41.368034	9	theta2
-60.038173	44.963221	3	theta2
-60.038173	48.558408	9	theta2
-60.038173	52.153596	5	theta2
-60.038173	55.748783	5	theta2
-60.038173	59.343970	7	theta2
-60.038173	62.939157	13	theta2
-60.038173	66.534345	8	theta2
-60.038173	70.129532	9	theta2
-60.038173	73.724719	4	theta2
-60.038173	77.319906	14	theta2
-60.038173	80.915094	12	theta2
-60.038173	84.510281	9	theta2
-60.038173	88.105468	16	theta2
-60.038173	91.700655	13	theta2
-60.038173	95.295843	10	theta2
-60.038173	98.891030	14	theta2
-60.038173	102.486217	10	theta2
-60.038173	106.081404	13	theta2
-60.038173	109.676592	13	theta2
-60.038173	113.271779	9	theta2
-60.038173	116.866966	8	theta2
-60.038173	120.462153	16	theta2
-60.038173	124.057341	6	theta2
-60.038173	127.652528	8	theta2
-60.038173	131.247715	13	theta2
-60.038173	134.842903	7	theta2
-60.038173	138.438090	10	theta2
-60.038173	142.033277	5	theta2
-60.038173	145.628464	6	theta2
-60.038173	149.223652	5	theta2
-60.038173	152.818839	2	theta2
-60.038173	156.414026	7	theta2
-60.038173	160.009213	1	theta2
-60.038173	163.604401	3	theta2
-60.038173	167.199588	1	theta2
-60.038173	170.794775	0	theta2
-60.038173	174.389962	0	theta2
-60.038173	177.985150	0	theta2
-57.366493	1.820974	0	theta2
-57.366493	5.416161	3	theta2
-57.366493	9.011348	3	theta2
-57.366493	12.606536	4	theta2
-57.366493	16.201723	6	theta2
-57.366493	19.796910	5	theta2
-57.366493	23.392097	13	theta2
-57.366493	26.987285	7	theta2
-57.366493	30.582472	9	theta2
-57.366493	34.177659	12	theta2
-57.366493	37.772846	15	theta2
-57.366493	41.368034	20	theta2
-57.366493	44.963221	17	theta2
-57.366493	48.558408	19	theta2
-57.366493	52.153596	11	theta2
-57.366493	55.748783	14	theta2
-57.366493	59.343970	28	theta2
-57.366493	62.939157	15	theta2
-57.366493	66.534345	21	theta2
-57.366493	70.129532	16	theta2
-57.366493	73.724719	23	theta2
-57.366493	77.319906	14	theta2
-57.366493	80.915094	24	theta2
-57.366493	84.510281	25	theta2
-57.366493	88.105468	14	theta2
-57.366493	91.700655	19	theta2
-57.366493	95.295843	23	theta2
-57.366493	98.891030	27	theta2
-57.366493	102.486217	22	theta2
-57.366493	106.081404	11	theta2
-57.366493	109.676592	26	theta2
-57.366493	113.271779	12	theta2
-57.366493	116.866966	19	theta2
-57.366493	120.462153	19	theta2
-57.366493	124.057341	18	theta2
-57.366493	127.652528	23	theta2
-57.366493	131.247715	22	theta2
-57.366493	134.842903	17	theta2
-57.366493	138.438090	15	theta2
-57.366493	142.033277	18	theta2
-57.366493	145.628464	13	theta2
-57.366493	149.223652	13	theta2
-57.366493	152.818839	13	theta2
-57.366493	156.414026	8	theta2
-57.366493	160.009213	9	theta2
-57.366493	163.604401	5	theta2
-57.366493	167.199588	4	theta2
-57.366493	170.794775	5	theta2
-57.366493	174.389962	3	theta2
-57.366493	177.985150	0	theta2
-54.694813	1.820974	0	theta2
-54.694813	5.416161	1	theta2
-54.694813	9.011348	3	theta2
-54.694813	12.606536	7	theta2
-54.694813	16.201723	13	theta2
-54.694813	19.796910	12	theta2
-54.694813	23.392097	11	theta2
-54.694813	26.987285	6	theta2
-54.694813	30.582472	18	theta2
-54.694813	34.177659	14	theta2
-54.694813	37.772846	12	theta2
-54.694813	41.368034	15	theta2
-54.694813	44.963221	14	theta2
-54.694813	48.558408	20	theta2
-54.694813	52.153596	15	theta2
-54.694813	55.748783	25	theta2
-54.694813	59.343970	19	theta2
-54.694813	62.939157	23	theta2
