            z         mean           se      std_dev
     0.500000    17.277907     0.558886     1.676658
     1.500000    16.975384     0.611877     1.835631
     2.500000    16.889629     0.601845     1.805535
     3.500000    17.027667     0.599397     1.798191
     4.500000    17.066704     0.471695     1.415085
     5.500000    16.828429     0.490968     1.472904
     6.500000    15.597253     0.519666     1.558998
     7.500000    13.727791     0.472987     1.418961
     8.500000    11.125846     0.338693     1.016079
     9.500000     8.715197     0.290986     0.872958
    10.500000     6.578989     0.195472     0.586416
    11.500000     4.946310     0.136622     0.409866
    12.500000     3.771600     0.119914     0.359742
    13.500000     2.979465     0.108695     0.326085
    14.500000     2.581169     0.070735     0.212205
    15.500000     2.434435     0.073365     0.220095
    16.500000     2.558932     0.066231     0.198693
    17.500000     2.811456     0.087267     0.261801
    18.500000     3.042797     0.084561     0.253683
    19.500000     3.103204     0.070852     0.212556
    20.500000     2.973448     0.031455     0.094365
    21.500000     2.515830     0.036143     0.108429
    22.500000     1.964962     0.029748     0.089244
    23.500000     1.408192     0.026000     0.078000
    24.500000     0.958509     0.025157     0.075471
    25.500000     0.605230     0.025140     0.075420
    26.500000     0.360455     0.020355     0.061065
    27.500000     0.202002     0.023186     0.069558
    28.500000     0.083859     0.019616     0.058848
    29.500000     0.030122     0.019609     0.058827
    30.500000     0.003065     0.019363     0.058089
    31.500000    -0.018865     0.015644     0.046932
    32.500000    -0.029511     0.011972     0.035916
    33.500000    -0.009688     0.013595     0.040785
    34.500000    -0.015936     0.010260     0.030780
    35.500000    -0.018091     0.019085     0.057255
    36.500000    -0.026261     0.015534     0.046602
    37.500000    -0.015778     0.009760     0.029280
    38.500000    -0.008787     0.016389     0.049167
    39.500000    -0.000598     0.011701     0.035103
    40.500000    -0.004997     0.011782     0.035346
    41.500000     0.012653     0.008829     0.026487
    42.500000    -0.018053     0.005191     0.015573
    43.500000     0.003376     0.010232     0.030696
    44.500000     0.003858     0.004978     0.014934
    45.500000    -0.001557     0.010943     0.032829
    46.500000    -0.001678     0.009427     0.028281
    47.500000    -0.017901     0.005723     0.017169
    48.500000     0.008456     0.010308     0.030924
    49.500000     0.015843     0.006752     0.020256
    50.500000     0.007143     0.013359     0.040077
    51.500000     0.011198     0.014065     0.042195
    52.500000    -0.002592     0.016517     0.049551
    53.500000    -0.007450     0.019502     0.058506
    54.500000     0.006761     0.020874     0.062622
    55.500000     0.008551     0.021458     0.064374
    56.500000    -0.014861     0.018178     0.054534
    57.500000     0.001659     0.016210     0.048630
    58.500000     0.011929     0.024935     0.074805
    59.500000     0.002905     0.028074     0.084222
    60.500000    -0.004730     0.029521     0.088563
    61.500000     0.012731     0.034685     0.104055
    62.500000     0.027872     0.037601     0.112803
    63.500000     0.035754     0.032862     0.098586
    64.500000     0.094745     0.042221     0.126663
    65.500000     0.227900     0.048391     0.145173
    66.500000     0.474026     0.054666     0.163998
    67.500000     0.921956     0.069428     0.208284
    68.500000     1.640848     0.092828     0.278484
    69.500000     2.580055     0.109612     0.328836
    70.500000     3.914716     0.136482     0.409446
    71.500000     5.585800     0.167678     0.503034
    72.500000     7.561983     0.174091     0.522273
    73.500000    10.158603     0.225197     0.675591
    74.500000    13.025344     0.322645     0.967935
    75.500000    16.044231     0.371596     1.114788
    76.500000    17.898735     0.369923     1.109769
    77.500000    19.048353     0.126128     0.378384
