            z         mean           se      std_dev
   -72.500000     0.000000     0.000000     0.000000
   -71.500000     0.000003     0.000001     0.000003
   -70.500000     0.000010     0.000003     0.000009
   -69.500000     0.000034     0.000003     0.000009
   -68.500000     0.000110     0.000009     0.000027
   -67.500000     0.000270     0.000029     0.000087
   -66.500000     0.000503     0.000064     0.000192
   -65.500000     0.000775     0.000086     0.000258
   -64.500000     0.001045     0.000122     0.000366
   -63.500000     0.001185     0.000133     0.000399
   -62.500000     0.001275     0.000144     0.000432
   -61.500000     0.001338     0.000152     0.000456
   -60.500000     0.001314     0.000161     0.000483
   -59.500000     0.001323     0.000149     0.000447
   -58.500000     0.001317     0.000159     0.000477
   -57.500000     0.001314     0.000146     0.000438
   -56.500000     0.001298     0.000157     0.000471
   -55.500000     0.001272     0.000152     0.000456
   -54.500000     0.001305     0.000149     0.000447
   -53.500000     0.001265     0.000152     0.000456
   -52.500000     0.001274     0.000152     0.000456
   -51.500000     0.001252     0.000157     0.000471
   -50.500000     0.001275     0.000147     0.000441
   -49.500000     0.001273     0.000162     0.000486
   -48.500000     0.001257     0.000143     0.000429
   -47.500000     0.001301     0.000163     0.000489
   -46.500000     0.001248     0.000139     0.000417
   -45.500000     0.001260     0.000139     0.000417
   -44.500000     0.001261     0.000150     0.000450
   -43.500000     0.001271     0.000141     0.000423
   -42.500000     0.001246     0.000134     0.000402
   -41.500000     0.001249     0.000135     0.000405
   -40.500000     0.001232     0.000128     0.000384
   -39.500000     0.001276     0.000149     0.000447
   -38.500000     0.001258     0.000143     0.000429
   -37.500000     0.001242     0.000133     0.000399
   -36.500000     0.001198     0.000125     0.000375
   -35.500000     0.001230     0.000127     0.000381
   -34.500000     0.001195     0.000134     0.000402
   -33.500000     0.001217     0.000133     0.000399
   -32.500000     0.001188     0.000127     0.000381
   -31.500000     0.001207     0.000126     0.000378
   -30.500000     0.001217     0.000131     0.000393
   -29.500000     0.001245     0.000132     0.000396
   -28.500000     0.001285     0.000130     0.000390
   -27.500000     0.001266     0.000134     0.000402
   -26.500000     0.001267     0.000136     0.000408
   -25.500000     0.001193     0.000139     0.000417
   -24.500000     0.001041     0.000122     0.000366
   -23.500000     0.000881     0.000110     0.000330
   -22.500000     0.000734     0.000087     0.000261
   -21.500000     0.000713     0.000078     0.000234
   -20.500000     0.000828     0.000071     0.000213
   -19.500000     0.001213     0.000071     0.000213
   -18.500000     0.002190     0.000121     0.000363
   -17.500000     0.004086     0.000165     0.000495
   -16.500000     0.007723     0.000244     0.000732
   -15.500000     0.013209     0.000372     0.001116
   -14.500000     0.020139     0.000472     0.001416
   -13.500000     0.027071     0.000483     0.001449
   -12.500000     0.031556     0.000417     0.001251
   -11.500000     0.033094     0.000440     0.001320
   -10.500000     0.031071     0.000500     0.001500
    -9.500000     0.027573     0.000437     0.001311
    -8.500000     0.024423     0.000413     0.001239
    -7.500000     0.022422     0.000432     0.001296
    -6.500000     0.021924     0.000397     0.001191
    -5.500000     0.022753     0.000375     0.001125
    -4.500000     0.024800     0.000460     0.001380
    -3.500000     0.027180     0.000553     0.001659
    -2.500000     0.029450     0.000651     0.001953
    -1.500000     0.030995     0.000751     0.002253
    -0.500000     0.031628     0.000757     0.002271
     0.500000     0.031709     0.000734     0.002202
     1.500000     0.031251     0.000638     0.001914
     2.500000     0.029772     0.000591     0.001773
     3.500000     0.027505     0.000565     0.001695
     4.500000     0.025146     0.000489     0.001467
     5.500000     0.023167     0.000474     0.001422
     6.500000     0.022501     0.000451     0.001353
     7.500000     0.023245     0.000385     0.001155
     8.500000     0.025487     0.000440     0.001320
     9.500000     0.029128     0.000446     0.001338
    10.500000     0.032887     0.000452     0.001356
    11.500000     0.034956     0.000517     0.001551
    12.500000     0.033618     0.000411     0.001233
    13.500000     0.028765     0.000246     0.000738
    14.500000     0.021486     0.000212     0.000636
    15.500000     0.014282     0.000190     0.000570
    16.500000     0.008428     0.000190     0.000570
    17.500000     0.004557     0.000132     0.000396
    18.500000     0.002362     0.000061     0.000183
    19.500000     0.001331     0.000038     0.000114
    20.500000     0.000845     0.000034     0.000102
    21.500000     0.000729     0.000047     0.000141
    22.500000     0.000793     0.000065     0.000195
    23.500000     0.000932     0.000069     0.000207
    24.500000     0.001074     0.000081     0.000243
    25.500000     0.001190     0.000077     0.000231
    26.500000     0.001275     0.000083     0.000249
    27.500000     0.001302     0.000102     0.000306
    28.500000     0.001268     0.000094     0.000282
