z	dens_1	dens_2	dens_3	dens_moy	se_moy
-25.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-24.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-23.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-22.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-21.500000	0.000000	0.010000	0.000000	0.003333	0.003333
-20.500000	0.010000	0.020000	0.000000	0.010000	0.005774
-19.500000	0.020000	0.050000	0.010000	0.026667	0.012019
-18.500000	0.040000	0.100000	0.030000	0.056667	0.021858
-17.500000	0.090000	0.190000	0.070000	0.116667	0.037118
-16.500000	0.180000	0.300000	0.130000	0.203333	0.050442
-15.500000	0.310000	0.430000	0.240000	0.326667	0.055478
-14.500000	0.460000	0.560000	0.370000	0.463333	0.054874
-13.500000	0.600000	0.670000	0.520000	0.596667	0.043333
-12.500000	0.710000	0.750000	0.650000	0.703333	0.029059
-11.500000	0.780000	0.790000	0.740000	0.770000	0.015275
-10.500000	0.820000	0.820000	0.800000	0.813333	0.006667
-9.500000	0.830000	0.830000	0.820000	0.826667	0.003333
-8.500000	0.830000	0.830000	0.830000	0.830000	0.000000
-7.500000	0.830000	0.820000	0.830000	0.826667	0.003333
-6.500000	0.820000	0.810000	0.820000	0.816667	0.003333
-5.500000	0.810000	0.800000	0.810000	0.806667	0.003333
-4.500000	0.780000	0.770000	0.790000	0.780000	0.005774
-3.500000	0.750000	0.740000	0.760000	0.750000	0.005774
-2.500000	0.720000	0.710000	0.730000	0.720000	0.005774
-1.500000	0.690000	0.700000	0.700000	0.696667	0.003333
-0.500000	0.670000	0.690000	0.680000	0.680000	0.005774
0.500000	0.680000	0.700000	0.680000	0.686667	0.006667
1.500000	0.700000	0.710000	0.700000	0.703333	0.003333
2.500000	0.730000	0.740000	0.730000	0.733333	0.003333
3.500000	0.760000	0.760000	0.760000	0.760000	0.000000
4.500000	0.790000	0.790000	0.790000	0.790000	0.000000
5.500000	0.810000	0.810000	0.810000	0.810000	0.000000
6.500000	0.820000	0.820000	0.820000	0.820000	0.000000
7.500000	0.830000	0.810000	0.830000	0.823333	0.006667
8.500000	0.830000	0.780000	0.830000	0.813333	0.016667
9.500000	0.810000	0.720000	0.820000	0.783333	0.031798
10.500000	0.770000	0.640000	0.800000	0.736667	0.049103
11.500000	0.700000	0.550000	0.740000	0.663333	0.057831
12.500000	0.590000	0.440000	0.650000	0.560000	0.062450
13.500000	0.460000	0.340000	0.520000	0.440000	0.052915
14.500000	0.320000	0.240000	0.370000	0.310000	0.037859
15.500000	0.200000	0.160000	0.240000	0.200000	0.023094
16.500000	0.110000	0.090000	0.130000	0.110000	0.011547
17.500000	0.060000	0.050000	0.060000	0.056667	0.003333
18.500000	0.020000	0.020000	0.030000	0.023333	0.003333
19.500000	0.010000	0.010000	0.010000	0.010000	0.000000
20.500000	0.000000	0.000000	0.000000	0.000000	0.000000
21.500000	0.000000	0.000000	0.000000	0.000000	0.000000
22.500000	0.000000	0.000000	0.000000	0.000000	0.000000
23.500000	0.000000	0.000000	0.000000	0.000000	0.000000
