z	dens_1	dens_2	dens_3	dens_moy	se_moy
-25.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-24.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-23.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-22.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-21.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-20.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-19.500000	0.010000	0.010000	0.010000	0.010000	0.000000
-18.500000	0.020000	0.030000	0.020000	0.023333	0.003333
-17.500000	0.060000	0.060000	0.060000	0.060000	0.000000
-16.500000	0.120000	0.120000	0.120000	0.120000	0.000000
-15.500000	0.210000	0.210000	0.200000	0.206667	0.003333
-14.500000	0.320000	0.320000	0.320000	0.320000	0.000000
-13.500000	0.440000	0.440000	0.440000	0.440000	0.000000
-12.500000	0.550000	0.550000	0.550000	0.550000	0.000000
-11.500000	0.630000	0.630000	0.630000	0.630000	0.000000
-10.500000	0.690000	0.690000	0.690000	0.690000	0.000000
-9.500000	0.730000	0.730000	0.730000	0.730000	0.000000
-8.500000	0.760000	0.760000	0.760000	0.760000	0.000000
-7.500000	0.770000	0.770000	0.770000	0.770000	0.000000
-6.500000	0.780000	0.780000	0.780000	0.780000	0.000000
-5.500000	0.790000	0.790000	0.780000	0.786667	0.003333
-4.500000	0.780000	0.780000	0.770000	0.776667	0.003333
-3.500000	0.750000	0.750000	0.750000	0.750000	0.000000
-2.500000	0.730000	0.720000	0.730000	0.726667	0.003333
-1.500000	0.700000	0.700000	0.700000	0.700000	0.000000
-0.500000	0.680000	0.680000	0.680000	0.680000	0.000000
0.500000	0.680000	0.680000	0.680000	0.680000	0.000000
1.500000	0.700000	0.700000	0.700000	0.700000	0.000000
2.500000	0.730000	0.730000	0.730000	0.730000	0.000000
3.500000	0.750000	0.760000	0.750000	0.753333	0.003333
4.500000	0.770000	0.780000	0.770000	0.773333	0.003333
5.500000	0.780000	0.790000	0.790000	0.786667	0.003333
6.500000	0.780000	0.790000	0.790000	0.786667	0.003333
7.500000	0.770000	0.780000	0.780000	0.776667	0.003333
8.500000	0.750000	0.760000	0.760000	0.756667	0.003333
9.500000	0.730000	0.730000	0.730000	0.730000	0.000000
10.500000	0.690000	0.690000	0.690000	0.690000	0.000000
11.500000	0.630000	0.630000	0.630000	0.630000	0.000000
12.500000	0.540000	0.550000	0.550000	0.546667	0.003333
13.500000	0.440000	0.440000	0.440000	0.440000	0.000000
14.500000	0.320000	0.320000	0.320000	0.320000	0.000000
15.500000	0.210000	0.210000	0.200000	0.206667	0.003333
16.500000	0.120000	0.120000	0.110000	0.116667	0.003333
17.500000	0.060000	0.060000	0.060000	0.060000	0.000000
18.500000	0.030000	0.030000	0.020000	0.026667	0.003333
19.500000	0.010000	0.010000	0.010000	0.010000	0.000000
20.500000	0.000000	0.000000	0.000000	0.000000	0.000000
21.500000	0.000000	0.000000	0.000000	0.000000	0.000000
22.500000	0.000000	0.000000	0.000000	0.000000	0.000000
23.500000	0.000000	0.000000	0.000000	0.000000	0.000000
24.500000	0.000000	0.000000	0.000000	0.000000	0.000000
