z	dens_1	dens_2	dens_3	dens_moy	se_moy
-73.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-72.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-71.500000	0.000000	0.000000	0.010000	0.003333	0.003333
-70.500000	0.020000	0.020000	0.020000	0.020000	0.000000
-69.500000	0.040000	0.050000	0.060000	0.050000	0.005774
-68.500000	0.110000	0.130000	0.130000	0.123333	0.006667
-67.500000	0.240000	0.270000	0.250000	0.253333	0.008819
-66.500000	0.440000	0.440000	0.420000	0.433333	0.006667
-65.500000	0.640000	0.630000	0.600000	0.623333	0.012019
-64.500000	0.810000	0.790000	0.770000	0.790000	0.011547
-63.500000	0.910000	0.890000	0.900000	0.900000	0.005774
-62.500000	0.960000	0.950000	0.950000	0.953333	0.003333
-61.500000	0.980000	0.970000	0.970000	0.973333	0.003333
-60.500000	0.980000	0.980000	0.980000	0.980000	0.000000
-59.500000	0.980000	0.980000	0.980000	0.980000	0.000000
-58.500000	0.980000	0.980000	0.980000	0.980000	0.000000
-57.500000	0.980000	0.980000	0.980000	0.980000	0.000000
-56.500000	0.980000	0.980000	0.980000	0.980000	0.000000
-55.500000	0.980000	0.980000	0.980000	0.980000	0.000000
-54.500000	0.980000	0.980000	0.980000	0.980000	0.000000
-53.500000	0.980000	0.990000	0.980000	0.983333	0.003333
-52.500000	0.980000	0.980000	0.980000	0.980000	0.000000
-51.500000	0.980000	0.980000	0.980000	0.980000	0.000000
-50.500000	0.980000	0.980000	0.980000	0.980000	0.000000
-49.500000	0.980000	0.980000	0.980000	0.980000	0.000000
-48.500000	0.980000	0.980000	0.980000	0.980000	0.000000
-47.500000	0.980000	0.980000	0.980000	0.980000	0.000000
-46.500000	0.980000	0.980000	0.980000	0.980000	0.000000
-45.500000	0.980000	0.980000	0.980000	0.980000	0.000000
-44.500000	0.980000	0.980000	0.980000	0.980000	0.000000
-43.500000	0.980000	0.980000	0.980000	0.980000	0.000000
-42.500000	0.980000	0.980000	0.980000	0.980000	0.000000
-41.500000	0.980000	0.980000	0.980000	0.980000	0.000000
-40.500000	0.980000	0.980000	0.980000	0.980000	0.000000
-39.500000	0.980000	0.980000	0.980000	0.980000	0.000000
-38.500000	0.980000	0.980000	0.980000	0.980000	0.000000
