z	dens_traj1_401-600	dens_traj1_601-800	dens_traj1_801-1000	dens_traj2_401-600	dens_traj2_601-800	dens_traj2_801-1000	dens_traj3_401-600	dens_traj3_601-800	dens_traj3_801-1000	dens_mean	se
-29.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-28.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-27.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-26.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-25.500000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.000000
-24.500000	0.030000	0.030000	0.030000	0.030000	0.030000	0.040000	0.030000	0.030000	0.030000	0.031111	0.001111
-23.500000	0.090000	0.080000	0.090000	0.080000	0.090000	0.090000	0.070000	0.070000	0.090000	0.083333	0.002887
-22.500000	0.180000	0.160000	0.180000	0.170000	0.170000	0.180000	0.160000	0.160000	0.180000	0.171111	0.003093
-21.500000	0.290000	0.270000	0.290000	0.290000	0.280000	0.290000	0.270000	0.270000	0.300000	0.283333	0.003727
-20.500000	0.380000	0.370000	0.380000	0.380000	0.380000	0.380000	0.370000	0.370000	0.390000	0.377778	0.002222
-19.500000	0.420000	0.420000	0.420000	0.420000	0.420000	0.410000	0.420000	0.420000	0.420000	0.418889	0.001111
-18.500000	0.380000	0.390000	0.370000	0.370000	0.380000	0.370000	0.390000	0.390000	0.370000	0.378889	0.003093
-17.500000	0.280000	0.300000	0.280000	0.280000	0.280000	0.280000	0.300000	0.300000	0.280000	0.286667	0.003333
-16.500000	0.180000	0.190000	0.180000	0.170000	0.180000	0.180000	0.190000	0.190000	0.170000	0.181111	0.002606
-15.500000	0.090000	0.100000	0.100000	0.090000	0.090000	0.090000	0.100000	0.100000	0.090000	0.094444	0.001757
-14.500000	0.040000	0.040000	0.040000	0.040000	0.040000	0.040000	0.040000	0.040000	0.040000	0.040000	0.000000
-13.500000	0.010000	0.010000	0.020000	0.020000	0.020000	0.020000	0.010000	0.010000	0.010000	0.014444	0.001757
-12.500000	0.000000	0.000000	0.000000	0.010000	0.010000	0.000000	0.000000	0.000000	0.000000	0.002222	0.001470
-11.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-10.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-9.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-8.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-7.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-6.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-5.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-4.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-3.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-2.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
-0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
2.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
3.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
6.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
7.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
8.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
9.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
10.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
11.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
12.500000	0.010000	0.000000	0.000000	0.010000	0.000000	0.000000	0.010000	0.000000	0.000000	0.003333	0.001667
13.500000	0.020000	0.010000	0.010000	0.020000	0.010000	0.010000	0.020000	0.020000	0.010000	0.014444	0.001757
14.500000	0.040000	0.040000	0.040000	0.050000	0.040000	0.040000	0.050000	0.050000	0.040000	0.043333	0.001667
15.500000	0.090000	0.090000	0.090000	0.100000	0.090000	0.090000	0.100000	0.100000	0.090000	0.093333	0.001667
16.500000	0.160000	0.170000	0.170000	0.180000	0.180000	0.170000	0.180000	0.180000	0.170000	0.173333	0.002357
17.500000	0.260000	0.280000	0.270000	0.280000	0.290000	0.290000	0.280000	0.290000	0.280000	0.280000	0.003333
18.500000	0.360000	0.370000	0.370000	0.370000	0.380000	0.380000	0.370000	0.380000	0.380000	0.373333	0.002357
19.500000	0.420000	0.410000	0.420000	0.410000	0.420000	0.420000	0.410000	0.410000	0.420000	0.415556	0.001757
20.500000	0.390000	0.380000	0.390000	0.370000	0.380000	0.380000	0.370000	0.370000	0.380000	0.378889	0.002606
21.500000	0.300000	0.290000	0.300000	0.280000	0.280000	0.290000	0.280000	0.270000	0.280000	0.285556	0.003379
22.500000	0.190000	0.180000	0.190000	0.170000	0.170000	0.170000	0.170000	0.160000	0.170000	0.174444	0.003379
23.500000	0.090000	0.090000	0.090000	0.090000	0.080000	0.090000	0.080000	0.080000	0.090000	0.086667	0.001667
24.500000	0.040000	0.040000	0.040000	0.030000	0.030000	0.030000	0.030000	0.030000	0.040000	0.034444	0.001757
25.500000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.010000	0.000000
26.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
27.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
28.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
29.500000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
