z	dens_1	dens_2	dens_3	dens_moy	se_moy
-25.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-24.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-23.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-22.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-21.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-20.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-19.500000	0.010000	0.010000	0.010000	0.010000	0.000000
-18.500000	0.040000	0.040000	0.030000	0.036667	0.003333
-17.500000	0.090000	0.090000	0.060000	0.080000	0.010000
-16.500000	0.180000	0.180000	0.120000	0.160000	0.020000
-15.500000	0.300000	0.300000	0.210000	0.270000	0.030000
-14.500000	0.440000	0.440000	0.310000	0.396667	0.043333
-13.500000	0.570000	0.570000	0.430000	0.523333	0.046667
-12.500000	0.680000	0.670000	0.540000	0.630000	0.045092
-11.500000	0.740000	0.740000	0.640000	0.706667	0.033333
-10.500000	0.770000	0.770000	0.710000	0.750000	0.020000
-9.500000	0.780000	0.780000	0.750000	0.770000	0.010000
-8.500000	0.780000	0.780000	0.770000	0.776667	0.003333
-7.500000	0.770000	0.770000	0.770000	0.770000	0.000000
-6.500000	0.760000	0.770000	0.770000	0.766667	0.003333
-5.500000	0.750000	0.750000	0.750000	0.750000	0.000000
-4.500000	0.730000	0.730000	0.730000	0.730000	0.000000
-3.500000	0.700000	0.700000	0.710000	0.703333	0.003333
-2.500000	0.660000	0.660000	0.680000	0.666667	0.006667
-1.500000	0.620000	0.620000	0.650000	0.630000	0.010000
-0.500000	0.590000	0.590000	0.620000	0.600000	0.010000
0.500000	0.590000	0.590000	0.610000	0.596667	0.006667
1.500000	0.620000	0.620000	0.610000	0.616667	0.003333
2.500000	0.660000	0.660000	0.630000	0.650000	0.010000
3.500000	0.700000	0.700000	0.670000	0.690000	0.010000
4.500000	0.730000	0.730000	0.710000	0.723333	0.006667
5.500000	0.750000	0.750000	0.740000	0.746667	0.003333
6.500000	0.770000	0.770000	0.760000	0.766667	0.003333
7.500000	0.770000	0.770000	0.770000	0.770000	0.000000
8.500000	0.780000	0.780000	0.770000	0.776667	0.003333
9.500000	0.780000	0.780000	0.770000	0.776667	0.003333
10.500000	0.760000	0.770000	0.770000	0.766667	0.003333
11.500000	0.730000	0.730000	0.760000	0.740000	0.010000
12.500000	0.670000	0.670000	0.730000	0.690000	0.020000
13.500000	0.570000	0.570000	0.660000	0.600000	0.030000
14.500000	0.440000	0.440000	0.560000	0.480000	0.040000
15.500000	0.300000	0.300000	0.430000	0.343333	0.043333
16.500000	0.180000	0.180000	0.290000	0.216667	0.036667
17.500000	0.090000	0.090000	0.170000	0.116667	0.026667
18.500000	0.040000	0.040000	0.080000	0.053333	0.013333
19.500000	0.020000	0.010000	0.040000	0.023333	0.008819
20.500000	0.010000	0.000000	0.010000	0.006667	0.003333
21.500000	0.000000	0.000000	0.000000	0.000000	0.000000
22.500000	0.000000	0.000000	0.000000	0.000000	0.000000
23.500000	0.000000	0.000000	0.000000	0.000000	0.000000
24.500000	0.000000	0.000000	0.000000	0.000000	0.000000
25.500000	0.000000	0.000000	0.000000	0.000000	0.000000
