z	dens_1	dens_2	dens_3	dens_moy	se_moy
-25.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-24.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-23.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-22.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-21.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-20.500000	0.000000	0.010000	0.010000	0.006667	0.003333
-19.500000	0.010000	0.030000	0.020000	0.020000	0.005774
-18.500000	0.020000	0.070000	0.040000	0.043333	0.014530
-17.500000	0.060000	0.150000	0.100000	0.103333	0.026034
-16.500000	0.110000	0.260000	0.190000	0.186667	0.043333
-15.500000	0.210000	0.400000	0.320000	0.310000	0.055076
-14.500000	0.330000	0.540000	0.470000	0.446667	0.061734
-13.500000	0.460000	0.670000	0.610000	0.580000	0.062450
-12.500000	0.590000	0.750000	0.720000	0.686667	0.049103
-11.500000	0.700000	0.800000	0.790000	0.763333	0.031798
-10.500000	0.780000	0.820000	0.820000	0.806667	0.013333
-9.500000	0.820000	0.830000	0.830000	0.826667	0.003333
-8.500000	0.830000	0.830000	0.830000	0.830000	0.000000
-7.500000	0.830000	0.830000	0.830000	0.830000	0.000000
-6.500000	0.820000	0.820000	0.820000	0.820000	0.000000
-5.500000	0.810000	0.800000	0.810000	0.806667	0.003333
-4.500000	0.790000	0.780000	0.780000	0.783333	0.003333
-3.500000	0.760000	0.740000	0.750000	0.750000	0.005774
-2.500000	0.730000	0.710000	0.710000	0.716667	0.006667
-1.500000	0.700000	0.680000	0.680000	0.686667	0.006667
-0.500000	0.680000	0.680000	0.670000	0.676667	0.003333
0.500000	0.670000	0.690000	0.680000	0.680000	0.005774
1.500000	0.680000	0.710000	0.700000	0.696667	0.008819
2.500000	0.720000	0.740000	0.730000	0.730000	0.005774
3.500000	0.750000	0.760000	0.760000	0.756667	0.003333
4.500000	0.780000	0.790000	0.790000	0.786667	0.003333
5.500000	0.810000	0.810000	0.810000	0.810000	0.000000
6.500000	0.820000	0.820000	0.820000	0.820000	0.000000
7.500000	0.830000	0.830000	0.830000	0.830000	0.000000
8.500000	0.830000	0.820000	0.830000	0.826667	0.003333
9.500000	0.830000	0.790000	0.820000	0.813333	0.012019
10.500000	0.820000	0.730000	0.780000	0.776667	0.026034
11.500000	0.780000	0.640000	0.710000	0.710000	0.040415
12.500000	0.710000	0.530000	0.600000	0.613333	0.052387
13.500000	0.600000	0.410000	0.470000	0.493333	0.056075
14.500000	0.460000	0.290000	0.330000	0.360000	0.051316
15.500000	0.310000	0.190000	0.210000	0.236667	0.037118
16.500000	0.190000	0.110000	0.120000	0.140000	0.025166
17.500000	0.100000	0.050000	0.060000	0.070000	0.015275
18.500000	0.040000	0.020000	0.030000	0.030000	0.005774
19.500000	0.020000	0.010000	0.010000	0.013333	0.003333
20.500000	0.010000	0.000000	0.000000	0.003333	0.003333
21.500000	0.000000	0.000000	0.000000	0.000000	0.000000
22.500000	0.000000	0.000000	0.000000	0.000000	0.000000
23.500000	0.000000	0.000000	0.000000	0.000000	0.000000
24.500000	0.000000	0.000000	0.000000	0.000000	0.000000
25.500000	0.000000	0.000000	0.000000	0.000000	0.000000
