z	dens_1	dens_2	dens_3	dens_moy	se_moy
-27.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-26.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-25.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-24.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-23.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-22.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-21.500000	0.010000	0.000000	0.000000	0.003333	0.003333
-20.500000	0.020000	0.010000	0.000000	0.010000	0.005774
-19.500000	0.050000	0.030000	0.010000	0.030000	0.011547
-18.500000	0.110000	0.070000	0.030000	0.070000	0.023094
-17.500000	0.200000	0.140000	0.060000	0.133333	0.040552
-16.500000	0.310000	0.250000	0.130000	0.230000	0.052915
-15.500000	0.450000	0.380000	0.240000	0.356667	0.061734
-14.500000	0.570000	0.520000	0.380000	0.490000	0.056862
-13.500000	0.680000	0.650000	0.530000	0.620000	0.045826
-12.500000	0.750000	0.740000	0.660000	0.716667	0.028480
-11.500000	0.790000	0.790000	0.750000	0.776667	0.013333
-10.500000	0.810000	0.820000	0.800000	0.810000	0.005774
-9.500000	0.820000	0.830000	0.830000	0.826667	0.003333
-8.500000	0.830000	0.830000	0.830000	0.830000	0.000000
-7.500000	0.830000	0.830000	0.830000	0.830000	0.000000
-6.500000	0.820000	0.820000	0.820000	0.820000	0.000000
-5.500000	0.800000	0.800000	0.810000	0.803333	0.003333
-4.500000	0.770000	0.780000	0.790000	0.780000	0.005774
-3.500000	0.730000	0.740000	0.760000	0.743333	0.008819
-2.500000	0.710000	0.710000	0.730000	0.716667	0.006667
-1.500000	0.690000	0.680000	0.690000	0.686667	0.003333
-0.500000	0.690000	0.680000	0.670000	0.680000	0.005774
0.500000	0.700000	0.690000	0.670000	0.686667	0.008819
1.500000	0.710000	0.710000	0.690000	0.703333	0.006667
2.500000	0.740000	0.740000	0.730000	0.736667	0.003333
3.500000	0.770000	0.760000	0.760000	0.763333	0.003333
4.500000	0.790000	0.790000	0.790000	0.790000	0.000000
5.500000	0.810000	0.810000	0.810000	0.810000	0.000000
6.500000	0.820000	0.820000	0.820000	0.820000	0.000000
7.500000	0.810000	0.830000	0.830000	0.823333	0.006667
8.500000	0.790000	0.820000	0.830000	0.813333	0.012019
9.500000	0.730000	0.780000	0.830000	0.780000	0.028868
10.500000	0.650000	0.720000	0.800000	0.723333	0.043333
11.500000	0.550000	0.630000	0.750000	0.643333	0.058119
12.500000	0.450000	0.520000	0.650000	0.540000	0.058595
13.500000	0.350000	0.400000	0.530000	0.426667	0.053645
14.500000	0.250000	0.280000	0.380000	0.303333	0.039299
15.500000	0.160000	0.180000	0.240000	0.193333	0.024037
16.500000	0.090000	0.100000	0.130000	0.106667	0.012019
17.500000	0.050000	0.050000	0.070000	0.056667	0.006667
18.500000	0.020000	0.020000	0.030000	0.023333	0.003333
19.500000	0.010000	0.010000	0.010000	0.010000	0.000000
20.500000	0.000000	0.000000	0.000000	0.000000	0.000000
21.500000	0.000000	0.000000	0.000000	0.000000	0.000000
22.500000	0.000000	0.000000	0.000000	0.000000	0.000000
