z	dens_1	dens_2	dens_3	dens_moy	se_moy
-25.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-24.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-23.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-22.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-21.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-20.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-19.500000	0.010000	0.010000	0.010000	0.010000	0.000000
-18.500000	0.020000	0.030000	0.030000	0.026667	0.003333
-17.500000	0.040000	0.070000	0.070000	0.060000	0.010000
-16.500000	0.080000	0.140000	0.140000	0.120000	0.020000
-15.500000	0.150000	0.250000	0.250000	0.216667	0.033333
-14.500000	0.230000	0.380000	0.380000	0.330000	0.050000
-13.500000	0.340000	0.520000	0.520000	0.460000	0.060000
-12.500000	0.460000	0.650000	0.640000	0.583333	0.061734
-11.500000	0.570000	0.740000	0.730000	0.680000	0.055076
-10.500000	0.660000	0.790000	0.790000	0.746667	0.043333
-9.500000	0.740000	0.820000	0.820000	0.793333	0.026667
-8.500000	0.790000	0.830000	0.830000	0.816667	0.013333
-7.500000	0.810000	0.820000	0.820000	0.816667	0.003333
-6.500000	0.820000	0.820000	0.820000	0.820000	0.000000
-5.500000	0.800000	0.800000	0.800000	0.800000	0.000000
-4.500000	0.790000	0.780000	0.780000	0.783333	0.003333
-3.500000	0.760000	0.760000	0.760000	0.760000	0.000000
-2.500000	0.740000	0.730000	0.730000	0.733333	0.003333
-1.500000	0.720000	0.700000	0.700000	0.706667	0.006667
-0.500000	0.700000	0.690000	0.690000	0.693333	0.003333
0.500000	0.690000	0.690000	0.690000	0.690000	0.000000
1.500000	0.700000	0.710000	0.710000	0.706667	0.003333
2.500000	0.720000	0.730000	0.730000	0.726667	0.003333
3.500000	0.750000	0.760000	0.760000	0.756667	0.003333
4.500000	0.780000	0.790000	0.780000	0.783333	0.003333
5.500000	0.800000	0.800000	0.800000	0.800000	0.000000
6.500000	0.820000	0.820000	0.820000	0.820000	0.000000
7.500000	0.820000	0.820000	0.820000	0.820000	0.000000
8.500000	0.820000	0.810000	0.810000	0.813333	0.003333
9.500000	0.820000	0.780000	0.780000	0.793333	0.013333
10.500000	0.800000	0.720000	0.720000	0.746667	0.026667
11.500000	0.760000	0.630000	0.630000	0.673333	0.043333
12.500000	0.690000	0.520000	0.510000	0.573333	0.058405
13.500000	0.580000	0.390000	0.390000	0.453333	0.063333
14.500000	0.450000	0.270000	0.260000	0.326667	0.061734
15.500000	0.320000	0.170000	0.160000	0.216667	0.051747
16.500000	0.200000	0.090000	0.090000	0.126667	0.036667
17.500000	0.110000	0.040000	0.040000	0.063333	0.023333
18.500000	0.050000	0.020000	0.020000	0.030000	0.010000
19.500000	0.020000	0.010000	0.010000	0.013333	0.003333
20.500000	0.010000	0.000000	0.000000	0.003333	0.003333
21.500000	0.000000	0.000000	0.000000	0.000000	0.000000
22.500000	0.000000	0.000000	0.000000	0.000000	0.000000
23.500000	0.000000	0.000000	0.000000	0.000000	0.000000
24.500000	0.000000	0.000000	0.000000	0.000000	0.000000
