z	dens_1	dens_2	dens_3	dens_moy	se_moy
-26.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-25.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-24.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-23.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-22.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-21.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-20.500000	0.000000	0.000000	0.010000	0.003333	0.003333
-19.500000	0.010000	0.010000	0.020000	0.013333	0.003333
-18.500000	0.030000	0.030000	0.050000	0.036667	0.006667
-17.500000	0.060000	0.070000	0.110000	0.080000	0.015275
-16.500000	0.120000	0.150000	0.210000	0.160000	0.026458
-15.500000	0.220000	0.270000	0.340000	0.276667	0.034801
-14.500000	0.340000	0.410000	0.490000	0.413333	0.043333
-13.500000	0.480000	0.560000	0.630000	0.556667	0.043333
-12.500000	0.610000	0.680000	0.730000	0.673333	0.034801
-11.500000	0.720000	0.770000	0.790000	0.760000	0.020817
-10.500000	0.780000	0.810000	0.820000	0.803333	0.012019
-9.500000	0.820000	0.830000	0.830000	0.826667	0.003333
-8.500000	0.830000	0.840000	0.830000	0.833333	0.003333
-7.500000	0.830000	0.830000	0.830000	0.830000	0.000000
-6.500000	0.820000	0.820000	0.820000	0.820000	0.000000
-5.500000	0.810000	0.810000	0.810000	0.810000	0.000000
-4.500000	0.790000	0.790000	0.790000	0.790000	0.000000
-3.500000	0.760000	0.760000	0.750000	0.756667	0.003333
-2.500000	0.730000	0.720000	0.710000	0.720000	0.005774
-1.500000	0.700000	0.690000	0.680000	0.690000	0.005774
-0.500000	0.680000	0.670000	0.670000	0.673333	0.003333
0.500000	0.670000	0.670000	0.670000	0.670000	0.000000
1.500000	0.680000	0.690000	0.700000	0.690000	0.005774
2.500000	0.710000	0.720000	0.730000	0.720000	0.005774
3.500000	0.750000	0.760000	0.760000	0.756667	0.003333
4.500000	0.780000	0.790000	0.790000	0.786667	0.003333
5.500000	0.810000	0.810000	0.810000	0.810000	0.000000
6.500000	0.820000	0.820000	0.820000	0.820000	0.000000
7.500000	0.830000	0.830000	0.830000	0.830000	0.000000
8.500000	0.830000	0.840000	0.830000	0.833333	0.003333
9.500000	0.830000	0.830000	0.820000	0.826667	0.003333
10.500000	0.820000	0.810000	0.780000	0.803333	0.012019
11.500000	0.790000	0.770000	0.720000	0.760000	0.020817
12.500000	0.730000	0.680000	0.620000	0.676667	0.031798
13.500000	0.620000	0.560000	0.490000	0.556667	0.037565
14.500000	0.480000	0.410000	0.350000	0.413333	0.037565
15.500000	0.330000	0.270000	0.230000	0.276667	0.029059
16.500000	0.200000	0.150000	0.130000	0.160000	0.020817
17.500000	0.100000	0.070000	0.070000	0.080000	0.010000
18.500000	0.050000	0.030000	0.030000	0.036667	0.006667
19.500000	0.020000	0.010000	0.010000	0.013333	0.003333
20.500000	0.010000	0.000000	0.000000	0.003333	0.003333
21.500000	0.000000	0.000000	0.000000	0.000000	0.000000
22.500000	0.000000	0.000000	0.000000	0.000000	0.000000
23.500000	0.000000	0.000000	0.000000	0.000000	0.000000
24.500000	0.000000	0.000000	0.000000	0.000000	0.000000
