z	dens_1	dens_2	dens_3	dens_moy	se_moy
-29.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-28.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-27.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-26.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-25.500000	0.010000	0.010000	0.010000	0.010000	0.000000
-24.500000	0.030000	0.040000	0.040000	0.036667	0.003333
-23.500000	0.090000	0.090000	0.100000	0.093333	0.003333
-22.500000	0.180000	0.190000	0.190000	0.186667	0.003333
-21.500000	0.300000	0.310000	0.310000	0.306667	0.003333
-20.500000	0.400000	0.400000	0.410000	0.403333	0.003333
-19.500000	0.440000	0.430000	0.440000	0.436667	0.003333
-18.500000	0.390000	0.390000	0.390000	0.390000	0.000000
-17.500000	0.290000	0.290000	0.280000	0.286667	0.003333
-16.500000	0.170000	0.170000	0.170000	0.170000	0.000000
-15.500000	0.090000	0.090000	0.080000	0.086667	0.003333
-14.500000	0.040000	0.040000	0.030000	0.036667	0.003333
-13.500000	0.010000	0.010000	0.010000	0.010000	0.000000
-12.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-11.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-10.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-9.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-8.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-7.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-6.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-5.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-4.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-3.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-2.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-1.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-0.500000	0.000000	0.000000	0.000000	0.000000	0.000000
0.500000	0.000000	0.000000	0.000000	0.000000	0.000000
1.500000	0.000000	0.000000	0.000000	0.000000	0.000000
2.500000	0.000000	0.000000	0.000000	0.000000	0.000000
3.500000	0.000000	0.000000	0.000000	0.000000	0.000000
4.500000	0.000000	0.000000	0.000000	0.000000	0.000000
5.500000	0.000000	0.000000	0.000000	0.000000	0.000000
6.500000	0.000000	0.000000	0.000000	0.000000	0.000000
7.500000	0.000000	0.000000	0.000000	0.000000	0.000000
8.500000	0.000000	0.000000	0.000000	0.000000	0.000000
9.500000	0.000000	0.000000	0.000000	0.000000	0.000000
10.500000	0.000000	0.000000	0.000000	0.000000	0.000000
11.500000	0.000000	0.000000	0.000000	0.000000	0.000000
12.500000	0.000000	0.000000	0.000000	0.000000	0.000000
13.500000	0.010000	0.010000	0.010000	0.010000	0.000000
14.500000	0.040000	0.030000	0.030000	0.033333	0.003333
15.500000	0.090000	0.080000	0.080000	0.083333	0.003333
16.500000	0.180000	0.170000	0.170000	0.173333	0.003333
17.500000	0.290000	0.290000	0.280000	0.286667	0.003333
18.500000	0.390000	0.400000	0.380000	0.390000	0.005774
19.500000	0.430000	0.450000	0.430000	0.436667	0.006667
20.500000	0.400000	0.410000	0.410000	0.406667	0.003333
21.500000	0.300000	0.310000	0.310000	0.306667	0.003333
22.500000	0.180000	0.180000	0.200000	0.186667	0.006667
23.500000	0.090000	0.090000	0.100000	0.093333	0.003333
24.500000	0.040000	0.030000	0.040000	0.036667	0.003333
25.500000	0.010000	0.010000	0.010000	0.010000	0.000000
26.500000	0.000000	0.000000	0.000000	0.000000	0.000000
27.500000	0.000000	0.000000	0.000000	0.000000	0.000000
28.500000	0.000000	0.000000	0.000000	0.000000	0.000000
29.500000	0.000000	0.000000	0.000000	0.000000	0.000000
