z	dens_1	dens_2	dens_3	dens_moy	se_moy
-25.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-24.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-23.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-22.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-21.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-20.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-19.500000	0.010000	0.010000	0.010000	0.010000	0.000000
-18.500000	0.020000	0.030000	0.030000	0.026667	0.003333
-17.500000	0.050000	0.070000	0.070000	0.063333	0.006667
-16.500000	0.100000	0.130000	0.150000	0.126667	0.014530
-15.500000	0.190000	0.230000	0.250000	0.223333	0.017638
-14.500000	0.310000	0.360000	0.370000	0.346667	0.018559
-13.500000	0.440000	0.490000	0.500000	0.476667	0.018559
-12.500000	0.560000	0.610000	0.620000	0.596667	0.018559
-11.500000	0.660000	0.690000	0.700000	0.683333	0.012019
-10.500000	0.740000	0.750000	0.760000	0.750000	0.005774
-9.500000	0.780000	0.790000	0.790000	0.786667	0.003333
-8.500000	0.800000	0.800000	0.800000	0.800000	0.000000
-7.500000	0.810000	0.810000	0.810000	0.810000	0.000000
-6.500000	0.810000	0.810000	0.810000	0.810000	0.000000
-5.500000	0.800000	0.800000	0.800000	0.800000	0.000000
-4.500000	0.780000	0.780000	0.780000	0.780000	0.000000
-3.500000	0.760000	0.760000	0.760000	0.760000	0.000000
-2.500000	0.730000	0.730000	0.730000	0.730000	0.000000
-1.500000	0.710000	0.700000	0.700000	0.703333	0.003333
-0.500000	0.690000	0.690000	0.690000	0.690000	0.000000
0.500000	0.690000	0.700000	0.690000	0.693333	0.003333
1.500000	0.710000	0.710000	0.710000	0.710000	0.000000
2.500000	0.730000	0.730000	0.730000	0.730000	0.000000
3.500000	0.760000	0.760000	0.760000	0.760000	0.000000
4.500000	0.780000	0.780000	0.780000	0.780000	0.000000
5.500000	0.800000	0.800000	0.800000	0.800000	0.000000
6.500000	0.810000	0.810000	0.810000	0.810000	0.000000
7.500000	0.810000	0.800000	0.810000	0.806667	0.003333
8.500000	0.800000	0.790000	0.800000	0.796667	0.003333
9.500000	0.780000	0.750000	0.770000	0.766667	0.008819
10.500000	0.730000	0.690000	0.710000	0.710000	0.011547
11.500000	0.660000	0.600000	0.620000	0.626667	0.017638
12.500000	0.560000	0.490000	0.510000	0.520000	0.020817
13.500000	0.440000	0.370000	0.380000	0.396667	0.021858
14.500000	0.300000	0.250000	0.260000	0.270000	0.015275
15.500000	0.190000	0.150000	0.160000	0.166667	0.012019
16.500000	0.100000	0.080000	0.090000	0.090000	0.005774
17.500000	0.050000	0.040000	0.040000	0.043333	0.003333
18.500000	0.020000	0.020000	0.020000	0.020000	0.000000
19.500000	0.010000	0.010000	0.010000	0.010000	0.000000
20.500000	0.000000	0.000000	0.000000	0.000000	0.000000
21.500000	0.000000	0.000000	0.000000	0.000000	0.000000
22.500000	0.000000	0.000000	0.000000	0.000000	0.000000
23.500000	0.000000	0.000000	0.000000	0.000000	0.000000
24.500000	0.000000	0.000000	0.000000	0.000000	0.000000
