z	dens_1	dens_2	dens_3	dens_moy	se_moy
-26.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-25.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-24.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-23.500000	0.000000	0.000000	0.000000	0.000000	0.000000
-22.500000	0.000000	0.000000	0.010000	0.003333	0.003333
-21.500000	0.000000	0.000000	0.010000	0.003333	0.003333
-20.500000	0.000000	0.010000	0.030000	0.013333	0.008819
-19.500000	0.010000	0.020000	0.070000	0.033333	0.018559
-18.500000	0.030000	0.050000	0.130000	0.070000	0.030551
-17.500000	0.070000	0.100000	0.210000	0.126667	0.042557
-16.500000	0.140000	0.180000	0.310000	0.210000	0.051316
-15.500000	0.240000	0.290000	0.420000	0.316667	0.053645
-14.500000	0.370000	0.420000	0.530000	0.440000	0.047258
-13.500000	0.500000	0.550000	0.620000	0.556667	0.034801
-12.500000	0.620000	0.660000	0.700000	0.660000	0.023094
-11.500000	0.710000	0.730000	0.750000	0.730000	0.011547
-10.500000	0.770000	0.780000	0.780000	0.776667	0.003333
-9.500000	0.800000	0.800000	0.800000	0.800000	0.000000
-8.500000	0.810000	0.810000	0.810000	0.810000	0.000000
-7.500000	0.820000	0.810000	0.810000	0.813333	0.003333
-6.500000	0.810000	0.810000	0.810000	0.810000	0.000000
-5.500000	0.800000	0.800000	0.790000	0.796667	0.003333
-4.500000	0.780000	0.780000	0.770000	0.776667	0.003333
-3.500000	0.750000	0.750000	0.750000	0.750000	0.000000
-2.500000	0.720000	0.720000	0.720000	0.720000	0.000000
-1.500000	0.700000	0.700000	0.710000	0.703333	0.003333
-0.500000	0.690000	0.690000	0.700000	0.693333	0.003333
0.500000	0.690000	0.700000	0.700000	0.696667	0.003333
1.500000	0.710000	0.710000	0.710000	0.710000	0.000000
2.500000	0.730000	0.730000	0.730000	0.730000	0.000000
3.500000	0.760000	0.760000	0.760000	0.760000	0.000000
4.500000	0.780000	0.780000	0.780000	0.780000	0.000000
5.500000	0.800000	0.800000	0.790000	0.796667	0.003333
6.500000	0.810000	0.810000	0.770000	0.796667	0.013333
7.500000	0.810000	0.800000	0.740000	0.783333	0.021858
8.500000	0.800000	0.770000	0.680000	0.750000	0.036056
9.500000	0.760000	0.720000	0.600000	0.693333	0.048074
10.500000	0.700000	0.640000	0.510000	0.616667	0.056075
11.500000	0.610000	0.540000	0.430000	0.526667	0.052387
12.500000	0.500000	0.430000	0.350000	0.426667	0.043333
13.500000	0.370000	0.320000	0.270000	0.320000	0.028868
14.500000	0.260000	0.220000	0.190000	0.223333	0.020276
15.500000	0.160000	0.130000	0.120000	0.136667	0.012019
16.500000	0.090000	0.070000	0.070000	0.076667	0.006667
17.500000	0.040000	0.030000	0.040000	0.036667	0.003333
18.500000	0.020000	0.010000	0.020000	0.016667	0.003333
19.500000	0.010000	0.010000	0.010000	0.010000	0.000000
20.500000	0.000000	0.000000	0.000000	0.000000	0.000000
