            z         mean           se      std_dev
     0.500000   -21.315250     1.155057     3.465171
     1.500000   -21.199935     1.153935     3.461805
     2.500000   -20.948740     1.152918     3.458754
     3.500000   -20.583930     1.149950     3.449850
     4.500000   -20.149736     1.145918     3.437754
     5.500000   -19.677478     1.145384     3.436152
     6.500000   -19.293668     1.139690     3.419070
     7.500000   -19.048462     1.131785     3.395355
     8.500000   -18.928333     1.133188     3.399564
     9.500000   -18.859836     1.137460     3.412380
    10.500000   -18.713364     1.141313     3.423939
    11.500000   -18.390504     1.146920     3.440760
    12.500000   -17.763686     1.152028     3.456084
    13.500000   -16.811749     1.153314     3.459942
    14.500000   -15.465062     1.144264     3.432792
    15.500000   -13.769066     1.135061     3.405183
    16.500000   -11.772721     1.140539     3.421617
    17.500000    -9.458566     1.112750     3.338250
    18.500000    -7.020758     1.071799     3.215397
    19.500000    -4.462334     0.988244     2.964732
    20.500000    -2.283660     0.916996     2.750988
    21.500000    -0.119834     0.818798     2.456394
    22.500000     0.883111     0.708664     2.125992
    23.500000     1.050108     0.719639     2.158917
    24.500000     0.893341     0.522589     1.567767
    25.500000     0.752869     0.461897     1.385691
    26.500000     0.315841     0.345324     1.035972
    27.500000     0.354584     0.388490     1.165470
    28.500000     0.104938     0.239989     0.719967
    29.500000    -0.068017     0.100748     0.302244
    30.500000     0.044784     0.242134     0.726402
    31.500000     0.021828     0.094308     0.282924
    32.500000     0.134774     0.139236     0.417708
    33.500000     0.036321     0.222885     0.668655
    34.500000    -0.016960     0.131642     0.394926
    35.500000    -0.050935     0.157048     0.471144
    36.500000     0.020873     0.085184     0.255552
    37.500000     0.055904     0.117785     0.353355
    38.500000     0.040217     0.105282     0.315846
    39.500000    -0.100347     0.080458     0.241374
    40.500000    -0.162790     0.077073     0.231219
    41.500000    -0.015273     0.076156     0.228468
    42.500000    -0.016962     0.046829     0.140487
    43.500000    -0.103417     0.082010     0.246030
    44.500000     0.034676     0.105192     0.315576
    45.500000    -0.014003     0.026017     0.078051
    46.500000     0.086454     0.088290     0.264870
    47.500000     0.113897     0.095860     0.287580
    48.500000     0.083538     0.095042     0.285126
    49.500000    -0.006121     0.090873     0.272619
    50.500000    -0.070679     0.178369     0.535107
    51.500000    -0.032872     0.146316     0.438948
    52.500000    -0.043109     0.214549     0.643647
    53.500000     0.057954     0.200441     0.601323
    54.500000    -0.100739     0.142891     0.428673
    55.500000    -0.079564     0.051462     0.154386
    56.500000    -0.051257     0.063117     0.189351
    57.500000    -0.004164     0.119049     0.357147
    58.500000     0.004249     0.158821     0.476463
    59.500000    -0.124150     0.111804     0.335412
    60.500000    -0.062182     0.240143     0.720429
    61.500000     0.080142     0.249575     0.748725
    62.500000     0.230233     0.388453     1.165359
    63.500000     0.081075     0.195627     0.586881
    64.500000     0.362340     0.332393     0.997179
    65.500000     0.459891     0.357167     1.071501
    66.500000     0.746599     0.396962     1.190886
    67.500000     1.042600     0.444769     1.334307
    68.500000     1.298889     0.561057     1.683171
    69.500000     1.563824     0.651878     1.955634
    70.500000     1.880073     0.909068     2.727204
    71.500000     2.078811     0.928944     2.786832
    72.500000     2.415966     1.051471     3.154413
