            z         mean           se      std_dev
   -71.500000     0.000002     0.000002     0.000006
   -70.500000     0.000032     0.000008     0.000024
   -69.500000     0.000101     0.000033     0.000099
   -68.500000     0.000338     0.000064     0.000192
   -67.500000     0.000806     0.000119     0.000357
   -66.500000     0.001578     0.000153     0.000459
   -65.500000     0.002424     0.000174     0.000522
   -64.500000     0.003424     0.000257     0.000771
   -63.500000     0.004223     0.000314     0.000942
   -62.500000     0.004750     0.000321     0.000963
   -61.500000     0.005107     0.000413     0.001239
   -60.500000     0.005385     0.000382     0.001146
   -59.500000     0.005139     0.000346     0.001038
   -58.500000     0.005190     0.000344     0.001032
   -57.500000     0.005431     0.000375     0.001125
   -56.500000     0.005402     0.000411     0.001233
   -55.500000     0.005339     0.000308     0.000924
   -54.500000     0.005367     0.000343     0.001029
   -53.500000     0.005662     0.000338     0.001014
   -52.500000     0.005672     0.000402     0.001206
   -51.500000     0.005695     0.000426     0.001278
   -50.500000     0.005711     0.000383     0.001149
   -49.500000     0.005816     0.000406     0.001218
   -48.500000     0.005848     0.000442     0.001326
   -47.500000     0.005718     0.000475     0.001425
   -46.500000     0.005766     0.000402     0.001206
   -45.500000     0.005831     0.000440     0.001320
   -44.500000     0.005783     0.000385     0.001155
   -43.500000     0.005592     0.000365     0.001095
   -42.500000     0.005771     0.000410     0.001230
   -41.500000     0.005900     0.000357     0.001071
   -40.500000     0.005841     0.000326     0.000978
   -39.500000     0.005573     0.000308     0.000924
   -38.500000     0.005932     0.000384     0.001152
   -37.500000     0.005638     0.000336     0.001008
   -36.500000     0.005789     0.000286     0.000858
   -35.500000     0.005691     0.000353     0.001059
   -34.500000     0.005850     0.000373     0.001119
   -33.500000     0.005698     0.000382     0.001146
   -32.500000     0.005675     0.000357     0.001071
   -31.500000     0.005597     0.000378     0.001134
   -30.500000     0.005655     0.000386     0.001158
   -29.500000     0.005181     0.000348     0.001044
   -28.500000     0.005364     0.000436     0.001308
   -27.500000     0.005319     0.000348     0.001044
   -26.500000     0.004914     0.000302     0.000906
   -25.500000     0.004429     0.000321     0.000963
   -24.500000     0.003732     0.000308     0.000924
   -23.500000     0.003215     0.000281     0.000843
   -22.500000     0.002868     0.000205     0.000615
   -21.500000     0.002729     0.000207     0.000621
   -20.500000     0.003208     0.000350     0.001050
   -19.500000     0.004779     0.000597     0.001791
   -18.500000     0.007490     0.000976     0.002928
   -17.500000     0.012222     0.001506     0.004518
   -16.500000     0.018989     0.001930     0.005790
   -15.500000     0.026883     0.002724     0.008172
   -14.500000     0.034423     0.003394     0.010182
   -13.500000     0.038968     0.003992     0.011976
   -12.500000     0.038462     0.004310     0.012930
   -11.500000     0.033031     0.004140     0.012420
   -10.500000     0.023823     0.003360     0.010080
    -9.500000     0.015478     0.002418     0.007254
    -8.500000     0.008288     0.001431     0.004293
    -7.500000     0.004113     0.000816     0.002448
    -6.500000     0.001995     0.000380     0.001140
    -5.500000     0.000811     0.000165     0.000495
    -4.500000     0.000405     0.000129     0.000387
    -3.500000     0.000169     0.000089     0.000267
    -2.500000     0.000113     0.000064     0.000192
    -1.500000     0.000121     0.000073     0.000219
    -0.500000     0.000177     0.000093     0.000279
     0.500000     0.000130     0.000066     0.000198
     1.500000     0.000177     0.000087     0.000261
     2.500000     0.000222     0.000094     0.000282
     3.500000     0.000222     0.000071     0.000213
     4.500000     0.000416     0.000071     0.000213
     5.500000     0.000974     0.000116     0.000348
     6.500000     0.002082     0.000238     0.000714
     7.500000     0.004184     0.000590     0.001770
     8.500000     0.007523     0.000775     0.002325
     9.500000     0.013753     0.001393     0.004179
    10.500000     0.022106     0.002428     0.007284
    11.500000     0.030100     0.003560     0.010680
    12.500000     0.034347     0.003617     0.010851
    13.500000     0.035360     0.003320     0.009960
    14.500000     0.032124     0.003182     0.009546
    15.500000     0.024697     0.002442     0.007326
    16.500000     0.017628     0.001860     0.005580
    17.500000     0.011615     0.001090     0.003270
    18.500000     0.007008     0.000816     0.002448
    19.500000     0.004106     0.000504     0.001512
    20.500000     0.003104     0.000382     0.001146
    21.500000     0.002649     0.000247     0.000741
    22.500000     0.002860     0.000312     0.000936
    23.500000     0.003225     0.000337     0.001011
    24.500000     0.004098     0.000289     0.000867
    25.500000     0.004477     0.000318     0.000954
    26.500000     0.004882     0.000379     0.001137
    27.500000     0.005234     0.000307     0.000921
    28.500000     0.005399     0.000345     0.001035
    29.500000     0.005570     0.000297     0.000891
    30.500000     0.005706     0.000299     0.000897
    31.500000     0.005683     0.000314     0.000942
    32.500000     0.005568     0.000431     0.001293
    33.500000     0.005747     0.000361     0.001083
    34.500000     0.005506     0.000295     0.000885
    35.500000     0.005402     0.000345     0.001035
    36.500000     0.005156     0.000315     0.000945
    37.500000     0.005343     0.000317     0.000951
    38.500000     0.005329     0.000301     0.000903
    39.500000     0.005251     0.000295     0.000885
    40.500000     0.005285     0.000364     0.001092
    41.500000     0.005213     0.000335     0.001005
    42.500000     0.005092     0.000328     0.000984
    43.500000     0.005257     0.000409     0.001227
    44.500000     0.005159     0.000291     0.000873
    45.500000     0.005272     0.000296     0.000888
    46.500000     0.005306     0.000375     0.001125
    47.500000     0.005221     0.000339     0.001017
    48.500000     0.005402     0.000375     0.001125
    49.500000     0.005233     0.000393     0.001179
    50.500000     0.005020     0.000418     0.001254
    51.500000     0.005013     0.000355     0.001065
    52.500000     0.005336     0.000384     0.001152
    53.500000     0.005342     0.000469     0.001407
    54.500000     0.005196     0.000402     0.001206
    55.500000     0.005196     0.000442     0.001326
    56.500000     0.005146     0.000426     0.001278
    57.500000     0.005214     0.000470     0.001410
    58.500000     0.005057     0.000303     0.000909
    59.500000     0.005144     0.000424     0.001272
    60.500000     0.005147     0.000340     0.001020
    61.500000     0.005122     0.000311     0.000933
    62.500000     0.005081     0.000361     0.001083
    63.500000     0.005049     0.000340     0.001020
    64.500000     0.004859     0.000340     0.001020
    65.500000     0.004691     0.000285     0.000855
    66.500000     0.004027     0.000274     0.000822
    67.500000     0.003229     0.000179     0.000537
    68.500000     0.002059     0.000190     0.000570
    69.500000     0.001285     0.000185     0.000555
    70.500000     0.000605     0.000089     0.000267
    71.500000     0.000235     0.000053     0.000159
    72.500000     0.000083     0.000025     0.000075
    73.500000     0.000012     0.000005     0.000015
    74.500000     0.000003     0.000002     0.000006
