#section	x-1	y-1	z-1	apl-1	x-2	y-2	z-2	apl-2	x-3	y-3	z-3	apl-3
1	46.078526	46.078526	134.766068	66.350955	45.338551	45.338551	139.354044	64.237005	44.914378	44.914378	142.194114	63.040667
2	46.132867	46.132867	134.698581	66.507545	45.038958	45.038958	140.106120	63.390866	45.252266	45.252266	140.587192	63.992738
3	45.652689	45.652689	136.957280	65.130250	45.969628	45.969628	135.686066	66.037708	45.874353	45.874353	136.301328	65.764258
4	45.800962	45.800962	136.403967	65.554004	46.908894	46.908894	130.449018	68.763885	46.089363	46.089363	134.495212	66.382168
5	44.213796	44.213796	145.862976	61.089368	46.631976	46.631976	131.509916	67.954411	45.426560	45.426560	138.660281	64.486636
6	44.657442	44.657442	143.857659	62.321472	46.196799	46.196799	133.750211	66.692007	44.286625	44.286625	145.515037	61.290787
7	44.215972	44.215972	146.413204	61.095380	45.736428	45.736428	136.822940	65.369402	44.960326	44.960326	140.829433	63.169715
8	44.646648	44.646648	143.507844	62.291348	45.531537	45.531537	138.111643	64.785028	46.389559	46.389559	132.767925	67.249725
9	45.429558	45.429558	137.970500	64.495147	44.480803	44.480803	144.950388	61.829431	45.032394	45.032394	140.080403	63.372391
10	46.083155	46.083155	134.045115	66.364285	44.651543	44.651543	143.252327	62.305010	45.859451	45.859451	135.087860	65.721540
11	45.529790	45.529790	137.628186	64.780057	45.541072	45.541072	137.881419	64.812164	46.101592	46.101592	134.792408	66.417398
12	45.952146	45.952146	135.362731	65.987492	45.335501	45.335501	138.948246	64.228364	44.546120	44.546120	143.736537	62.011150
13	44.739079	44.739079	142.805720	62.549536	44.885815	44.885815	141.514746	62.960513	44.341231	44.341231	144.912090	61.442024
14	45.614333	45.614333	136.886298	65.020855	44.846738	44.846738	142.767492	62.850934	44.714262	44.714262	142.398712	62.480163
15	44.983099	44.983099	141.083194	63.233724	44.974570	44.974570	141.283175	63.209748	45.847962	45.847962	136.325575	65.688612
16	46.056539	46.056539	134.694725	66.287649	45.001345	45.001345	141.938738	63.285033	45.921610	45.921610	135.601560	65.899822
17	46.375125	46.375125	132.420308	67.207881	45.017336	45.017336	140.878725	63.330018	44.984900	44.984900	141.795808	63.238790
18	46.455345	46.455345	132.502504	67.440595	44.549705	44.549705	143.750324	62.021132	44.457536	44.457536	144.577247	61.764765
19	46.746698	46.746698	130.414011	68.289179	45.571006	45.571006	137.595896	64.897394	45.302824	45.302824	140.148367	64.135809
20	46.055591	46.055591	134.498043	66.284920	45.751213	45.751213	135.728187	65.411671	45.423724	45.423724	138.215927	64.478585
21	45.533228	45.533228	138.658877	64.789840	45.878765	45.878765	135.950829	65.776910	44.894210	44.894210	140.247028	62.984065
22	44.993077	44.993077	140.568027	63.261781	46.457383	46.457383	132.458150	67.446513	44.900511	44.900511	141.326040	63.001746
