#section	x-1	y-1	z-1	apl-1	x-2	y-2	z-2	apl-2	x-3	y-3	z-3	apl-3
1	44.279443	44.279443	145.811761	61.270909	45.103989	45.103989	139.457469	63.574057	44.663705	44.663705	142.877006	62.338955
2	45.339614	45.339614	139.242067	64.240018	45.399249	45.399249	138.651262	64.409119	45.710082	45.710082	136.236048	65.294113
3	45.476441	45.476441	137.850550	64.628335	44.887745	44.887745	141.822552	62.965926	44.839511	44.839511	141.395984	62.830680
4	45.321949	45.321949	139.147308	64.189971	44.900890	44.900890	140.885863	63.002811	44.911962	44.911962	141.232597	63.033886
5	44.969280	44.969280	140.823386	63.194881	46.023997	46.023997	134.510410	66.194010	45.682300	45.682300	136.914689	65.214767
6	44.928682	44.928682	140.871995	63.080826	45.682675	45.682675	136.422448	65.215838	46.061000	46.061000	134.663267	66.300492
7	45.364151	45.364151	138.535408	64.309567	45.464826	45.464826	137.797737	64.595325	46.322020	46.322020	133.711763	67.054047
8	45.771306	45.771306	135.474466	65.469140	45.914296	45.914296	134.772591	65.878831	46.555097	46.555097	131.106482	67.730533
9	45.986173	45.986173	134.783890	66.085253	46.077352	46.077352	134.131682	66.347574	45.977268	45.977268	134.973797	66.059661
10	45.436477	45.436477	137.942096	64.514795	46.215168	46.215168	134.121710	66.745055	45.267776	45.267776	139.136434	64.036612
11	44.736462	44.736462	142.252876	62.542220	45.341060	45.341060	138.567786	64.244117	44.888742	44.888742	141.531044	62.968725
12	44.980296	44.980296	140.741378	63.225846	45.693905	45.693905	137.247859	65.247904	45.234366	45.234366	139.470586	63.942122
13	44.933754	44.933754	141.291792	63.095071	46.523876	46.523876	131.808278	67.639721	45.099365	45.099365	140.268178	63.561023
14	44.591416	44.591416	143.355557	62.137323	46.369382	46.369382	132.039734	67.191238	44.566514	44.566514	143.144156	62.067942
15	44.807552	44.807552	141.739804	62.741147	45.735719	45.735719	135.976452	65.367374	45.410281	45.410281	138.448433	64.440426
16	44.749174	44.749174	142.198964	62.577768	46.047488	46.047488	134.544021	66.261597	46.026568	46.026568	134.855711	66.201406
17	44.942946	44.942946	141.783705	63.120888	44.757849	44.757849	141.994854	62.602033	45.207390	45.207390	139.265410	63.865878
18	44.919583	44.919583	141.043683	63.055280	44.939649	44.939649	141.278108	63.111626	45.197650	45.197650	138.605782	63.838362
19	45.513230	45.513230	137.516531	64.732940	45.306157	45.306157	139.053323	64.145245	45.540737	45.540737	137.999681	64.811210
20	45.493116	45.493116	137.560964	64.675737	45.198741	45.198741	139.756481	63.841443	45.408022	45.408022	138.740260	64.434014
21	45.200062	45.200062	139.777611	63.845175	44.607863	44.607863	142.950149	62.183169	45.643512	45.643512	137.108523	65.104069
22	44.611257	44.611257	143.384748	62.192634	44.818881	44.818881	141.896451	62.772878	46.014213	46.014213	134.273796	66.165868
23	45.208579	45.208579	139.926006	63.869237	44.668683	44.668683	142.367891	62.352851	45.477527	45.477527	137.390679	64.631422
24	44.980964	44.980964	140.992501	63.227724	45.637499	45.637499	136.942226	65.086916	44.867637	44.867637	141.029725	62.909527
25	44.931802	44.931802	141.169318	63.089589	45.311426	45.311426	138.674948	64.160167	45.330791	45.330791	138.302043	64.215018
26	44.882330	44.882330	141.168241	62.950736	45.125329	45.125329	139.997756	63.634229	44.823066	44.823066	142.089571	62.784601
27	44.694936	44.694936	142.870930	62.426167	45.818477	45.818477	136.267867	65.604152	45.101663	45.101663	140.028888	63.567502
28	45.479122	45.479122	137.442234	64.635954	44.987890	44.987890	140.602252	63.247197	44.789275	44.789275	142.750314	62.689972
