#section	x-1	y-1	z-1	apl-1	x-2	y-2	z-2	apl-2	x-3	y-3	z-3	apl-3
1	46.310232	46.310232	132.702973	67.019925	46.075973	46.075973	134.179650	66.343603	46.016836	46.016836	135.149412	66.173411
2	45.292739	45.292739	138.127227	64.107258	46.185759	46.185759	133.444529	66.660134	45.563153	45.563153	136.960922	64.875029
3	46.108984	46.108984	134.523899	66.438699	45.576092	45.576092	136.475758	64.911880	46.746355	46.746355	131.155096	68.288180
4	45.934332	45.934332	134.351864	65.936340	45.574286	45.574286	136.752594	64.906736	46.414987	46.414987	133.107361	67.323469
5	45.240198	45.240198	139.543232	63.958610	46.932112	46.932112	129.464381	68.831974	45.855534	45.855534	135.122566	65.710313
6	45.792656	45.792656	135.656898	65.530228	46.265153	46.265153	133.242885	66.889513	46.944380	46.944380	129.096714	68.867961
7	45.554497	45.554497	137.865302	64.850382	45.963028	45.963028	134.904445	66.018750	45.619210	45.619210	137.555382	65.034760
8	44.164056	44.164056	146.174139	60.951994	45.858662	45.858662	135.191287	65.719277	44.574366	44.574366	143.169892	62.089816
9	44.240369	44.240369	145.061263	61.162819	45.670798	45.670798	136.869654	65.181931	45.087477	45.087477	140.256223	63.527519
10	45.450860	45.450860	138.280075	64.555645	45.978952	45.978952	134.879793	66.064502	44.781989	44.781989	141.603830	62.669580
11	45.633535	45.633535	137.116120	65.075610	45.170749	45.170749	140.256491	63.762392	45.058488	45.058488	140.080366	63.445855
12	45.513699	45.513699	137.489922	64.734276	45.440484	45.440484	138.351436	64.526173	45.023022	45.023022	140.068910	63.346017
13	45.066923	45.066923	140.221514	63.469610	45.650413	45.650413	136.277588	65.123755	45.179642	45.179642	139.462068	63.787502
14	45.163997	45.163997	139.632614	63.743332	45.180313	45.180313	139.563530	63.789397	45.199172	45.199172	139.232023	63.842660
15	45.013928	45.013928	140.743512	63.320430	44.960647	44.960647	140.281878	63.170619	45.578228	45.578228	137.212400	64.917965
16	44.412617	44.412617	144.463325	61.640017	45.234682	45.234682	139.056355	63.943014	45.803206	45.803206	136.019098	65.560429
17	45.123980	45.123980	139.769752	63.630423	45.358770	45.358770	137.812941	64.294314	46.513859	46.513859	132.364434	67.610595
18	45.651397	45.651397	137.122137	65.126563	45.468765	45.468765	138.185130	64.606518	47.247235	47.247235	127.410080	69.759414
19	44.274800	44.274800	145.307722	61.258060	45.247490	45.247490	139.041110	63.979229	46.963362	46.963362	129.346919	68.923667
20	44.571287	44.571287	143.763861	62.081238	44.679471	44.679471	142.814112	62.382972	47.018164	47.018164	128.783549	69.084617
21	45.642836	45.642836	136.179070	65.102140	45.574295	45.574295	137.601102	64.906761	45.774066	45.774066	135.817388	65.477034
22	45.874877	45.874877	136.060230	65.765761	46.275669	46.275669	133.279103	66.919924	46.988272	46.988272	128.902541	68.996804
23	44.464734	44.464734	144.085388	61.784766	46.179372	46.179372	133.413093	66.641699	46.328203	46.328203	133.390090	67.071949
24	45.904032	45.904032	134.945946	65.849380	46.619878	46.619878	131.606308	67.919156	45.351202	45.351202	137.869335	64.272861
25	45.854864	45.854864	135.839580	65.708392	46.300689	46.300689	132.821543	66.992306	45.174090	45.174090	139.405137	63.771826
26	45.904683	45.904683	134.963096	65.851246	45.518905	45.518905	138.202599	64.749084	45.775149	45.775149	135.722938	65.480134
27	45.415958	45.415958	138.273493	64.456539	44.837770	44.837770	141.933417	62.825800	45.664980	45.664980	137.039881	65.165326
28	45.128577	45.128577	140.251379	63.643389	45.390015	45.390015	137.801107	64.382920	45.252543	45.252543	138.971243	63.993519
