#section	x-1	y-1	z-1	apl-1	x-2	y-2	z-2	apl-2	x-3	y-3	z-3	apl-3
1	44.691918	44.691918	142.984280	62.417735	45.858852	45.858852	135.125886	65.719823	45.303246	45.303246	139.011368	64.137004
2	45.214710	45.214710	138.980642	63.886563	45.415819	45.415819	138.598144	64.456145	45.509183	45.509183	138.283133	64.721428
3	45.052760	45.052760	140.898015	63.429724	45.107503	45.107503	140.138011	63.583963	45.913857	45.913857	135.740697	65.877571
4	44.340980	44.340980	145.165728	61.441328	45.986538	45.986538	135.277810	66.086302	45.733583	45.733583	136.457435	65.361268
5	45.143184	45.143184	139.991166	63.684595	44.635053	44.635053	143.055924	62.258999	45.191016	45.191016	140.338734	63.819622
6	46.257318	46.257318	133.720037	66.866859	45.262690	45.262690	139.612076	64.022222	45.294315	45.294315	139.208385	64.111717
7	46.155710	46.155710	134.918795	66.573424	44.699086	44.699086	143.233984	62.437759	45.984969	45.984969	134.861310	66.081792
8	45.899538	45.899538	135.454140	65.836486	45.547601	45.547601	137.475875	64.830747	45.938896	45.938896	135.259845	65.949443
9	46.088604	46.088604	134.525217	66.379981	45.299309	45.299309	138.782556	64.125856	46.189740	46.189740	134.515382	66.671629
10	47.606970	47.606970	125.945323	70.825737	46.068952	46.068952	134.913847	66.323387	46.373418	46.373418	133.237235	67.202934
11	45.628012	45.628012	137.033983	65.059859	46.248379	46.248379	133.188803	66.841017	46.292338	46.292338	133.476261	66.968144
12	46.540272	46.540272	131.559792	67.687403	46.061710	46.061710	135.061269	66.302535	45.229513	45.229513	139.456853	63.928401
13	46.548672	46.548672	131.887230	67.711840	44.989244	44.989244	141.035061	63.251003	45.695840	45.695840	136.634842	65.253432
14	45.656638	45.656638	137.210244	65.141517	45.014668	45.014668	140.460494	63.322511	45.832987	45.832987	136.340220	65.645710
15	45.689101	45.689101	137.008035	65.234185	45.725022	45.725022	136.189410	65.336803	44.991569	44.991569	140.608865	63.257541
16	45.712751	45.712751	137.042101	65.301738	45.947541	45.947541	134.526621	65.974266	45.144862	45.144862	140.222232	63.689330
17	45.971368	45.971368	135.040296	66.042708	45.188227	45.188227	139.266669	63.811746	46.020943	46.020943	134.395488	66.185226
18	46.664358	46.664358	132.124882	68.048823	45.446516	45.446516	138.309752	64.543308	46.003213	46.003213	134.641515	66.134238
19	45.743039	45.743039	136.496550	65.388301	45.270160	45.270160	138.596005	64.043356	47.115881	47.115881	129.254337	69.372070
20	46.136197	46.136197	134.490363	66.517146	45.741287	45.741287	137.491289	65.383291	45.110986	45.110986	140.014765	63.593783
21	45.471588	45.471588	138.591516	64.614540	45.132387	45.132387	140.863588	63.654137	45.136805	45.136805	140.684471	63.666600
22	45.450783	45.450783	138.848925	64.555428	45.133834	45.133834	140.784698	63.658217	45.378758	45.378758	139.029034	64.350990
23	45.422344	45.422344	138.839355	64.474667	45.393160	45.393160	138.419940	64.391842	44.026034	44.026034	147.326864	60.571614
24	45.129994	45.129994	139.696111	63.647385	45.556068	45.556068	137.456477	64.854853	45.057979	45.057979	140.488406	63.444420
25	44.214858	44.214858	146.151022	61.092302	45.164784	45.164784	140.101286	63.745554	46.243269	46.243269	133.899934	66.826247
26	44.688941	44.688941	142.744300	62.409419	45.364800	45.364800	138.973591	64.311409	46.137387	46.137387	133.964453	66.520577
27	44.085335	44.085335	147.124096	60.734899	45.503602	45.503602	138.367663	64.705556	44.904933	44.904933	142.083205	63.014156
28	44.795970	44.795970	142.735415	62.708715	45.477207	45.477207	138.932270	64.630512	46.236026	46.236026	134.138410	66.805316
29	45.235279	45.235279	139.532852	63.944703	46.236627	46.236627	134.426369	66.807052	45.043295	45.043295	140.751420	63.403076
30	45.564636	45.564636	137.818410	64.879251	44.716700	44.716700	143.474505	62.486976	45.420153	45.420153	138.827940	64.468445
31	44.842935	44.842935	142.594093	62.840276	46.060929	46.060929	134.600132	66.300288	45.596465	45.596465	136.713482	64.969925
32	45.630867	45.630867	137.536436	65.068002	45.285786	45.285786	138.774762	64.087575	45.365450	45.365450	138.717767	64.313251
33	45.565703	45.565703	137.672105	64.882289	44.980020	44.980020	141.304600	63.225069	45.530521	45.530521	137.449761	64.782137
34	45.816979	45.816979	135.998424	65.599862	44.983834	44.983834	141.677564	63.235792	45.355025	45.355025	138.962721	64.283695
35	45.178463	45.178463	140.332533	63.784171	45.765367	45.765367	136.544598	65.452150	45.018141	45.018141	141.296832	63.332283
36	45.311717	45.311717	139.305604	64.160990	45.381137	45.381137	137.942071	64.357738	44.892464	44.892464	142.100059	62.979165
37	45.784440	45.784440	136.140041	65.506716	45.320228	45.320228	139.627515	64.185096	45.607666	45.607666	136.972964	65.001850
