            z         mean           se      std_dev
   -72.500000     0.000000     0.000000     0.000000
   -71.500000     0.000000     0.000000     0.000000
   -70.500000     0.000002     0.000002     0.000006
   -69.500000     0.000004     0.000003     0.000009
   -68.500000     0.000019     0.000008     0.000024
   -67.500000     0.000065     0.000017     0.000051
   -66.500000     0.000184     0.000040     0.000120
   -65.500000     0.000463     0.000076     0.000228
   -64.500000     0.001004     0.000122     0.000366
   -63.500000     0.001839     0.000153     0.000459
   -62.500000     0.002908     0.000206     0.000618
   -61.500000     0.004021     0.000229     0.000687
   -60.500000     0.005073     0.000239     0.000717
   -59.500000     0.005711     0.000224     0.000672
   -58.500000     0.006063     0.000233     0.000699
   -57.500000     0.006244     0.000216     0.000648
   -56.500000     0.006273     0.000202     0.000606
   -55.500000     0.006290     0.000178     0.000534
   -54.500000     0.006452     0.000152     0.000456
   -53.500000     0.006329     0.000180     0.000540
   -52.500000     0.006339     0.000192     0.000576
   -51.500000     0.006365     0.000203     0.000609
   -50.500000     0.006360     0.000226     0.000678
   -49.500000     0.006280     0.000225     0.000675
   -48.500000     0.006244     0.000221     0.000663
   -47.500000     0.006269     0.000229     0.000687
   -46.500000     0.006259     0.000250     0.000750
   -45.500000     0.006187     0.000250     0.000750
   -44.500000     0.006163     0.000279     0.000837
   -43.500000     0.006172     0.000267     0.000801
   -42.500000     0.006068     0.000270     0.000810
   -41.500000     0.005990     0.000304     0.000912
   -40.500000     0.005861     0.000274     0.000822
   -39.500000     0.005733     0.000277     0.000831
   -38.500000     0.005628     0.000296     0.000888
   -37.500000     0.005415     0.000292     0.000876
   -36.500000     0.005298     0.000307     0.000921
   -35.500000     0.005155     0.000313     0.000939
   -34.500000     0.004854     0.000290     0.000870
   -33.500000     0.004649     0.000281     0.000843
   -32.500000     0.004433     0.000326     0.000978
   -31.500000     0.004126     0.000290     0.000870
   -30.500000     0.003730     0.000244     0.000732
   -29.500000     0.003352     0.000207     0.000621
   -28.500000     0.002898     0.000169     0.000507
   -27.500000     0.002563     0.000184     0.000552
   -26.500000     0.002368     0.000152     0.000456
   -25.500000     0.002337     0.000156     0.000468
   -24.500000     0.002478     0.000172     0.000516
   -23.500000     0.003037     0.000212     0.000636
   -22.500000     0.004026     0.000304     0.000912
   -21.500000     0.005567     0.000315     0.000945
   -20.500000     0.008516     0.000355     0.001065
   -19.500000     0.013501     0.000697     0.002091
   -18.500000     0.020595     0.000895     0.002685
   -17.500000     0.030271     0.001235     0.003705
   -16.500000     0.039726     0.001296     0.003888
   -15.500000     0.044811     0.001399     0.004197
   -14.500000     0.041792     0.001432     0.004296
   -13.500000     0.030862     0.001392     0.004176
   -12.500000     0.018334     0.001148     0.003444
   -11.500000     0.008501     0.000720     0.002160
   -10.500000     0.002876     0.000252     0.000756
    -9.500000     0.000752     0.000083     0.000249
    -8.500000     0.000149     0.000020     0.000060
    -7.500000     0.000021     0.000006     0.000018
    -6.500000     0.000006     0.000004     0.000012
    -5.500000     0.000001     0.000001     0.000003
    -4.500000     0.000000     0.000000     0.000000
    -3.500000     0.000000     0.000000     0.000000
    -2.500000     0.000000     0.000000     0.000000
    -1.500000     0.000000     0.000000     0.000000
    -0.500000     0.000000     0.000000     0.000000
     0.500000     0.000000     0.000000     0.000000
     1.500000     0.000000     0.000000     0.000000
     2.500000     0.000000     0.000000     0.000000
     3.500000     0.000000     0.000000     0.000000
     4.500000     0.000000     0.000000     0.000000
     5.500000     0.000000     0.000000     0.000000
     6.500000     0.000001     0.000001     0.000003
     7.500000     0.000023     0.000007     0.000021
     8.500000     0.000182     0.000042     0.000126
     9.500000     0.000789     0.000092     0.000276
    10.500000     0.002897     0.000175     0.000525
    11.500000     0.008022     0.000320     0.000960
    12.500000     0.017409     0.000630     0.001890
    13.500000     0.030966     0.001052     0.003156
    14.500000     0.043939     0.001348     0.004044
    15.500000     0.049724     0.001540     0.004620
    16.500000     0.045204     0.001323     0.003969
    17.500000     0.034673     0.000994     0.002982
    18.500000     0.024051     0.000791     0.002373
    19.500000     0.015699     0.000581     0.001743
    20.500000     0.009903     0.000405     0.001215
    21.500000     0.006353     0.000372     0.001116
    22.500000     0.004269     0.000315     0.000945
    23.500000     0.003137     0.000280     0.000840
    24.500000     0.002624     0.000203     0.000609
    25.500000     0.002411     0.000178     0.000534
    26.500000     0.002461     0.000145     0.000435
    27.500000     0.002703     0.000132     0.000396
    28.500000     0.002983     0.000140     0.000420
    29.500000     0.003309     0.000151     0.000453
    30.500000     0.003595     0.000167     0.000501
