            z         mean           se      std_dev
     0.500000    13.009325     0.830755     2.492265
     1.500000    13.076312     0.764263     2.292789
     2.500000    12.725804     0.579915     1.739745
     3.500000    11.521088     0.447009     1.341027
     4.500000     9.598323     0.388818     1.166454
     5.500000     7.293425     0.302958     0.908874
     6.500000     4.948883     0.235971     0.707913
     7.500000     2.812951     0.187914     0.563742
     8.500000     0.890293     0.172600     0.517800
     9.500000    -0.683133     0.164542     0.493626
    10.500000    -1.908654     0.148312     0.444936
    11.500000    -2.742197     0.150036     0.450108
    12.500000    -3.187257     0.146316     0.438948
    13.500000    -3.287409     0.139025     0.417075
    14.500000    -3.032495     0.147909     0.443727
    15.500000    -2.459822     0.159591     0.478773
    16.500000    -1.641327     0.152834     0.458502
    17.500000    -0.641909     0.154935     0.464805
    18.500000     0.363227     0.146037     0.438111
    19.500000     1.232999     0.135898     0.407694
    20.500000     1.694636     0.116941     0.350823
    21.500000     1.598603     0.102238     0.306714
    22.500000     1.185584     0.082922     0.248766
    23.500000     0.817130     0.062325     0.186975
    24.500000     0.477037     0.056581     0.169743
    25.500000     0.222470     0.060049     0.180147
    26.500000     0.102960     0.055652     0.166956
    27.500000     0.010874     0.045937     0.137811
    28.500000    -0.007258     0.046398     0.139194
    29.500000    -0.024156     0.045463     0.136389
    30.500000    -0.024756     0.039265     0.117795
    31.500000    -0.018306     0.039065     0.117195
    32.500000    -0.014276     0.041749     0.125247
    33.500000    -0.022544     0.032282     0.096846
    34.500000    -0.019137     0.024537     0.073611
    35.500000    -0.015640     0.029427     0.088281
    36.500000     0.000245     0.017329     0.051987
    37.500000    -0.023489     0.015261     0.045783
    38.500000    -0.012324     0.018414     0.055242
    39.500000    -0.002067     0.013279     0.039837
    40.500000    -0.005465     0.011145     0.033435
    41.500000    -0.000622     0.013073     0.039219
    42.500000     0.012790     0.014306     0.042918
    43.500000     0.004384     0.014080     0.042240
    44.500000     0.000777     0.013456     0.040368
    45.500000    -0.013250     0.009141     0.027423
    46.500000     0.014313     0.009647     0.028941
    47.500000    -0.002680     0.011345     0.034035
    48.500000    -0.002955     0.014650     0.043950
    49.500000    -0.007291     0.014384     0.043152
    50.500000     0.004706     0.025180     0.075540
    51.500000     0.015731     0.019048     0.057144
    52.500000    -0.004396     0.024852     0.074556
    53.500000     0.012928     0.029617     0.088851
    54.500000     0.024352     0.025047     0.075141
    55.500000     0.038163     0.032355     0.097065
    56.500000     0.022855     0.028442     0.085326
    57.500000     0.028290     0.028152     0.084456
    58.500000     0.045209     0.036716     0.110148
    59.500000     0.060205     0.038230     0.114690
    60.500000     0.073875     0.035177     0.105531
    61.500000     0.104662     0.035893     0.107679
    62.500000     0.180315     0.037641     0.112923
    63.500000     0.351428     0.049214     0.147642
    64.500000     0.655891     0.061130     0.183390
    65.500000     1.084078     0.077857     0.233571
    66.500000     1.761086     0.110374     0.331122
    67.500000     2.656319     0.125701     0.377103
    68.500000     3.819082     0.165528     0.496584
    69.500000     5.436275     0.221089     0.663267
    70.500000     7.318882     0.285103     0.855309
    71.500000     9.838992     0.350714     1.052142
    72.500000    11.276354     0.542003     1.626009
    73.500000    15.081844     0.595330     1.785990
    74.500000    17.842180     0.293493     0.880479
    75.500000    18.203956     0.127245     0.381735
