            z         mean           se      std_dev
   -24.500000     0.000001     0.000001     0.000003
   -23.500000     0.000001     0.000001     0.000003
   -22.500000     0.000001     0.000001     0.000003
   -21.500000     0.000008     0.000004     0.000012
   -20.500000     0.000029     0.000011     0.000033
   -19.500000     0.000075     0.000019     0.000057
   -18.500000     0.000214     0.000033     0.000099
   -17.500000     0.000652     0.000054     0.000162
   -16.500000     0.001579     0.000077     0.000231
   -15.500000     0.003846     0.000154     0.000462
   -14.500000     0.007501     0.000242     0.000726
   -13.500000     0.012747     0.000496     0.001488
   -12.500000     0.018773     0.000676     0.002028
   -11.500000     0.024062     0.000565     0.001695
   -10.500000     0.027182     0.000452     0.001356
    -9.500000     0.028255     0.000375     0.001125
    -8.500000     0.028384     0.000401     0.001203
    -7.500000     0.029260     0.000410     0.001230
    -6.500000     0.031212     0.000353     0.001059
    -5.500000     0.035409     0.000351     0.001053
    -4.500000     0.040923     0.000276     0.000828
    -3.500000     0.047670     0.000270     0.000810
    -2.500000     0.053274     0.000566     0.001698
    -1.500000     0.056923     0.000334     0.001002
    -0.500000     0.058339     0.000368     0.001104
     0.500000     0.058070     0.000521     0.001563
     1.500000     0.056263     0.000431     0.001293
     2.500000     0.052311     0.000525     0.001575
     3.500000     0.046519     0.000474     0.001422
     4.500000     0.040012     0.000387     0.001161
     5.500000     0.034314     0.000324     0.000972
     6.500000     0.030509     0.000455     0.001365
     7.500000     0.028446     0.000467     0.001401
     8.500000     0.028157     0.000357     0.001071
     9.500000     0.027672     0.000508     0.001524
    10.500000     0.026464     0.000562     0.001686
    11.500000     0.022976     0.000859     0.002577
    12.500000     0.017766     0.000877     0.002631
    13.500000     0.011835     0.000569     0.001707
    14.500000     0.006641     0.000394     0.001182
    15.500000     0.003271     0.000207     0.000621
    16.500000     0.001509     0.000116     0.000348
    17.500000     0.000635     0.000045     0.000135
    18.500000     0.000225     0.000022     0.000066
    19.500000     0.000059     0.000012     0.000036
    20.500000     0.000015     0.000003     0.000009
    21.500000     0.000007     0.000006     0.000018
