Carbon	SCD_traj1_401-600	SCD_traj1_601-800	SCD_traj1_801-1000	SCD_traj2_401-600	SCD_traj2_601-800	SCD_traj2_801-1000	SCD_traj3_401-600	SCD_traj3_601-800	SCD_traj3_801-1000	scd_mean	se
2	0.093000	0.093000	0.090000	0.094000	0.090000	0.088000	0.089000	0.089000	0.089000	0.090556	0.000729
3	0.202000	0.203000	0.204000	0.202000	0.205000	0.200000	0.204000	0.201000	0.201000	0.202444	0.000556
4	0.200000	0.200000	0.201000	0.199000	0.203000	0.198000	0.200000	0.200000	0.198000	0.199889	0.000512
5	0.211000	0.210000	0.211000	0.208000	0.213000	0.208000	0.211000	0.208000	0.208000	0.209778	0.000619
6	0.187000	0.186000	0.187000	0.185000	0.189000	0.187000	0.188000	0.186000	0.185000	0.186667	0.000441
7	0.178000	0.178000	0.178000	0.176000	0.180000	0.179000	0.180000	0.177000	0.177000	0.178111	0.000455
8	0.103000	0.103000	0.103000	0.101000	0.104000	0.105000	0.105000	0.103000	0.103000	0.103333	0.000408
9	0.059000	0.061000	0.059000	0.057000	0.062000	0.060000	0.061000	0.058000	0.061000	0.059778	0.000547
10	0.051000	0.045000	0.049000	0.049000	0.052000	0.046000	0.052000	0.050000	0.045000	0.048778	0.000940
11	0.080000	0.075000	0.078000	0.077000	0.079000	0.074000	0.080000	0.080000	0.073000	0.077333	0.000913
12	0.123000	0.116000	0.118000	0.117000	0.122000	0.116000	0.123000	0.122000	0.114000	0.119000	0.001167
13	0.128000	0.121000	0.124000	0.122000	0.127000	0.122000	0.128000	0.127000	0.119000	0.124222	0.001128
14	0.133000	0.125000	0.127000	0.126000	0.131000	0.126000	0.132000	0.130000	0.124000	0.128222	0.001103
15	0.120000	0.112000	0.115000	0.114000	0.118000	0.114000	0.118000	0.118000	0.112000	0.115667	0.000972
16	0.108000	0.101000	0.103000	0.103000	0.106000	0.102000	0.106000	0.107000	0.102000	0.104222	0.000846
17	0.083000	0.079000	0.079000	0.080000	0.081000	0.079000	0.081000	0.083000	0.079000	0.080444	0.000556
18	0.027000	0.026000	0.026000	0.026000	0.027000	0.026000	0.027000	0.028000	0.026000	0.026556	0.000242
